FISCAL YEAR,FUND CODE,FUND DESCRIPTION,DEPARTMENT DESCRIPTION,DIVISION DESCRIPTION,ACCOUNT DESCRIPTION,BUDGET,ACCOUNT TYPE,ACCOUNT CATEGORY
2019,591,Water Fund,Water Utility,Customer Accounting,CIP and Longevity.CIP and Longevity,3932,Expense,Personal Services
2019,591,Water Fund,Water Utility,T and D - Pipeline Meters,CIP and Longevity.CIP and Longevity,889,Expense,Personal Services
2019,591,Water Fund,Water Utility,T and D - Meters,CIP and Longevity.CIP and Longevity,1591,Expense,Personal Services
2019,591,Water Fund,Water Utility,Pumping&Treatment - Lab Services,CIP and Longevity.CIP and Longevity,4231,Expense,Personal Services
2019,591,Water Fund,Public Works,T and D - Mains,Accrued Sick Pay.Accrued Sick Pay,0,Expense,Personal Services
2019,591,Water Fund,Public Works,T and D - Mains,Accrued Vacation Pay.Accrued Vacation Pay,0,Expense,Personal Services
2019,591,Water Fund,Water Utility,Pumping and Treatment,Office Supplies.Office Supplies,5000,Expense,Supplies
2019,591,Water Fund,Water Utility,T and  D - Gezon Station,Office Supplies.Office Supplies,250,Expense,Supplies
2019,591,Water Fund,Water Utility,T and D - Meters,Office Supplies.Office Supplies,1700,Expense,Supplies
2019,591,Water Fund,Water Utility,Customer Accounting,Office Supplies.Office Supplies,17800,Expense,Supplies
2019,591,Water Fund,Water Utility,Pumping&Treatment - Lab Services,Office Supplies.Office Supplies,400,Expense,Supplies
2019,591,Water Fund,Water Utility,Pumping&Treatment - Lab Services,Operating Supplies.Operating Supplies,120000,Expense,Supplies
2019,591,Water Fund,Water Utility,Customer Accounting,Operating Supplies.Operating Supplies,53500,Expense,Supplies
2019,591,Water Fund,Water Utility,T and  D - Gezon Station,Operating Supplies.Operating Supplies,2500,Expense,Supplies
2019,591,Water Fund,Water Utility,Pumping and Treatment,Operating Supplies.Operating Supplies,691440,Expense,Supplies
2019,591,Water Fund,Water Utility,T and D - Meters,Uniforms.Uniforms,1500,Expense,Supplies
2019,591,Water Fund,Water Utility,Pumping and Treatment,Uniforms.Uniforms,8890,Expense,Supplies
2019,591,Water Fund,Public Works,T and D - Services,Uniforms.Uniforms,3000,Expense,Supplies
2019,591,Water Fund,Public Works,T and D - Mains,Uniforms.Uniforms,3500,Expense,Supplies
2019,591,Water Fund,Water Utility,Pumping&Treatment - Lab Services,Uniforms.Uniforms,1385,Expense,Supplies
2019,591,Water Fund,Water Utility,Pumping and Treatment,Tools and Supplies.Tools and Supplies,6500,Expense,Supplies
2019,591,Water Fund,Water Utility,T and D - Meters,Tools and Supplies.Tools and Supplies,1500,Expense,Supplies
2019,591,Water Fund,Public Works,T and D - Services,Maintenance Supplies.Maintenance Supplies,117500,Expense,Supplies
2019,591,Water Fund,Public Works,T and D - Hydrants,Maintenance Supplies.Maintenance Supplies,13000,Expense,Supplies
2019,591,Water Fund,Public Works,T and D - Mains,Maintenance Supplies.Maintenance Supplies,87000,Expense,Supplies
2019,591,Water Fund,Public Works,Installation of Service,Maintenance Supplies.Maintenance Supplies,500,Expense,Supplies
2019,591,Water Fund,Water Utility,T and D - Meters,Maintenance Supplies.Maintenance Supplies,140000,Expense,Supplies
2019,591,Water Fund,Water Utility,Pumping and Treatment,Maintenance Supplies.Maintenance Supplies,191000,Expense,Supplies
2019,591,Water Fund,Water Utility,T and  D - Gezon Station,Maintenance Supplies.Maintenance Supplies,6500,Expense,Supplies
2019,591,Water Fund,Water Utility,T and D - Storage/E of Gezon,Maintenance Supplies.Maintenance Supplies,300,Expense,Supplies
2019,591,Water Fund,Water Utility,T and D - Storage/W of Gezon,Maintenance Supplies.Maintenance Supplies,1500,Expense,Supplies
2019,591,Water Fund,Water Utility,T and D - Pipeline to Gezon,Maintenance Supplies.Maintenance Supplies,10000,Expense,Supplies
2019,591,Water Fund,Water Utility,Pumping&Treatment - Lab Services,Maintenance Supplies.Maintenance Supplies,3500,Expense,Supplies
2019,591,Water Fund,Water Utility,T and D - Pipeline to Gezon,Professional Services.Professional Services,3000,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,T and D - Storage/E of Gezon,Professional Services.Professional Services,2200,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,T and  D - Gezon Station,Professional Services.Professional Services,6000,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,Pumping and Treatment,Professional Services.Professional Services,54000,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,T and D - Pipeline Meters,Professional Services.Professional Services,3600,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,Administration,Administrative Fee.Administrative Fee,1117831,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,Administration,Administrative Fee.Engineering Allocation,39860,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,Administration,Administrative Fee.Adm Alloc PW Adm GenFnd,181470,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,Pumping and Treatment,Software Services.Software Services,59166,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,T and D - Meters,Software Services.Software Services,5500,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,Customer Accounting,Software Services.Software Services,20100,Expense,Other Services and Charges
2019,591,Water Fund,Public Works,T and D - Mains,Geographic & IT Information Services.Geographic & IT Info Services,25140,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,T and D - Storage/W of Gezon,Communications.Communications,5331,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,Pumping and Treatment,Communications.Communications,21605,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,T and D - Storage/E of Gezon,Communications.Communications,4860,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,T and  D - Gezon Station,Communications.Communications,0,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,T and D - Meters,Communications.Communications,500,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,Pumping&Treatment - Lab Services,Communications.Cellular Phones,1060,Expense,Other Services and Charges
2019,591,Water Fund,Public Works,T and D - Services,Communications.Cellular Phones,5000,Expense,Other Services and Charges
2019,591,Water Fund,Public Works,T and D - Mains,Communications.Cellular Phones,4500,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,T and D - Meters,Communications.Cellular Phones,2000,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,Customer Accounting,Communications.Cellular Phones,1412,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,Pumping and Treatment,Communications.Cellular Phones,9600,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,Pumping and Treatment,Travel and Training.Travel and Training,25830,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,T and  D - Gezon Station,Travel and Training.Travel and Training,1000,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,Customer Accounting,Travel and Training.Travel and Training,1000,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,T and D - Meters,Travel and Training.Travel and Training,3500,Expense,Other Services and Charges
2019,591,Water Fund,Public Works,T and D - Mains,Travel and Training.Travel and Training,3500,Expense,Other Services and Charges
2019,591,Water Fund,Public Works,T and D - Services,Travel and Training.Travel and Training,4000,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,Pumping&Treatment - Lab Services,Travel and Training.Travel and Training,8100,Expense,Other Services and Charges
2019,591,Water Fund,Public Works,T and D - Services,Insurance.Liability,7591,Expense,Other Services and Charges
2019,591,Water Fund,Public Works,T and D - Hydrants,Insurance.Liability,902,Expense,Other Services and Charges
2019,591,Water Fund,Public Works,T and D - Mains,Insurance.Liability,6712,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,T and D - Meters,Insurance.Liability,4401,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,T and D - Pipeline Meters,Insurance.Liability,828,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,Customer Accounting,Insurance.Liability,4627,Expense,Other Services and Charges
2019,591,Water Fund,Public Works,Installation of Service,Insurance.Liability,231,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,T and D - Storage/E of Gezon,Insurance.Liability,123,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,T and  D - Gezon Station,Insurance.Liability,1504,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,Pumping and Treatment,Insurance.Liability,28010,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,T and D - Storage/W of Gezon,Insurance.Liability,123,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,T and D - Pipeline to Gezon,Insurance.Liability,1367,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,Pumping&Treatment - Lab Services,Insurance.Liability,5097,Expense,Other Services and Charges
2019,591,Water Fund,Public Works,T and D - Mains,Insurance.Property and Bonds,40,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,T and D - Storage/W of Gezon,Insurance.Property and Bonds,5300,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,Pumping and Treatment,Insurance.Property and Bonds,57056,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,T and  D - Gezon Station,Insurance.Property and Bonds,6873,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,T and D - Storage/E of Gezon,Insurance.Property and Bonds,1960,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,Customer Accounting,Insurance.Property and Bonds,40,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,T and D - Meters,Insurance.Property and Bonds,150,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,T and D - Pipeline to Gezon,Public Utilities.Public Utilities,1400,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,Pumping and Treatment,Public Utilities.Public Utilities,2037899,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,T and D - Storage/E of Gezon,Public Utilities.Public Utilities,1000,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,T and  D - Gezon Station,Public Utilities.Public Utilities,311145,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,T and D - Storage/W of Gezon,Public Utilities.Public Utilities,15000,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,Pumping and Treatment,Sludge Disposal.Sludge Disposal,97240,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,T and D - Storage/W of Gezon,Repairs and Maintenance.Repairs and Maintenance,11500,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,T and D - Pipeline to Gezon,Repairs and Maintenance.Repairs and Maintenance,18001,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,T and D - Storage/E of Gezon,Repairs and Maintenance.Repairs and Maintenance,1001,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,T and  D - Gezon Station,Repairs and Maintenance.Repairs and Maintenance,40500,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,Pumping and Treatment,Repairs and Maintenance.Repairs and Maintenance,217212,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,Customer Accounting,Repairs and Maintenance.Repairs and Maintenance,1000,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,T and D - Meters,Repairs and Maintenance.Repairs and Maintenance,2000,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,T and D - Pipeline Meters,Repairs and Maintenance.Repairs and Maintenance,4500,Expense,Other Services and Charges
2019,591,Water Fund,Public Works,T and D - Services,Repairs and Maintenance.Repairs and Maintenance,97500,Expense,Other Services and Charges
2019,591,Water Fund,Public Works,T and D - Mains,Repairs and Maintenance.Repairs and Maintenance,130000,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,Pumping&Treatment - Lab Services,Repairs and Maintenance.Repairs and Maintenance,26350,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,T and D - Meters,Weed Cutting.Weed Cutting,1500,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,Administration,Payment.In Lieu Of Taxes,52665,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,Pumping and Treatment,Rentals.Rentals,2500,Expense,Other Services and Charges
2019,591,Water Fund,Public Works,T and D - Mains,Rentals.Rentals,500,Expense,Other Services and Charges
2019,591,Water Fund,Public Works,T and D - Services,Rentals.Rentals,500,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,Customer Accounting,Rentals.City Hall Office Space,8670,Expense,Other Services and Charges
2019,591,Water Fund,Public Works,Installation of Service,Rentals.Motor Pool Building,758,Expense,Other Services and Charges
2019,591,Water Fund,Public Works,T and D - Services,Rentals.Motor Pool Building,39295,Expense,Other Services and Charges
2019,591,Water Fund,Public Works,T and D - Hydrants,Rentals.Motor Pool Building,3019,Expense,Other Services and Charges
2019,591,Water Fund,Public Works,T and D - Mains,Rentals.Motor Pool Building,34884,Expense,Other Services and Charges
2019,591,Water Fund,Public Works,T and D - Mains,Motor Pool Rental.Equipment Rental,75000,Expense,Other Services and Charges
2019,591,Water Fund,Public Works,T and D - Hydrants,Motor Pool Rental.Equipment Rental,20000,Expense,Other Services and Charges
2019,591,Water Fund,Public Works,T and D - Services,Motor Pool Rental.Equipment Rental,110000,Expense,Other Services and Charges
2019,591,Water Fund,Public Works,Installation of Service,Motor Pool Rental.Equipment Rental,1000,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,T and D - Pipeline Meters,Motor Pool Rental.Equipment Rental,2196,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,T and D - Meters,Motor Pool Rental.Equipment Rental,32000,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,T and D - Pipeline to Gezon,Motor Pool Rental.Equipment Rental,8137,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,T and  D - Gezon Station,Motor Pool Rental.Equipment Rental,0,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,Pumping and Treatment,Motor Pool Rental.Equipment Rental,58590,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,Pumping&Treatment - Lab Services,Motor Pool Rental.Equipment Rental,7620,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,Pumping&Treatment - Lab Services,Motor Pool Rental.Equipment Maintenance,750,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,Pumping and Treatment,Motor Pool Rental.Equipment Maintenance,8500,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,T and D - Pipeline to Gezon,Motor Pool Rental.Equipment Maintenance,500,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,T and D - Meters,Motor Pool Rental.Equipment Maintenance,7000,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,T and D - Pipeline Meters,Motor Pool Rental.Equipment Maintenance,360,Expense,Other Services and Charges
2019,591,Water Fund,Public Works,Installation of Service,Motor Pool Rental.Equipment Maintenance,1200,Expense,Other Services and Charges
2019,591,Water Fund,Public Works,T and D - Services,Motor Pool Rental.Equipment Maintenance,75000,Expense,Other Services and Charges
2019,591,Water Fund,Public Works,T and D - Hydrants,Motor Pool Rental.Equipment Maintenance,6000,Expense,Other Services and Charges
2019,591,Water Fund,Public Works,T and D - Mains,Motor Pool Rental.Equipment Maintenance,45000,Expense,Other Services and Charges
2019,591,Water Fund,Public Works,T and D - Mains,Motor Pool Rental.Equipment - Fuel,17000,Expense,Other Services and Charges
2019,591,Water Fund,Public Works,T and D - Hydrants,Motor Pool Rental.Equipment - Fuel,5000,Expense,Other Services and Charges
2019,591,Water Fund,Public Works,T and D - Services,Motor Pool Rental.Equipment - Fuel,19000,Expense,Other Services and Charges
2019,591,Water Fund,Public Works,Installation of Service,Motor Pool Rental.Equipment - Fuel,250,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,T and D - Pipeline Meters,Motor Pool Rental.Equipment - Fuel,360,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,T and D - Meters,Motor Pool Rental.Equipment - Fuel,9000,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,T and D - Pipeline to Gezon,Motor Pool Rental.Equipment - Fuel,1300,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,T and  D - Gezon Station,Motor Pool Rental.Equipment - Fuel,600,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,Pumping and Treatment,Motor Pool Rental.Equipment - Fuel,13200,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,Pumping&Treatment - Lab Services,Motor Pool Rental.Equipment - Fuel,2000,Expense,Other Services and Charges
2019,591,Water Fund,Public Works,T and D - Mains,Motor Pool Rental.Equipment - Radio System,2000,Expense,Other Services and Charges
2019,591,Water Fund,Public Works,T and D - Services,Motor Pool Rental.Equipment - Radio System,2000,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,Pumping and Treatment,Motor Pool Rental.Equipment - Radio System,7500,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,T and D - Meters,Motor Pool Rental.Equipment - Radio System,0,Expense,Other Services and Charges
2019,591,Water Fund,Public Works,T and D - Services,Other Services.Other Services,15000,Expense,Other Services and Charges
2019,591,Water Fund,Public Works,T and D - Mains,Other Services.Other Services,10000,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,Pumping and Treatment,Other Services.Other Services,76290,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,T and  D - Gezon Station,Other Services.Other Services,200,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,T and D - Meters,Other Services.Other Services,1000,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,Customer Accounting,Other Services.Other Services,79850,Expense,Other Services and Charges
2019,591,Water Fund,Water Utility,Pumping&Treatment - Lab Services,Other Services.Other Services,4861,Expense,Other Services and Charges
2019,591,Water Fund,Public Works,Capital Outlay,Capital Outlay.Watermains,1525000,Expense,Capital Outlay
2019,591,Water Fund,Water Utility,Capital Outlay,Capital Outlay.Plant Expansion Phase 2,860000,Expense,Capital Outlay
2019,591,Water Fund,Water Utility,Capital Outlay,Capital Outlay.Maintenance Equipment,0,Expense,Capital Outlay
2019,591,Water Fund,Public Works,Capital Outlay,Capital Outlay.Equipment,6500,Expense,Capital Outlay
2019,591,Water Fund,Water Utility,Ottawa County,Bond Payments.Capital Retirement,3336369,Expense,Debt Service
2019,591,Water Fund,Water Utility,Revenue Bonds,Bond Payments.2010 Series,575000,Expense,Debt Service
2019,591,Water Fund,Water Utility,Revenue Bonds,Bond Payments.Series 2011 - SRF Holland,130700,Expense,Debt Service
2019,591,Water Fund,Water Utility,Revenue Bonds,Bond Payments.Series 2012 Refunding ,275000,Expense,Debt Service
2019,591,Water Fund,Water Utility,Revenue Bonds,Bond Payments.Series 2013 Refunding,60000,Expense,Debt Service
2019,591,Water Fund,Water Utility,Revenue Bonds,Bond Payments.Series 2014 Refunding,270000,Expense,Debt Service
2019,591,Water Fund,Water Utility,Revenue Bonds,Bond Payments.Series 2016 Refunding,1175000,Expense,Debt Service
2019,591,Water Fund,Water Utility,Revenue Bonds,Amortize Bond.2010 Expense,23625,Expense,Debt Service
2019,591,Water Fund,Water Utility,Revenue Bonds,Amortize Bond.2012 Refunding,-11355,Expense,Debt Service
2019,591,Water Fund,Water Utility,Revenue Bonds,Amortize Bond.2013 Refunding,766,Expense,Debt Service
2019,591,Water Fund,Water Utility,Revenue Bonds,Amortize Bond.2014 Refunding,10175,Expense,Debt Service
2019,591,Water Fund,Water Utility,Revenue Bonds,Amortize Bond.2016 Refunding,-207479,Expense,Debt Service
2019,591,Water Fund,Water Utility,Revenue Bonds,Interest on Bonds.2010,71590,Expense,Debt Service
2019,591,Water Fund,Water Utility,Revenue Bonds,Interest on Bonds.Series 2011 - SRF Holland,52000,Expense,Debt Service
2019,591,Water Fund,Water Utility,Revenue Bonds,Interest on Bonds.2012 Refunding,61020,Expense,Debt Service
2019,591,Water Fund,Water Utility,Revenue Bonds,Interest on Bonds.2013 Bonds,7800,Expense,Debt Service
2019,591,Water Fund,Water Utility,Revenue Bonds,Interest on Bonds.2014 Bonds,53750,Expense,Debt Service
2019,591,Water Fund,Water Utility,Revenue Bonds,Interest on Bonds.2016 Bonds,914900,Expense,Debt Service
2019,591,Water Fund,Water Utility,Revenue Bonds,Paying Agent Fees.2010 ,750,Expense,Debt Service
2019,591,Water Fund,Water Utility,Revenue Bonds,Paying Agent Fees.2012 Refunding,750,Expense,Debt Service
2019,591,Water Fund,Water Utility,Revenue Bonds,Paying Agent Fees.2013 Refunding,750,Expense,Debt Service
2019,591,Water Fund,Water Utility,Revenue Bonds,Paying Agent Fees.2014 Refunding,750,Expense,Debt Service
2019,591,Water Fund,Water Utility,Revenue Bonds,Paying Agent Fees.2016 refunding,750,Expense,Debt Service
2019,591,Water Fund,Water Utility,Transfers,Transfers.Transfer Sys Devl Charge Res,90000,Expense,Transfers Out
2019,591,Water Fund,,,Sewer Billing Fee.Sewer Billing Fee,569000,Revenue,Charges for Service
2019,591,Water Fund,,,Charge for Services.Unmetered Sales,4000,Revenue,Charges for Service
2019,591,Water Fund,,,Charges for Services.Metered Sales Gen Customers,5480000,Revenue,Charges for Service
2019,591,Water Fund,,,Charges for Services.Ready to Serve Charges,2842665,Revenue,Charges for Service
2019,591,Water Fund,,,Charges for Services.System Development Chg,90000,Revenue,Charges for Service
2019,591,Water Fund,,,Charges for Services.Private Fire Protection,310000,Revenue,Charges for Service
2019,591,Water Fund,,,Charges for Services.Sales to Ottawa County,6800000,Revenue,Charges for Service
2019,591,Water Fund,,,Charges for Services Mun. Cust..Sales to Kentwood,1500000,Revenue,Charges for Service
2019,591,Water Fund,,,Charges for Services Mun. Cust..Sales to Grandville,1150000,Revenue,Charges for Service
2019,591,Water Fund,,,Charges for Services Mun. Cust..Sales to Byron and Gaines,3100000,Revenue,Charges for Service
2019,591,Water Fund,,,Charges for Services Mun. Cust..Sales to Georgetown Twp.,110000,Revenue,Charges for Service
2019,591,Water Fund,,,Charges for Services Mun. Cust..Sales to Grand Rapids,60000,Revenue,Charges for Service
2019,591,Water Fund,,,Revenue.Misc Operating,0,Revenue,Charges for Service
2019,591,Water Fund,,,Collection Cost Recovery Fee.Collection Cost Receovery Fee,50000,Revenue,Fines and Forfeitures
2019,591,Water Fund,,,Forfeited Discount Penalty.Forfeited Discount Penalty,120000,Revenue,Fines and Forfeitures
2019,591,Water Fund,,,Interest on Investments.Interest on Investments,48000,Revenue,Interest and Rentals
2019,591,Water Fund,,,Rental Income.Property,135000,Revenue,Interest and Rentals
2019,591,Water Fund,,,Rental Income.Building Rental,8000,Revenue,Interest and Rentals
2019,591,Water Fund,,,Reimbursements.Interdepartmental,5000,Revenue,Other Revenues
2019,591,Water Fund,,,Reimbursements Accident.Reimbursements Accident,6000,Revenue,Other Revenues
2019,591,Water Fund,,,Miscellaneous Income.Miscellaneous Income,60000,Revenue,Other Revenues
2019,591,Water Fund,,,Contributions.Contributions,40000,Revenue,Other Revenues
2019,591,Water Fund,,,Contributions.Ottawa County,260000,Revenue,Other Revenues
2019,592,Water - Construction Reserve Fun,,,Transfer.Construction Reserve,90000,Revenue,Other Financing Sources
2019,661,Motor Pool Fund,Public Works,Equipment Operations,Salaries.Salaries,291027,Expense,Personal Services
2019,661,Motor Pool Fund,Public Works,Building,Salaries.Salaries,56698,Expense,Personal Services
2019,661,Motor Pool Fund,Public Works,Equipment Operations,Salaries - Temporary.Salaries - Temporary,14546,Expense,Personal Services
2019,661,Motor Pool Fund,Public Works,Equipment Operations,Salaries - Overtime.Salaries - Overtime,5000,Expense,Personal Services
2019,661,Motor Pool Fund,Public Works,Building,Salaries - Overtime.Salaries - Overtime,10000,Expense,Personal Services
2019,661,Motor Pool Fund,Public Works,Building,F.I.C.A..F.I.C.A.,5240,Expense,Personal Services
2019,661,Motor Pool Fund,Public Works,Equipment Operations,F.I.C.A..F.I.C.A.,24111,Expense,Personal Services
2019,661,Motor Pool Fund,Public Works,Equipment Operations,Hospitalization Insurance.Hospitalization Insurance,86095,Expense,Personal Services
2019,661,Motor Pool Fund,Public Works,Building,Hospitalization Insurance.Hospitalization Insurance,16058,Expense,Personal Services
2019,661,Motor Pool Fund,Public Works,Building,Life Insurance.Life Insurance,76,Expense,Personal Services
2019,661,Motor Pool Fund,Public Works,Equipment Operations,Life Insurance.Life Insurance,397,Expense,Personal Services
2019,661,Motor Pool Fund,Public Works,Equipment Operations,Pension.Pension,74999,Expense,Personal Services
2019,661,Motor Pool Fund,Public Works,Building,Pension.Pension,21966,Expense,Personal Services
2019,661,Motor Pool Fund,Public Works,Building,Pension.DC Plan,0,Expense,Personal Services
2019,661,Motor Pool Fund,Public Works,Equipment Operations,Pension.DC Plan,14050,Expense,Personal Services
2019,661,Motor Pool Fund,Public Works,Equipment Operations,Pension.Retiree Health - DC Plan,6389,Expense,Personal Services
2019,661,Motor Pool Fund,Public Works,Building,Pension.Retiree Health - DC Plan,0,Expense,Personal Services
2019,661,Motor Pool Fund,Public Works,Administration Fee,Pension.Pension Liability,13000,Expense,Personal Services
2019,661,Motor Pool Fund,Public Works,Administration Fee,Pension.OPEB Liability,32000,Expense,Personal Services
2019,661,Motor Pool Fund,Public Works,Equipment Operations,Workers Comp. Insurance.Work Comp. Insurance,9029,Expense,Personal Services
2019,661,Motor Pool Fund,Public Works,Building,Workers Comp. Insurance.Work Comp. Insurance,2308,Expense,Personal Services
2019,661,Motor Pool Fund,Public Works,Equipment Operations,Other.Payroll Offset,0,Expense,Personal Services
2019,661,Motor Pool Fund,Public Works,Building,CIP and Longevity.CIP and Longevity,1792,Expense,Personal Services
2019,661,Motor Pool Fund,Public Works,Equipment Operations,CIP and Longevity.CIP and Longevity,4601,Expense,Personal Services
2019,661,Motor Pool Fund,Public Works,Equipment Operations,Operating Supplies.Operating Supplies,19000,Expense,Supplies
2019,661,Motor Pool Fund,Public Works,Equipment Operations,Fuel Supplies.Fuel Supplies,350000,Expense,Supplies
2019,661,Motor Pool Fund,Public Works,Equipment Operations,Uniforms.Uniforms,5476,Expense,Supplies
2019,661,Motor Pool Fund,Public Works,Equipment Operations,Tools and Supplies.Tools and Supplies,15000,Expense,Supplies
2019,661,Motor Pool Fund,Public Works,Building,Tools and Supplies.Tools and Supplies,400,Expense,Supplies
2019,661,Motor Pool Fund,Public Works,Building,Maintenance Supplies.Maintenance Supplies,37000,Expense,Supplies
2019,661,Motor Pool Fund,Public Works,Equipment Operations,Maintenance Supplies.Maintenance Supplies,260000,Expense,Supplies
2019,661,Motor Pool Fund,Public Works,Administration Fee,Administrative Fee.Administrative Fee,189256,Expense,Other Services and Charges
2019,661,Motor Pool Fund,Public Works,Administration Fee,Administrative Fee.Adm Alloc PW Adm GenFnd,97710,Expense,Other Services and Charges
2019,661,Motor Pool Fund,Public Works,Equipment Operations,Software Services.Software Services,23500,Expense,Other Services and Charges
2019,661,Motor Pool Fund,Public Works,Building,Communications.Communications,5000,Expense,Other Services and Charges
2019,661,Motor Pool Fund,Public Works,Building,Communications.Cellular Phones,600,Expense,Other Services and Charges
2019,661,Motor Pool Fund,Public Works,Equipment Operations,Communications.Cellular Phones,1000,Expense,Other Services and Charges
2019,661,Motor Pool Fund,Public Works,Equipment Operations,Travel and Training.Travel and Training,5000,Expense,Other Services and Charges
2019,661,Motor Pool Fund,Public Works,Building,Insurance.Liability,1199,Expense,Other Services and Charges
2019,661,Motor Pool Fund,Public Works,Equipment Operations,Insurance.Liability,6637,Expense,Other Services and Charges
2019,661,Motor Pool Fund,Public Works,Equipment Operations,Insurance.Property and Bonds,46539,Expense,Other Services and Charges
2019,661,Motor Pool Fund,Public Works,Building,Insurance.Property and Bonds,2430,Expense,Other Services and Charges
2019,661,Motor Pool Fund,Public Works,Building,Public Utilities.Public Utilities,100000,Expense,Other Services and Charges
2019,661,Motor Pool Fund,Public Works,Equipment Operations,Repairs and Maintenance.Repairs and Maintenance,200000,Expense,Other Services and Charges
2019,661,Motor Pool Fund,Public Works,Building,Repairs and Maintenance.Repairs and Maintenance,93800,Expense,Other Services and Charges
2019,661,Motor Pool Fund,Public Works,Building,Rentals.Rentals,780,Expense,Other Services and Charges
