Fiscal Year,Department,Fund Code,Account Type,Account Category,Amount,,GL_Account_ID,GL_Account_Delimited,Column1,Column6,GL_Organization_Scrunched,GL_Organization_Description_Delimited,GL_Base_and_Detail_Scrunched,Account Description,Column3,Fund Description,Department Code,Column2,Division Code,Division,Budget_Type,Budget_Level,GL_Account_Status,Paying_Fund,Receipting_Fund,CurrentFiscalYear,Fund_Category,Fund_Category_Sequence,Fund_Type,Fund_Type_Sequence,Column4,Column5,Account_Class_Level_1_Sequence
FY19,Water Utility,5910,Expense,Other Services and Charges,123,,3821,591-591-55800-910.000,,,59159155800,Water Fund-Water Utility-T and D - Storage/E of Gezon,910000,Insurance.Liability,,Water Fund,591,,55800,T and D - Storage/E of Gezon,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,60
FY19,Water Utility,5910,Expense,Other Services and Charges,1960,,3822,591-591-55800-910.100,,,59159155800,Water Fund-Water Utility-T and D - Storage/E of Gezon,910100,Insurance.Property and Bonds,,Water Fund,591,,55800,T and D - Storage/E of Gezon,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,60
FY19,Water Utility,5910,Expense,Other Services and Charges,1000,,4867,591-591-55800-920.000,,,59159155800,Water Fund-Water Utility-T and D - Storage/E of Gezon,920000,Public Utilities.Public Utilities,,Water Fund,591,,55800,T and D - Storage/E of Gezon,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,60
FY19,Water Utility,5910,Expense,Other Services and Charges,1001,,3824,591-591-55800-930.000,,,59159155800,Water Fund-Water Utility-T and D - Storage/E of Gezon,930000,Repairs and Maintenance.Repairs and Maintenance,,Water Fund,591,,55800,T and D - Storage/E of Gezon,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,60
FY19,Water Utility,5910,Expense,Personal Services,68343,,3852,591-591-55900-706.000,,,59159155900,Water Fund-Water Utility-T and  D - Gezon Station,706000,Salaries.Salaries,,Water Fund,591,,55900,T and  D - Gezon Station,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,10
FY19,Water Utility,5910,Expense,Personal Services,5000,,3854,591-591-55900-708.000,,,59159155900,Water Fund-Water Utility-T and  D - Gezon Station,708000,Salaries - Overtime.Salaries - Overtime,,Water Fund,591,,55900,T and  D - Gezon Station,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,10
FY19,Water Utility,5910,Expense,Personal Services,5712,,3856,591-591-55900-715.000,,,59159155900,Water Fund-Water Utility-T and  D - Gezon Station,715000,F.I.C.A..F.I.C.A.,,Water Fund,591,,55900,T and  D - Gezon Station,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,10
FY19,Water Utility,5910,Expense,Personal Services,10438,,3858,591-591-55900-716.000,,,59159155900,Water Fund-Water Utility-T and  D - Gezon Station,716000,Hospitalization Insurance.Hospitalization Insurance,,Water Fund,591,,55900,T and  D - Gezon Station,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,10
FY19,Water Utility,5910,Expense,Personal Services,95,,3860,591-591-55900-717.000,,,59159155900,Water Fund-Water Utility-T and  D - Gezon Station,717000,Life Insurance.Life Insurance,,Water Fund,591,,55900,T and  D - Gezon Station,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,10
FY19,Water Utility,5910,Expense,Personal Services,19528,,3862,591-591-55900-718.000,,,59159155900,Water Fund-Water Utility-T and  D - Gezon Station,718000,Pension.Pension,,Water Fund,591,,55900,T and  D - Gezon Station,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,10
FY19,Water Utility,5910,Expense,Personal Services,2904,,10211,591-591-55900-718.100,,,59159155900,Water Fund-Water Utility-T and  D - Gezon Station,718100,Pension.DC Plan,,Water Fund,591,,55900,T and  D - Gezon Station,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,10
FY19,Water Utility,5910,Expense,Personal Services,1152,,10212,591-591-55900-718.200,,,59159155900,Water Fund-Water Utility-T and  D - Gezon Station,718200,Pension.Retiree Health - DC Plan,,Water Fund,591,,55900,T and  D - Gezon Station,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,10
FY19,Water Utility,5910,Expense,Personal Services,1406,,3864,591-591-55900-719.000,,,59159155900,Water Fund-Water Utility-T and  D - Gezon Station,719000,Workers Comp. Insurance.Work Comp. Insurance,,Water Fund,591,,55900,T and  D - Gezon Station,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,10
FY19,Water Utility,5910,Expense,Personal Services,1312,,3866,591-591-55900-721.000,,,59159155900,Water Fund-Water Utility-T and  D - Gezon Station,721000,CIP and Longevity.CIP and Longevity,,Water Fund,591,,55900,T and  D - Gezon Station,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,10
FY19,Water Utility,5910,Expense,Supplies,250,,3868,591-591-55900-727.000,,,59159155900,Water Fund-Water Utility-T and  D - Gezon Station,727000,Office Supplies.Office Supplies,,Water Fund,591,,55900,T and  D - Gezon Station,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,30
FY19,Water Utility,5910,Expense,Supplies,2500,,3870,591-591-55900-740.000,,,59159155900,Water Fund-Water Utility-T and  D - Gezon Station,740000,Operating Supplies.Operating Supplies,,Water Fund,591,,55900,T and  D - Gezon Station,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,30
FY19,Water Utility,5910,Expense,Supplies,6500,,3874,591-591-55900-775.000,,,59159155900,Water Fund-Water Utility-T and  D - Gezon Station,775000,Maintenance Supplies.Maintenance Supplies,,Water Fund,591,,55900,T and  D - Gezon Station,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,30
FY19,Water Utility,5910,Expense,Other Services and Charges,6000,,3876,591-591-55900-801.000,,,59159155900,Water Fund-Water Utility-T and  D - Gezon Station,801000,Professional Services.Professional Services,,Water Fund,591,,55900,T and  D - Gezon Station,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,60
FY19,Water Utility,5910,Expense,Other Services and Charges,1000,,3880,591-591-55900-860.000,,,59159155900,Water Fund-Water Utility-T and  D - Gezon Station,860000,Travel and Training.Travel and Training,,Water Fund,591,,55900,T and  D - Gezon Station,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,60
FY19,Water Utility,5910,Expense,Other Services and Charges,1504,,3882,591-591-55900-910.000,,,59159155900,Water Fund-Water Utility-T and  D - Gezon Station,910000,Insurance.Liability,,Water Fund,591,,55900,T and  D - Gezon Station,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,60
FY19,Water Utility,5910,Expense,Other Services and Charges,6873,,3883,591-591-55900-910.100,,,59159155900,Water Fund-Water Utility-T and  D - Gezon Station,910100,Insurance.Property and Bonds,,Water Fund,591,,55900,T and  D - Gezon Station,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,60
FY19,Water Utility,5910,Expense,Other Services and Charges,311145,,4869,591-591-55900-920.000,,,59159155900,Water Fund-Water Utility-T and  D - Gezon Station,920000,Public Utilities.Public Utilities,,Water Fund,591,,55900,T and  D - Gezon Station,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,60
FY19,Water Utility,5910,Expense,Other Services and Charges,40500,,3885,591-591-55900-930.000,,,59159155900,Water Fund-Water Utility-T and  D - Gezon Station,930000,Repairs and Maintenance.Repairs and Maintenance,,Water Fund,591,,55900,T and  D - Gezon Station,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,60
FY19,Water Utility,5910,Expense,Other Services and Charges,600,,3892,591-591-55900-947.300,,,59159155900,Water Fund-Water Utility-T and  D - Gezon Station,947300,Motor Pool Rental.Equipment - Fuel,,Water Fund,591,,55900,T and  D - Gezon Station,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,60
FY19,Water Utility,5910,Expense,Other Services and Charges,200,,3894,591-591-55900-956.000,,,59159155900,Water Fund-Water Utility-T and  D - Gezon Station,956000,Other Services.Other Services,,Water Fund,591,,55900,T and  D - Gezon Station,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,60
FY19,Water Utility,5910,Expense,Personal Services,5583,,4568,591-591-56100-706.000,,,59159156100,Water Fund-Water Utility-T and D - Storage/W of Gezon,706000,Salaries.Salaries,,Water Fund,591,,56100,T and D - Storage/W of Gezon,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,10
FY19,Water Utility,5910,Expense,Personal Services,434,,4572,591-591-56100-715.000,,,59159156100,Water Fund-Water Utility-T and D - Storage/W of Gezon,715000,F.I.C.A..F.I.C.A.,,Water Fund,591,,56100,T and D - Storage/W of Gezon,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,10
FY19,Water Utility,5910,Expense,Personal Services,1606,,4574,591-591-56100-716.000,,,59159156100,Water Fund-Water Utility-T and D - Storage/W of Gezon,716000,Hospitalization Insurance.Hospitalization Insurance,,Water Fund,591,,56100,T and D - Storage/W of Gezon,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,10
FY19,Water Utility,5910,Expense,Personal Services,8,,4576,591-591-56100-717.000,,,59159156100,Water Fund-Water Utility-T and D - Storage/W of Gezon,717000,Life Insurance.Life Insurance,,Water Fund,591,,56100,T and D - Storage/W of Gezon,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,10
FY19,Water Utility,5910,Expense,Personal Services,1136,,4578,591-591-56100-718.000,,,59159156100,Water Fund-Water Utility-T and D - Storage/W of Gezon,718000,Pension.Pension,,Water Fund,591,,56100,T and D - Storage/W of Gezon,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,10
FY19,Water Utility,5910,Expense,Personal Services,447,,10213,591-591-56100-718.100,,,59159156100,Water Fund-Water Utility-T and D - Storage/W of Gezon,718100,Pension.DC Plan,,Water Fund,591,,56100,T and D - Storage/W of Gezon,Organization,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,10
FY19,Water Utility,5910,Expense,Personal Services,178,,10214,591-591-56100-718.200,,,59159156100,Water Fund-Water Utility-T and D - Storage/W of Gezon,718200,Pension.Retiree Health - DC Plan,,Water Fund,591,,56100,T and D - Storage/W of Gezon,Organization,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,10
FY19,Water Utility,5910,Expense,Personal Services,110,,4580,591-591-56100-719.000,,,59159156100,Water Fund-Water Utility-T and D - Storage/W of Gezon,719000,Workers Comp. Insurance.Work Comp. Insurance,,Water Fund,591,,56100,T and D - Storage/W of Gezon,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,10
FY19,Water Utility,5910,Expense,Personal Services,77,,4582,591-591-56100-721.000,,,59159156100,Water Fund-Water Utility-T and D - Storage/W of Gezon,721000,CIP and Longevity.CIP and Longevity,,Water Fund,591,,56100,T and D - Storage/W of Gezon,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,10
FY19,Water Utility,5910,Expense,Supplies,1500,,4584,591-591-56100-775.000,,,59159156100,Water Fund-Water Utility-T and D - Storage/W of Gezon,775000,Maintenance Supplies.Maintenance Supplies,,Water Fund,591,,56100,T and D - Storage/W of Gezon,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,30
FY19,Water Utility,5910,Expense,Other Services and Charges,5331,,4588,591-591-56100-850.000,,,59159156100,Water Fund-Water Utility-T and D - Storage/W of Gezon,850000,Communications.Communications,,Water Fund,591,,56100,T and D - Storage/W of Gezon,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,60
FY19,Water Utility,5910,Expense,Other Services and Charges,123,,4590,591-591-56100-910.000,,,59159156100,Water Fund-Water Utility-T and D - Storage/W of Gezon,910000,Insurance.Liability,,Water Fund,591,,56100,T and D - Storage/W of Gezon,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,60
FY19,Water Utility,5910,Expense,Other Services and Charges,5300,,4591,591-591-56100-910.100,,,59159156100,Water Fund-Water Utility-T and D - Storage/W of Gezon,910100,Insurance.Property and Bonds,,Water Fund,591,,56100,T and D - Storage/W of Gezon,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,60
FY19,Water Utility,5910,Expense,Other Services and Charges,15000,,4871,591-591-56100-920.000,,,59159156100,Water Fund-Water Utility-T and D - Storage/W of Gezon,920000,Public Utilities.Public Utilities,,Water Fund,591,,56100,T and D - Storage/W of Gezon,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,60
FY19,Water Utility,5910,Expense,Other Services and Charges,11500,,4593,591-591-56100-930.000,,,59159156100,Water Fund-Water Utility-T and D - Storage/W of Gezon,930000,Repairs and Maintenance.Repairs and Maintenance,,Water Fund,591,,56100,T and D - Storage/W of Gezon,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,60
FY19,Water Utility,5910,Expense,Personal Services,64535,,4597,591-591-56300-706.000,,,59159156300,Water Fund-Water Utility-T and D - Pipeline to Gezon,706000,Salaries.Salaries,,Water Fund,591,,56300,T and D - Pipeline to Gezon,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,10
FY19,Water Utility,5910,Expense,Personal Services,5000,,4599,591-591-56300-708.000,,,59159156300,Water Fund-Water Utility-T and D - Pipeline to Gezon,708000,Salaries - Overtime.Salaries - Overtime,,Water Fund,591,,56300,T and D - Pipeline to Gezon,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,10
FY19,Water Utility,5910,Expense,Personal Services,5445,,4601,591-591-56300-715.000,,,59159156300,Water Fund-Water Utility-T and D - Pipeline to Gezon,715000,F.I.C.A..F.I.C.A.,,Water Fund,591,,56300,T and D - Pipeline to Gezon,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,10
FY19,Water Utility,5910,Expense,Personal Services,22668,,4603,591-591-56300-716.000,,,59159156300,Water Fund-Water Utility-T and D - Pipeline to Gezon,716000,Hospitalization Insurance.Hospitalization Insurance,,Water Fund,591,,56300,T and D - Pipeline to Gezon,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,10
FY19,Water Utility,5910,Expense,Personal Services,86,,4605,591-591-56300-717.000,,,59159156300,Water Fund-Water Utility-T and D - Pipeline to Gezon,717000,Life Insurance.Life Insurance,,Water Fund,591,,56300,T and D - Pipeline to Gezon,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,10
FY19,Water Utility,5910,Expense,Personal Services,22486,,4607,591-591-56300-718.000,,,59159156300,Water Fund-Water Utility-T and D - Pipeline to Gezon,718000,Pension.Pension,,Water Fund,591,,56300,T and D - Pipeline to Gezon,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,10
FY19,Water Utility,5910,Expense,Personal Services,224,,10215,591-591-56300-718.100,,,59159156300,Water Fund-Water Utility-T and D - Pipeline to Gezon,718100,Pension.DC Plan,,Water Fund,591,,56300,T and D - Pipeline to Gezon,Organization,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,10
FY19,Water Utility,5910,Expense,Personal Services,89,,10216,591-591-56300-718.200,,,59159156300,Water Fund-Water Utility-T and D - Pipeline to Gezon,718200,Pension.Retiree Health - DC Plan,,Water Fund,591,,56300,T and D - Pipeline to Gezon,Organization,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,10
FY19,Water Utility,5910,Expense,Personal Services,1331,,4609,591-591-56300-719.000,,,59159156300,Water Fund-Water Utility-T and D - Pipeline to Gezon,719000,Workers Comp. Insurance.Work Comp. Insurance,,Water Fund,591,,56300,T and D - Pipeline to Gezon,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,10
FY19,Water Utility,5910,Expense,Personal Services,1639,,4611,591-591-56300-721.000,,,59159156300,Water Fund-Water Utility-T and D - Pipeline to Gezon,721000,CIP and Longevity.CIP and Longevity,,Water Fund,591,,56300,T and D - Pipeline to Gezon,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,10
FY19,Water Utility,5910,Expense,Supplies,10000,,4613,591-591-56300-775.000,,,59159156300,Water Fund-Water Utility-T and D - Pipeline to Gezon,775000,Maintenance Supplies.Maintenance Supplies,,Water Fund,591,,56300,T and D - Pipeline to Gezon,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,30
FY19,Water Utility,5910,Expense,Other Services and Charges,3000,,4615,591-591-56300-801.000,,,59159156300,Water Fund-Water Utility-T and D - Pipeline to Gezon,801000,Professional Services.Professional Services,,Water Fund,591,,56300,T and D - Pipeline to Gezon,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,60
FY19,Water Utility,5910,Expense,Other Services and Charges,1367,,4617,591-591-56300-910.000,,,59159156300,Water Fund-Water Utility-T and D - Pipeline to Gezon,910000,Insurance.Liability,,Water Fund,591,,56300,T and D - Pipeline to Gezon,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,60
FY19,Water Utility,5910,Expense,Other Services and Charges,1400,,8040,591-591-56300-920.000,,,59159156300,Water Fund-Water Utility-T and D - Pipeline to Gezon,920000,Public Utilities.Public Utilities,,Water Fund,591,,56300,T and D - Pipeline to Gezon,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,60
FY19,Water Utility,5910,Expense,Other Services and Charges,18001,,4619,591-591-56300-930.000,,,59159156300,Water Fund-Water Utility-T and D - Pipeline to Gezon,930000,Repairs and Maintenance.Repairs and Maintenance,,Water Fund,591,,56300,T and D - Pipeline to Gezon,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,60
FY19,Water Utility,5910,Expense,Other Services and Charges,8137,,4624,591-591-56300-947.100,,,59159156300,Water Fund-Water Utility-T and D - Pipeline to Gezon,947100,Motor Pool Rental.Equipment Rental,,Water Fund,591,,56300,T and D - Pipeline to Gezon,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,60
FY19,Water Utility,5910,Expense,Other Services and Charges,500,,4625,591-591-56300-947.200,,,59159156300,Water Fund-Water Utility-T and D - Pipeline to Gezon,947200,Motor Pool Rental.Equipment Maintenance,,Water Fund,591,,56300,T and D - Pipeline to Gezon,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,60
FY19,Water Utility,5910,Expense,Other Services and Charges,1300,,4626,591-591-56300-947.300,,,59159156300,Water Fund-Water Utility-T and D - Pipeline to Gezon,947300,Motor Pool Rental.Equipment - Fuel,,Water Fund,591,,56300,T and D - Pipeline to Gezon,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,60
FY19,Water Utility,5910,Expense,Personal Services,37638,,4640,591-591-56400-706.000,,,59159156400,Water Fund-Water Utility-T and D - Pipeline Meters,706000,Salaries.Salaries,,Water Fund,591,,56400,T and D - Pipeline Meters,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,10
FY19,Water Utility,5910,Expense,Personal Services,5000,,4642,591-591-56400-708.000,,,59159156400,Water Fund-Water Utility-T and D - Pipeline Meters,708000,Salaries - Overtime.Salaries - Overtime,,Water Fund,591,,56400,T and D - Pipeline Meters,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,10
FY19,Water Utility,5910,Expense,Personal Services,3330,,4644,591-591-56400-715.000,,,59159156400,Water Fund-Water Utility-T and D - Pipeline Meters,715000,F.I.C.A..F.I.C.A.,,Water Fund,591,,56400,T and D - Pipeline Meters,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,10
FY19,Water Utility,5910,Expense,Personal Services,1606,,4646,591-591-56400-716.000,,,59159156400,Water Fund-Water Utility-T and D - Pipeline Meters,716000,Hospitalization Insurance.Hospitalization Insurance,,Water Fund,591,,56400,T and D - Pipeline Meters,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,10
FY19,Water Utility,5910,Expense,Personal Services,52,,4648,591-591-56400-717.000,,,59159156400,Water Fund-Water Utility-T and D - Pipeline Meters,717000,Life Insurance.Life Insurance,,Water Fund,591,,56400,T and D - Pipeline Meters,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,10
FY19,Water Utility,5910,Expense,Personal Services,13281,,4650,591-591-56400-718.000,,,59159156400,Water Fund-Water Utility-T and D - Pipeline Meters,718000,Pension.Pension,,Water Fund,591,,56400,T and D - Pipeline Meters,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,10
FY19,Water Utility,5910,Expense,Personal Services,447,,10217,591-591-56400-718.100,,,59159156400,Water Fund-Water Utility-T and D - Pipeline Meters,718100,Pension.DC Plan,,Water Fund,591,,56400,T and D - Pipeline Meters,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,10
FY19,Water Utility,5910,Expense,Personal Services,178,,10218,591-591-56400-718.200,,,59159156400,Water Fund-Water Utility-T and D - Pipeline Meters,718200,Pension.Retiree Health - DC Plan,,Water Fund,591,,56400,T and D - Pipeline Meters,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,10
FY19,Water Utility,5910,Expense,Personal Services,804,,4652,591-591-56400-719.000,,,59159156400,Water Fund-Water Utility-T and D - Pipeline Meters,719000,Workers Comp. Insurance.Work Comp. Insurance,,Water Fund,591,,56400,T and D - Pipeline Meters,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,10
FY19,Water Utility,5910,Expense,Personal Services,889,,4654,591-591-56400-721.000,,,59159156400,Water Fund-Water Utility-T and D - Pipeline Meters,721000,CIP and Longevity.CIP and Longevity,,Water Fund,591,,56400,T and D - Pipeline Meters,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,10
FY19,Water Utility,5910,Expense,Other Services and Charges,3600,,4658,591-591-56400-801.000,,,59159156400,Water Fund-Water Utility-T and D - Pipeline Meters,801000,Professional Services.Professional Services,,Water Fund,591,,56400,T and D - Pipeline Meters,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,60
FY19,Water Utility,5910,Expense,Other Services and Charges,828,,4660,591-591-56400-910.000,,,59159156400,Water Fund-Water Utility-T and D - Pipeline Meters,910000,Insurance.Liability,,Water Fund,591,,56400,T and D - Pipeline Meters,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,60
FY19,Water Utility,5910,Expense,Other Services and Charges,4500,,4662,591-591-56400-930.000,,,59159156400,Water Fund-Water Utility-T and D - Pipeline Meters,930000,Repairs and Maintenance.Repairs and Maintenance,,Water Fund,591,,56400,T and D - Pipeline Meters,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,60
FY19,Water Utility,5910,Expense,Other Services and Charges,2196,,4665,591-591-56400-947.100,,,59159156400,Water Fund-Water Utility-T and D - Pipeline Meters,947100,Motor Pool Rental.Equipment Rental,,Water Fund,591,,56400,T and D - Pipeline Meters,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,60
FY19,Water Utility,5910,Expense,Other Services and Charges,360,,4666,591-591-56400-947.200,,,59159156400,Water Fund-Water Utility-T and D - Pipeline Meters,947200,Motor Pool Rental.Equipment Maintenance,,Water Fund,591,,56400,T and D - Pipeline Meters,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,60
FY19,Water Utility,5910,Expense,Other Services and Charges,360,,4667,591-591-56400-947.300,,,59159156400,Water Fund-Water Utility-T and D - Pipeline Meters,947300,Motor Pool Rental.Equipment - Fuel,,Water Fund,591,,56400,T and D - Pipeline Meters,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,60
FY19,Water Utility,5910,Expense,Personal Services,200915,,4669,591-591-56500-706.000,,,59159156500,Water Fund-Water Utility-T and D - Meters,706000,Salaries.Salaries,,Water Fund,591,,56500,T and D - Meters,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,10
FY19,Water Utility,5910,Expense,Personal Services,11250,,4673,591-591-56500-708.000,,,59159156500,Water Fund-Water Utility-T and D - Meters,708000,Salaries - Overtime.Salaries - Overtime,,Water Fund,591,,56500,T and D - Meters,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,10
FY19,Water Utility,5910,Expense,Personal Services,16353,,4675,591-591-56500-715.000,,,59159156500,Water Fund-Water Utility-T and D - Meters,715000,F.I.C.A..F.I.C.A.,,Water Fund,591,,56500,T and D - Meters,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,10
FY19,Water Utility,5910,Expense,Personal Services,59446,,4677,591-591-56500-716.000,,,59159156500,Water Fund-Water Utility-T and D - Meters,716000,Hospitalization Insurance.Hospitalization Insurance,,Water Fund,591,,56500,T and D - Meters,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,,,10
