FISCAL YEAR,GL_Organization_Scrunched,GL_Level_1,FUND DESCRIPTION,GL_Level_2,DEPARTMENT DESCRIPTION,GL_Level_3,ACTIVITY DESCRIPTION,GL_Base_and_Detail_Scrunched,ACCOUNT DESCRIPTION,GL_Account_ID,GL_Account_Delimited,Budget,Amendments,TOTAL BUDGET,Prior_Year_Budget,Prior_year_Ammendments,PRIOR YEAR TOTAL BUDGET,Budget_Type,Budget_Level,GL_Account_Status,Paying_Fund,Receipting_Fund,CurrentFiscalYear,Fund_Category,Fund_Category_Sequence,Fund_Type,Fund_Type_Sequence,Organization_Function,Organization_Function_Sequence,ACCOUNT TYPE,ACCOUNT CATEGORY
2019,59144156200,591,Water Fund,441,Public Works,56200,T and D - Mains,716000,Hospitalization Insurance.Hospitalization Insurance,6063,591-441-56200-716.000,134588,0,134588,130263,0,130263,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59159156500,591,Water Fund,591,Water Utility,56500,T and D - Meters,716000,Hospitalization Insurance.Hospitalization Insurance,4677,591-591-56500-716.000,59446,0,59446,54349,0,54349,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59159156400,591,Water Fund,591,Water Utility,56400,T and D - Pipeline Meters,716000,Hospitalization Insurance.Hospitalization Insurance,4646,591-591-56400-716.000,1606,0,1606,1628,0,1628,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59159156900,591,Water Fund,591,Water Utility,56900,Customer Accounting,716000,Hospitalization Insurance.Hospitalization Insurance,4802,591-591-56900-716.000,60241,0,60241,61325.9,0,61325.9,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59159156300,591,Water Fund,591,Water Utility,56300,T and D - Pipeline to Gezon,716000,Hospitalization Insurance.Hospitalization Insurance,4603,591-591-56300-716.000,22668,0,22668,22971,0,22971,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59159156100,591,Water Fund,591,Water Utility,56100,T and D - Storage/W of Gezon,716000,Hospitalization Insurance.Hospitalization Insurance,4574,591-591-56100-716.000,1606,0,1606,1628,0,1628,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59159155300,591,Water Fund,591,Water Utility,55300,Pumping and Treatment,716000,Hospitalization Insurance.Hospitalization Insurance,3745,591-591-55300-716.000,329887,0,329887,342334,0,342334,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59159155900,591,Water Fund,591,Water Utility,55900,T and  D - Gezon Station,716000,Hospitalization Insurance.Hospitalization Insurance,3858,591-591-55900-716.000,10438,0,10438,10577,0,10577,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59159155800,591,Water Fund,591,Water Utility,55800,T and D - Storage/E of Gezon,716000,Hospitalization Insurance.Hospitalization Insurance,3805,591-591-55800-716.000,1606,0,1606,1628,0,1628,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59159155310,591,Water Fund,591,Water Utility,55310,Pumping&Treatment - Lab Services,716000,Hospitalization Insurance.Hospitalization Insurance,10682,591-591-55310-716.000,70719,0,70719,71662,0,71662,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59144156700,591,Water Fund,441,Public Works,56700,T and D - Services,717000,Life Insurance.Life Insurance,8020,591-441-56700-717.000,450,0,450,487,0,487,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59144156600,591,Water Fund,441,Public Works,56600,T and D - Hydrants,717000,Life Insurance.Life Insurance,8005,591-441-56600-717.000,43,0,43,45,0,45,Detail Account Level,,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59144156200,591,Water Fund,441,Public Works,56200,T and D - Mains,717000,Life Insurance.Life Insurance,6065,591-441-56200-717.000,395,0,395,429,0,429,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59159155800,591,Water Fund,591,Water Utility,55800,T and D - Storage/E of Gezon,717000,Life Insurance.Life Insurance,3807,591-591-55800-717.000,8,0,8,8,0,8,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59159155900,591,Water Fund,591,Water Utility,55900,T and  D - Gezon Station,717000,Life Insurance.Life Insurance,3860,591-591-55900-717.000,95,0,95,95,0,95,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59159155300,591,Water Fund,591,Water Utility,55300,Pumping and Treatment,717000,Life Insurance.Life Insurance,3747,591-591-55300-717.000,1683,0,1683,1746,0,1746,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59159156100,591,Water Fund,591,Water Utility,56100,T and D - Storage/W of Gezon,717000,Life Insurance.Life Insurance,4576,591-591-56100-717.000,8,0,8,8,0,8,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59159156300,591,Water Fund,591,Water Utility,56300,T and D - Pipeline to Gezon,717000,Life Insurance.Life Insurance,4605,591-591-56300-717.000,86,0,86,87,0,87,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59159156900,591,Water Fund,591,Water Utility,56900,Customer Accounting,717000,Life Insurance.Life Insurance,4804,591-591-56900-717.000,292,0,292,291,0,291,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59159156400,591,Water Fund,591,Water Utility,56400,T and D - Pipeline Meters,717000,Life Insurance.Life Insurance,4648,591-591-56400-717.000,52,0,52,53,0,53,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59159156500,591,Water Fund,591,Water Utility,56500,T and D - Meters,717000,Life Insurance.Life Insurance,4679,591-591-56500-717.000,277,0,277,298,0,298,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59144157400,591,Water Fund,441,Public Works,57400,Installation of Service,717000,Life Insurance.Life Insurance,4952,591-441-57400-717.000,14,0,14,15,0,15,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59159155310,591,Water Fund,591,Water Utility,55310,Pumping&Treatment - Lab Services,717000,Life Insurance.Life Insurance,10683,591-591-55310-717.000,320,0,320,325,0,325,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59144156600,591,Water Fund,441,Public Works,56600,T and D - Hydrants,718000,Pension.Pension,8006,591-441-56600-718.000,13224,0,13224,10263,0,10263,Detail Account Level,,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59144156700,591,Water Fund,441,Public Works,56700,T and D - Services,718000,Pension.Pension,8021,591-441-56700-718.000,167430,0,167430,134459,17000,151459,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59144156200,591,Water Fund,441,Public Works,56200,T and D - Mains,718000,Pension.Pension,6067,591-441-56200-718.000,136245,0,136245,109877,25000,134877,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59144157400,591,Water Fund,441,Public Works,57400,Installation of Service,718000,Pension.Pension,4954,591-441-57400-718.000,4342,0,4342,3368,0,3368,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59159156500,591,Water Fund,591,Water Utility,56500,T and D - Meters,718000,Pension.Pension,4681,591-591-56500-718.000,88209,0,88209,72106,0,72106,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59159156400,591,Water Fund,591,Water Utility,56400,T and D - Pipeline Meters,718000,Pension.Pension,4650,591-591-56400-718.000,13281,0,13281,12363,0,12363,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59159156900,591,Water Fund,591,Water Utility,56900,Customer Accounting,718000,Pension.Pension,4806,591-591-56900-718.000,62827,0,62827,61371.04,0,61371.04,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59159156300,591,Water Fund,591,Water Utility,56300,T and D - Pipeline to Gezon,718000,Pension.Pension,4607,591-591-56300-718.000,22486,0,22486,21230,0,21230,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59159156100,591,Water Fund,591,Water Utility,56100,T and D - Storage/W of Gezon,718000,Pension.Pension,4578,591-591-56100-718.000,1136,0,1136,1085,0,1085,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59159155300,591,Water Fund,591,Water Utility,55300,Pumping and Treatment,718000,Pension.Pension,3749,591-591-55300-718.000,323354,0,323354,319257,0,319257,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59159155900,591,Water Fund,591,Water Utility,55900,T and  D - Gezon Station,718000,Pension.Pension,3862,591-591-55900-718.000,19528,0,19528,18973,0,18973,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59159155800,591,Water Fund,591,Water Utility,55800,T and D - Storage/E of Gezon,718000,Pension.Pension,3809,591-591-55800-718.000,1136,0,1136,1085,0,1085,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59159155310,591,Water Fund,591,Water Utility,55310,Pumping&Treatment - Lab Services,718000,Pension.Pension,10684,591-591-55310-718.000,65229,0,65229,63897,0,63897,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59159155310,591,Water Fund,591,Water Utility,55310,Pumping&Treatment - Lab Services,718100,Pension.DC Plan,10685,591-591-55310-718.100,8260,0,8260,8109,0,8109,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59159155800,591,Water Fund,591,Water Utility,55800,T and D - Storage/E of Gezon,718100,Pension.DC Plan,10209,591-591-55800-718.100,447,0,447,427,0,427,Organization,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59159155900,591,Water Fund,591,Water Utility,55900,T and  D - Gezon Station,718100,Pension.DC Plan,10211,591-591-55900-718.100,2904,0,2904,2775,0,2775,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59159156100,591,Water Fund,591,Water Utility,56100,T and D - Storage/W of Gezon,718100,Pension.DC Plan,10213,591-591-56100-718.100,447,0,447,427,0,427,Organization,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59159156300,591,Water Fund,591,Water Utility,56300,T and D - Pipeline to Gezon,718100,Pension.DC Plan,10215,591-591-56300-718.100,224,0,224,214,0,214,Organization,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59159156400,591,Water Fund,591,Water Utility,56400,T and D - Pipeline Meters,718100,Pension.DC Plan,10217,591-591-56400-718.100,447,0,447,428,0,428,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59159155300,591,Water Fund,591,Water Utility,55300,Pumping and Treatment,718100,Pension.DC Plan,3750,591-591-55300-718.100,74981,0,74981,74457,0,74457,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59159156500,591,Water Fund,591,Water Utility,56500,T and D - Meters,718100,Pension.DC Plan,4682,591-591-56500-718.100,0,0,0,0,0,0,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59159156900,591,Water Fund,591,Water Utility,56900,Customer Accounting,718100,Pension.DC Plan,7857,591-591-56900-718.100,4066,0,4066,3950,0,3950,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59144156200,591,Water Fund,441,Public Works,56200,T and D - Mains,718100,Pension.DC Plan,8204,591-441-56200-718.100,2,0,2,0,0,0,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59144156700,591,Water Fund,441,Public Works,56700,T and D - Services,718100,Pension.DC Plan,8205,591-441-56700-718.100,1,0,1,0,0,0,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59144157400,591,Water Fund,441,Public Works,57400,Installation of Service,718100,Pension.DC Plan,8693,591-441-57400-718.100,0,0,0,0,0,0,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59144156600,591,Water Fund,441,Public Works,56600,T and D - Hydrants,718100,Pension.DC Plan,8678,591-441-56600-718.100,0,0,0,0,0,0,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59159155300,591,Water Fund,591,Water Utility,55300,Pumping and Treatment,718200,Pension.Retiree Health - DC Plan,8207,591-591-55300-718.200,25178,0,25178,22404,0,22404,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59144156200,591,Water Fund,441,Public Works,56200,T and D - Mains,718200,Pension.Retiree Health - DC Plan,8464,591-441-56200-718.200,2477,0,2477,2370,0,2370,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59144156700,591,Water Fund,441,Public Works,56700,T and D - Services,718200,Pension.Retiree Health - DC Plan,8465,591-441-56700-718.200,2861,0,2861,1955,0,1955,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59159156500,591,Water Fund,591,Water Utility,56500,T and D - Meters,718200,Pension.Retiree Health - DC Plan,10339,591-591-56500-718.200,1636,0,1636,0,0,0,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59159156400,591,Water Fund,591,Water Utility,56400,T and D - Pipeline Meters,718200,Pension.Retiree Health - DC Plan,10218,591-591-56400-718.200,178,0,178,170,0,170,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59159156300,591,Water Fund,591,Water Utility,56300,T and D - Pipeline to Gezon,718200,Pension.Retiree Health - DC Plan,10216,591-591-56300-718.200,89,0,89,85,0,85,Organization,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59159156100,591,Water Fund,591,Water Utility,56100,T and D - Storage/W of Gezon,718200,Pension.Retiree Health - DC Plan,10214,591-591-56100-718.200,178,0,178,170,0,170,Organization,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59159155900,591,Water Fund,591,Water Utility,55900,T and  D - Gezon Station,718200,Pension.Retiree Health - DC Plan,10212,591-591-55900-718.200,1152,0,1152,1103,0,1103,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59159155800,591,Water Fund,591,Water Utility,55800,T and D - Storage/E of Gezon,718200,Pension.Retiree Health - DC Plan,10210,591-591-55800-718.200,178,0,178,170,0,170,Organization,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59159156900,591,Water Fund,591,Water Utility,56900,Customer Accounting,718200,Pension.Retiree Health - DC Plan,9461,591-591-56900-718.200,2127,0,2127,2036,0,2036,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59159155310,591,Water Fund,591,Water Utility,55310,Pumping&Treatment - Lab Services,718200,Pension.Retiree Health - DC Plan,10686,591-591-55310-718.200,1772,0,1772,1697,0,1697,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59144156600,591,Water Fund,441,Public Works,56600,T and D - Hydrants,718200,Pension.Retiree Health - DC Plan,11019,591-441-56600-718.200,0,0,0,0,0,0,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59144157400,591,Water Fund,441,Public Works,57400,Installation of Service,718200,Pension.Retiree Health - DC Plan,11320,591-441-57400-718.200,0,0,0,0,0,0,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59159155100,591,Water Fund,591,Water Utility,55100,Administration,718300,Pension.Pension Liability,12578,591-591-55100-718.300,134000,0,134000,45326,0,45326,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59159155100,591,Water Fund,591,Water Utility,55100,Administration,718500,Pension.OPEB Liability,9440,591-591-55100-718.500,87000,0,87000,313828,0,313828,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59144156700,591,Water Fund,441,Public Works,56700,T and D - Services,719000,Workers Comp. Insurance.Work Comp. Insurance,8022,591-441-56700-719.000,23940,0,23940,24258,0,24258,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59144156600,591,Water Fund,441,Public Works,56600,T and D - Hydrants,719000,Workers Comp. Insurance.Work Comp. Insurance,8007,591-441-56600-719.000,2539,0,2539,2538,0,2538,Detail Account Level,,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59144156200,591,Water Fund,441,Public Works,56200,T and D - Mains,719000,Workers Comp. Insurance.Work Comp. Insurance,6069,591-441-56200-719.000,20264,0,20264,20544,0,20544,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59159156500,591,Water Fund,591,Water Utility,56500,T and D - Meters,719000,Workers Comp. Insurance.Work Comp. Insurance,4684,591-591-56500-719.000,12383,0,12383,10109,0,10109,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59159156400,591,Water Fund,591,Water Utility,56400,T and D - Pipeline Meters,719000,Workers Comp. Insurance.Work Comp. Insurance,4652,591-591-56400-719.000,804,0,804,759,0,759,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59159156900,591,Water Fund,591,Water Utility,56900,Customer Accounting,719000,Workers Comp. Insurance.Work Comp. Insurance,4808,591-591-56900-719.000,296,0,296,289,0,289,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59144157400,591,Water Fund,441,Public Works,57400,Installation of Service,719000,Workers Comp. Insurance.Work Comp. Insurance,4956,591-441-57400-719.000,661,0,661,660,0,660,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59159156100,591,Water Fund,591,Water Utility,56100,T and D - Storage/W of Gezon,719000,Workers Comp. Insurance.Work Comp. Insurance,4580,591-591-56100-719.000,110,0,110,105,0,105,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59159156300,591,Water Fund,591,Water Utility,56300,T and D - Pipeline to Gezon,719000,Workers Comp. Insurance.Work Comp. Insurance,4609,591-591-56300-719.000,1331,0,1331,1255,0,1255,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59159155300,591,Water Fund,591,Water Utility,55300,Pumping and Treatment,719000,Workers Comp. Insurance.Work Comp. Insurance,3752,591-591-55300-719.000,28110,0,28110,27893,0,27893,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59159155800,591,Water Fund,591,Water Utility,55800,T and D - Storage/E of Gezon,719000,Workers Comp. Insurance.Work Comp. Insurance,3811,591-591-55800-719.000,110,0,110,105,0,105,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59159155900,591,Water Fund,591,Water Utility,55900,T and  D - Gezon Station,719000,Workers Comp. Insurance.Work Comp. Insurance,3864,591-591-55900-719.000,1406,0,1406,1360,0,1360,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59159155310,591,Water Fund,591,Water Utility,55310,Pumping&Treatment - Lab Services,719000,Workers Comp. Insurance.Work Comp. Insurance,10687,591-591-55310-719.000,4554,0,4554,4461,0,4461,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59144156700,591,Water Fund,441,Public Works,56700,T and D - Services,721000,CIP and Longevity.CIP and Longevity,8023,591-441-56700-721.000,8778,0,8778,9436,0,9436,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59144156200,591,Water Fund,441,Public Works,56200,T and D - Mains,721000,CIP and Longevity.CIP and Longevity,6071,591-441-56200-721.000,5598,0,5598,4723,0,4723,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59159155900,591,Water Fund,591,Water Utility,55900,T and  D - Gezon Station,721000,CIP and Longevity.CIP and Longevity,3866,591-591-55900-721.000,1312,0,1312,1284,0,1284,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59159155800,591,Water Fund,591,Water Utility,55800,T and D - Storage/E of Gezon,721000,CIP and Longevity.CIP and Longevity,3813,591-591-55800-721.000,77,0,77,75,0,75,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59159155300,591,Water Fund,591,Water Utility,55300,Pumping and Treatment,721000,CIP and Longevity.CIP and Longevity,3754,591-591-55300-721.000,16144,0,16144,15219,0,15219,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59159156300,591,Water Fund,591,Water Utility,56300,T and D - Pipeline to Gezon,721000,CIP and Longevity.CIP and Longevity,4611,591-591-56300-721.000,1639,0,1639,1514,0,1514,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59159156100,591,Water Fund,591,Water Utility,56100,T and D - Storage/W of Gezon,721000,CIP and Longevity.CIP and Longevity,4582,591-591-56100-721.000,77,0,77,75,0,75,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59159156900,591,Water Fund,591,Water Utility,56900,Customer Accounting,721000,CIP and Longevity.CIP and Longevity,4810,591-591-56900-721.000,3932,0,3932,3248,0,3248,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59159156400,591,Water Fund,591,Water Utility,56400,T and D - Pipeline Meters,721000,CIP and Longevity.CIP and Longevity,4654,591-591-56400-721.000,889,0,889,875,0,875,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59159156500,591,Water Fund,591,Water Utility,56500,T and D - Meters,721000,CIP and Longevity.CIP and Longevity,4686,591-591-56500-721.000,1591,0,1591,4691,0,4691,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59159155310,591,Water Fund,591,Water Utility,55310,Pumping&Treatment - Lab Services,721000,CIP and Longevity.CIP and Longevity,10688,591-591-55310-721.000,4231,0,4231,4047,0,4047,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59144156200,591,Water Fund,441,Public Works,56200,T and D - Mains,724000,Accrued Sick Pay.Accrued Sick Pay,6073,591-441-56200-724.000,0,0,0,0,0,0,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
2019,59144156200,591,Water Fund,441,Public Works,56200,T and D - Mains,725000,Accrued Vacation Pay.Accrued Vacation Pay,6075,591-441-56200-725.000,0,0,0,0,0,0,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Proprietary,20,Enterprise Funds,10,Water,95,Expense,Personal Services
