Fiscal Year,Account Type,Department,Division,Fund Description,Account Category,Account Description,Amount
FY19,Expense,Public Works,T and D - Services,Water Fund,Other Services and Charges,Motor Pool Rental.Equipment - Radio System,2000
FY19,Expense,Public Works,T and D - Services,Water Fund,Other Services and Charges,Other Services.Other Services,15000
FY19,Expense,Public Works,Capital Outlay,Water Fund,Capital Outlay,Capital Outlay.Watermains,1525000
FY19,Expense,Public Works,Capital Outlay,Water Fund,Capital Outlay,Capital Outlay.Equipment,6500
FY19,Expense,Public Works,Installation of Service,Water Fund,Personal Services,Salaries.Salaries,10000
FY19,Expense,Public Works,Installation of Service,Water Fund,Personal Services,Salaries - Temporary.Salaries - Temporary,500
FY19,Expense,Public Works,Installation of Service,Water Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,510
FY19,Expense,Public Works,Installation of Service,Water Fund,Personal Services,F.I.C.A..F.I.C.A.,843
FY19,Expense,Public Works,Installation of Service,Water Fund,Personal Services,Life Insurance.Life Insurance,14
FY19,Expense,Public Works,Installation of Service,Water Fund,Personal Services,Pension.Pension,4342
FY19,Expense,Public Works,Installation of Service,Water Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,661
FY19,Expense,Public Works,Installation of Service,Water Fund,Supplies,Maintenance Supplies.Maintenance Supplies,500
FY19,Expense,Public Works,Installation of Service,Water Fund,Other Services and Charges,Insurance.Liability,231
FY19,Expense,Public Works,Installation of Service,Water Fund,Other Services and Charges,Rentals.Motor Pool Building,758
FY19,Expense,Public Works,Installation of Service,Water Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,1000
FY19,Expense,Public Works,Installation of Service,Water Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,1200
FY19,Expense,Public Works,Installation of Service,Water Fund,Other Services and Charges,Motor Pool Rental.Equipment - Fuel,250
FY19,Expense,Water Utility,Administration,Water Fund,Personal Services,Pension.Pension Liability,134000
FY19,Expense,Water Utility,Administration,Water Fund,Personal Services,Pension.OPEB Liability,87000
FY19,Expense,Water Utility,Administration,Water Fund,Other Services and Charges,Administrative Fee.Administrative Fee,1117831
FY19,Expense,Water Utility,Administration,Water Fund,Other Services and Charges,Administrative Fee.Engineering Allocation,39860
FY19,Expense,Water Utility,Administration,Water Fund,Other Services and Charges,Administrative Fee.Adm Alloc PW Adm GenFnd,181470
FY19,Expense,Water Utility,Administration,Water Fund,Other Services and Charges,Payment.In Lieu Of Taxes,52665
FY19,Expense,Water Utility,Pumping and Treatment,Water Fund,Personal Services,Salaries.Salaries,1237309
FY19,Expense,Water Utility,Pumping and Treatment,Water Fund,Personal Services,Salaries - Temporary.Salaries - Temporary,54320
FY19,Expense,Water Utility,Pumping and Treatment,Water Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,75000
FY19,Expense,Water Utility,Pumping and Treatment,Water Fund,Personal Services,F.I.C.A..F.I.C.A.,105290
FY19,Expense,Water Utility,Pumping and Treatment,Water Fund,Personal Services,Hospitalization Insurance.Hospitalization Insurance,329887
FY19,Expense,Water Utility,Pumping and Treatment,Water Fund,Personal Services,Life Insurance.Life Insurance,1683
FY19,Expense,Water Utility,Pumping and Treatment,Water Fund,Personal Services,Pension.Pension,323354
FY19,Expense,Water Utility,Pumping and Treatment,Water Fund,Personal Services,Pension.DC Plan,74981
FY19,Expense,Water Utility,Pumping and Treatment,Water Fund,Personal Services,Pension.Retiree Health - DC Plan,25178
FY19,Expense,Water Utility,Pumping and Treatment,Water Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,28110
FY19,Expense,Water Utility,Pumping and Treatment,Water Fund,Personal Services,CIP and Longevity.CIP and Longevity,16144
FY19,Expense,Water Utility,Pumping and Treatment,Water Fund,Supplies,Office Supplies.Office Supplies,5000
FY19,Expense,Water Utility,Pumping and Treatment,Water Fund,Supplies,Operating Supplies.Operating Supplies,691440
FY19,Expense,Water Utility,Pumping and Treatment,Water Fund,Supplies,Uniforms.Uniforms,8890
FY19,Expense,Water Utility,Pumping and Treatment,Water Fund,Supplies,Tools and Supplies.Tools and Supplies,6500
FY19,Expense,Water Utility,Pumping and Treatment,Water Fund,Supplies,Maintenance Supplies.Maintenance Supplies,191000
FY19,Expense,Water Utility,Pumping and Treatment,Water Fund,Other Services and Charges,Professional Services.Professional Services,54000
FY19,Expense,Water Utility,Pumping and Treatment,Water Fund,Other Services and Charges,Software Services.Software Services,59166
FY19,Expense,Water Utility,Pumping and Treatment,Water Fund,Other Services and Charges,Communications.Communications,21605
FY19,Expense,Water Utility,Pumping and Treatment,Water Fund,Other Services and Charges,Communications.Cellular Phones,9600
FY19,Expense,Water Utility,Pumping and Treatment,Water Fund,Other Services and Charges,Travel and Training.Travel and Training,25830
FY19,Expense,Water Utility,Pumping and Treatment,Water Fund,Other Services and Charges,Insurance.Liability,28010
FY19,Expense,Water Utility,Pumping and Treatment,Water Fund,Other Services and Charges,Insurance.Property and Bonds,57056
FY19,Expense,Water Utility,Pumping and Treatment,Water Fund,Other Services and Charges,Public Utilities.Public Utilities,2037899
FY19,Expense,Water Utility,Pumping and Treatment,Water Fund,Other Services and Charges,Sludge Disposal.Sludge Disposal,97240
FY19,Expense,Water Utility,Pumping and Treatment,Water Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,217212
FY19,Expense,Water Utility,Pumping and Treatment,Water Fund,Other Services and Charges,Rentals.Rentals,2500
FY19,Expense,Water Utility,Pumping and Treatment,Water Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,58590
FY19,Expense,Water Utility,Pumping and Treatment,Water Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,8500
FY19,Expense,Water Utility,Pumping and Treatment,Water Fund,Other Services and Charges,Motor Pool Rental.Equipment - Fuel,13200
FY19,Expense,Water Utility,Pumping and Treatment,Water Fund,Other Services and Charges,Motor Pool Rental.Equipment - Radio System,7500
FY19,Expense,Water Utility,Pumping and Treatment,Water Fund,Other Services and Charges,Other Services.Other Services,76290
FY19,Expense,Water Utility,Pumping&Treatment - Lab Services,Water Fund,Personal Services,Salaries.Salaries,231648
FY19,Expense,Water Utility,Pumping&Treatment - Lab Services,Water Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,1000
FY19,Expense,Water Utility,Pumping&Treatment - Lab Services,Water Fund,Personal Services,F.I.C.A..F.I.C.A.,18122
FY19,Expense,Water Utility,Pumping&Treatment - Lab Services,Water Fund,Personal Services,Hospitalization Insurance.Hospitalization Insurance,70719
FY19,Expense,Water Utility,Pumping&Treatment - Lab Services,Water Fund,Personal Services,Life Insurance.Life Insurance,320
FY19,Expense,Water Utility,Pumping&Treatment - Lab Services,Water Fund,Personal Services,Pension.Pension,65229
FY19,Expense,Water Utility,Pumping&Treatment - Lab Services,Water Fund,Personal Services,Pension.DC Plan,8260
FY19,Expense,Water Utility,Pumping&Treatment - Lab Services,Water Fund,Personal Services,Pension.Retiree Health - DC Plan,1772
FY19,Expense,Water Utility,Pumping&Treatment - Lab Services,Water Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,4554
FY19,Expense,Water Utility,Pumping&Treatment - Lab Services,Water Fund,Personal Services,CIP and Longevity.CIP and Longevity,4231
FY19,Expense,Water Utility,Pumping&Treatment - Lab Services,Water Fund,Supplies,Office Supplies.Office Supplies,400
FY19,Expense,Water Utility,Pumping&Treatment - Lab Services,Water Fund,Supplies,Operating Supplies.Operating Supplies,120000
FY19,Expense,Water Utility,Pumping&Treatment - Lab Services,Water Fund,Supplies,Uniforms.Uniforms,1385
FY19,Expense,Water Utility,Pumping&Treatment - Lab Services,Water Fund,Supplies,Maintenance Supplies.Maintenance Supplies,3500
FY19,Expense,Water Utility,Pumping&Treatment - Lab Services,Water Fund,Other Services and Charges,Communications.Cellular Phones,1060
FY19,Expense,Water Utility,Pumping&Treatment - Lab Services,Water Fund,Other Services and Charges,Travel and Training.Travel and Training,8100
FY19,Expense,Water Utility,Pumping&Treatment - Lab Services,Water Fund,Other Services and Charges,Insurance.Liability,5097
FY19,Expense,Water Utility,Pumping&Treatment - Lab Services,Water Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,26350
FY19,Expense,Water Utility,Pumping&Treatment - Lab Services,Water Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,7620
FY19,Expense,Water Utility,Pumping&Treatment - Lab Services,Water Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,750
FY19,Expense,Water Utility,Pumping&Treatment - Lab Services,Water Fund,Other Services and Charges,Motor Pool Rental.Equipment - Fuel,2000
FY19,Expense,Water Utility,Pumping&Treatment - Lab Services,Water Fund,Other Services and Charges,Other Services.Other Services,4861
FY19,Expense,Water Utility,T and D - Storage/E of Gezon,Water Fund,Personal Services,Salaries.Salaries,5583
FY19,Expense,Water Utility,T and D - Storage/E of Gezon,Water Fund,Personal Services,F.I.C.A..F.I.C.A.,434
FY19,Expense,Water Utility,T and D - Storage/E of Gezon,Water Fund,Personal Services,Hospitalization Insurance.Hospitalization Insurance,1606
FY19,Expense,Water Utility,T and D - Storage/E of Gezon,Water Fund,Personal Services,Life Insurance.Life Insurance,8
FY19,Expense,Water Utility,T and D - Storage/E of Gezon,Water Fund,Personal Services,Pension.Pension,1136
FY19,Expense,Water Utility,T and D - Storage/E of Gezon,Water Fund,Personal Services,Pension.DC Plan,447
FY19,Expense,Water Utility,T and D - Storage/E of Gezon,Water Fund,Personal Services,Pension.Retiree Health - DC Plan,178
FY19,Expense,Water Utility,T and D - Storage/E of Gezon,Water Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,110
FY19,Expense,Water Utility,T and D - Storage/E of Gezon,Water Fund,Personal Services,CIP and Longevity.CIP and Longevity,77
FY19,Expense,Water Utility,T and D - Storage/E of Gezon,Water Fund,Supplies,Maintenance Supplies.Maintenance Supplies,300
FY19,Expense,Water Utility,T and D - Storage/E of Gezon,Water Fund,Other Services and Charges,Professional Services.Professional Services,2200
FY19,Expense,Water Utility,T and D - Storage/E of Gezon,Water Fund,Other Services and Charges,Communications.Communications,4860
FY19,Expense,Water Utility,T and D - Storage/E of Gezon,Water Fund,Other Services and Charges,Insurance.Liability,123
FY19,Expense,Water Utility,T and D - Storage/E of Gezon,Water Fund,Other Services and Charges,Insurance.Property and Bonds,1960
FY19,Expense,Water Utility,T and D - Storage/E of Gezon,Water Fund,Other Services and Charges,Public Utilities.Public Utilities,1000
FY19,Expense,Water Utility,T and D - Storage/E of Gezon,Water Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,1001
FY19,Expense,Water Utility,T and  D - Gezon Station,Water Fund,Personal Services,Salaries.Salaries,68343
FY19,Expense,Water Utility,T and  D - Gezon Station,Water Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,5000
FY19,Expense,Water Utility,T and  D - Gezon Station,Water Fund,Personal Services,F.I.C.A..F.I.C.A.,5712
FY19,Expense,Water Utility,T and  D - Gezon Station,Water Fund,Personal Services,Hospitalization Insurance.Hospitalization Insurance,10438
FY19,Expense,Water Utility,T and  D - Gezon Station,Water Fund,Personal Services,Life Insurance.Life Insurance,95
FY19,Expense,Water Utility,T and  D - Gezon Station,Water Fund,Personal Services,Pension.Pension,19528
FY19,Expense,Water Utility,T and  D - Gezon Station,Water Fund,Personal Services,Pension.DC Plan,2904
FY19,Expense,Water Utility,T and  D - Gezon Station,Water Fund,Personal Services,Pension.Retiree Health - DC Plan,1152
FY19,Expense,Water Utility,T and  D - Gezon Station,Water Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,1406
FY19,Expense,Water Utility,T and  D - Gezon Station,Water Fund,Personal Services,CIP and Longevity.CIP and Longevity,1312
FY19,Expense,Water Utility,T and  D - Gezon Station,Water Fund,Supplies,Office Supplies.Office Supplies,250
FY19,Expense,Water Utility,T and  D - Gezon Station,Water Fund,Supplies,Operating Supplies.Operating Supplies,2500
FY19,Expense,Water Utility,T and  D - Gezon Station,Water Fund,Supplies,Maintenance Supplies.Maintenance Supplies,6500
FY19,Expense,Water Utility,T and  D - Gezon Station,Water Fund,Other Services and Charges,Professional Services.Professional Services,6000
FY19,Expense,Water Utility,T and  D - Gezon Station,Water Fund,Other Services and Charges,Travel and Training.Travel and Training,1000
FY19,Expense,Water Utility,T and  D - Gezon Station,Water Fund,Other Services and Charges,Insurance.Liability,1504
FY19,Expense,Water Utility,T and  D - Gezon Station,Water Fund,Other Services and Charges,Insurance.Property and Bonds,6873
FY19,Expense,Water Utility,T and  D - Gezon Station,Water Fund,Other Services and Charges,Public Utilities.Public Utilities,311145
FY19,Expense,Water Utility,T and  D - Gezon Station,Water Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,40500
FY19,Expense,Water Utility,T and  D - Gezon Station,Water Fund,Other Services and Charges,Motor Pool Rental.Equipment - Fuel,600
FY19,Expense,Water Utility,T and  D - Gezon Station,Water Fund,Other Services and Charges,Other Services.Other Services,200
FY19,Expense,Water Utility,T and D - Storage/W of Gezon,Water Fund,Personal Services,Salaries.Salaries,5583
FY19,Expense,Water Utility,T and D - Storage/W of Gezon,Water Fund,Personal Services,F.I.C.A..F.I.C.A.,434
FY19,Expense,Water Utility,T and D - Storage/W of Gezon,Water Fund,Personal Services,Hospitalization Insurance.Hospitalization Insurance,1606
FY19,Expense,Water Utility,T and D - Storage/W of Gezon,Water Fund,Personal Services,Life Insurance.Life Insurance,8
FY19,Expense,Water Utility,T and D - Storage/W of Gezon,Water Fund,Personal Services,Pension.Pension,1136
FY19,Expense,Water Utility,T and D - Storage/W of Gezon,Water Fund,Personal Services,Pension.DC Plan,447
FY19,Expense,Water Utility,T and D - Storage/W of Gezon,Water Fund,Personal Services,Pension.Retiree Health - DC Plan,178
FY19,Expense,Water Utility,T and D - Storage/W of Gezon,Water Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,110
FY19,Expense,Water Utility,T and D - Storage/W of Gezon,Water Fund,Personal Services,CIP and Longevity.CIP and Longevity,77
FY19,Expense,Water Utility,T and D - Storage/W of Gezon,Water Fund,Supplies,Maintenance Supplies.Maintenance Supplies,1500
FY19,Expense,Water Utility,T and D - Storage/W of Gezon,Water Fund,Other Services and Charges,Communications.Communications,5331
FY19,Expense,Water Utility,T and D - Storage/W of Gezon,Water Fund,Other Services and Charges,Insurance.Liability,123
FY19,Expense,Water Utility,T and D - Storage/W of Gezon,Water Fund,Other Services and Charges,Insurance.Property and Bonds,5300
FY19,Expense,Water Utility,T and D - Storage/W of Gezon,Water Fund,Other Services and Charges,Public Utilities.Public Utilities,15000
FY19,Expense,Water Utility,T and D - Storage/W of Gezon,Water Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,11500
FY19,Expense,Water Utility,T and D - Pipeline to Gezon,Water Fund,Personal Services,Salaries.Salaries,64535
FY19,Expense,Water Utility,T and D - Pipeline to Gezon,Water Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,5000
FY19,Expense,Water Utility,T and D - Pipeline to Gezon,Water Fund,Personal Services,F.I.C.A..F.I.C.A.,5445
FY19,Expense,Water Utility,T and D - Pipeline to Gezon,Water Fund,Personal Services,Hospitalization Insurance.Hospitalization Insurance,22668
FY19,Expense,Water Utility,T and D - Pipeline to Gezon,Water Fund,Personal Services,Life Insurance.Life Insurance,86
FY19,Expense,Water Utility,T and D - Pipeline to Gezon,Water Fund,Personal Services,Pension.Pension,22486
FY19,Expense,Water Utility,T and D - Pipeline to Gezon,Water Fund,Personal Services,Pension.DC Plan,224
FY19,Expense,Water Utility,T and D - Pipeline to Gezon,Water Fund,Personal Services,Pension.Retiree Health - DC Plan,89
FY19,Expense,Water Utility,T and D - Pipeline to Gezon,Water Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,1331
FY19,Expense,Water Utility,T and D - Pipeline to Gezon,Water Fund,Personal Services,CIP and Longevity.CIP and Longevity,1639
FY19,Expense,Water Utility,T and D - Pipeline to Gezon,Water Fund,Supplies,Maintenance Supplies.Maintenance Supplies,10000
FY19,Expense,Water Utility,T and D - Pipeline to Gezon,Water Fund,Other Services and Charges,Professional Services.Professional Services,3000
FY19,Expense,Water Utility,T and D - Pipeline to Gezon,Water Fund,Other Services and Charges,Insurance.Liability,1367
FY19,Expense,Water Utility,T and D - Pipeline to Gezon,Water Fund,Other Services and Charges,Public Utilities.Public Utilities,1400
FY19,Expense,Water Utility,T and D - Pipeline to Gezon,Water Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,18001
FY19,Expense,Water Utility,T and D - Pipeline to Gezon,Water Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,8137
FY19,Expense,Water Utility,T and D - Pipeline to Gezon,Water Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,500
FY19,Expense,Water Utility,T and D - Pipeline to Gezon,Water Fund,Other Services and Charges,Motor Pool Rental.Equipment - Fuel,1300
FY19,Expense,Water Utility,T and D - Pipeline Meters,Water Fund,Personal Services,Salaries.Salaries,37638
FY19,Expense,Water Utility,T and D - Pipeline Meters,Water Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,5000
FY19,Expense,Water Utility,T and D - Pipeline Meters,Water Fund,Personal Services,F.I.C.A..F.I.C.A.,3330
FY19,Expense,Water Utility,T and D - Pipeline Meters,Water Fund,Personal Services,Hospitalization Insurance.Hospitalization Insurance,1606
FY19,Expense,Water Utility,T and D - Pipeline Meters,Water Fund,Personal Services,Life Insurance.Life Insurance,52
FY19,Expense,Water Utility,T and D - Pipeline Meters,Water Fund,Personal Services,Pension.Pension,13281
FY19,Expense,Water Utility,T and D - Pipeline Meters,Water Fund,Personal Services,Pension.DC Plan,447
FY19,Expense,Water Utility,T and D - Pipeline Meters,Water Fund,Personal Services,Pension.Retiree Health - DC Plan,178
FY19,Expense,Water Utility,T and D - Pipeline Meters,Water Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,804
FY19,Expense,Water Utility,T and D - Pipeline Meters,Water Fund,Personal Services,CIP and Longevity.CIP and Longevity,889
FY19,Expense,Water Utility,T and D - Pipeline Meters,Water Fund,Other Services and Charges,Professional Services.Professional Services,3600
FY19,Expense,Water Utility,T and D - Pipeline Meters,Water Fund,Other Services and Charges,Insurance.Liability,828
FY19,Expense,Water Utility,T and D - Pipeline Meters,Water Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,4500
FY19,Expense,Water Utility,T and D - Pipeline Meters,Water Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,2196
FY19,Expense,Water Utility,T and D - Pipeline Meters,Water Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,360
FY19,Expense,Water Utility,T and D - Pipeline Meters,Water Fund,Other Services and Charges,Motor Pool Rental.Equipment - Fuel,360
FY19,Expense,Water Utility,T and D - Meters,Water Fund,Personal Services,Salaries.Salaries,200915
FY19,Expense,Water Utility,T and D - Meters,Water Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,11250
FY19,Expense,Water Utility,T and D - Meters,Water Fund,Personal Services,F.I.C.A..F.I.C.A.,16353
FY19,Expense,Water Utility,T and D - Meters,Water Fund,Personal Services,Hospitalization Insurance.Hospitalization Insurance,59446
FY19,Expense,Water Utility,T and D - Meters,Water Fund,Personal Services,Life Insurance.Life Insurance,277
FY19,Expense,Water Utility,T and D - Meters,Water Fund,Personal Services,Pension.Pension,88209
FY19,Expense,Water Utility,T and D - Meters,Water Fund,Personal Services,Pension.Retiree Health - DC Plan,1636
FY19,Expense,Water Utility,T and D - Meters,Water Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,12383
FY19,Expense,Water Utility,T and D - Meters,Water Fund,Personal Services,CIP and Longevity.CIP and Longevity,1591
FY19,Expense,Water Utility,T and D - Meters,Water Fund,Supplies,Office Supplies.Office Supplies,1700
FY19,Expense,Water Utility,T and D - Meters,Water Fund,Supplies,Uniforms.Uniforms,1500
FY19,Expense,Water Utility,T and D - Meters,Water Fund,Supplies,Tools and Supplies.Tools and Supplies,1500
FY19,Expense,Water Utility,T and D - Meters,Water Fund,Supplies,Maintenance Supplies.Maintenance Supplies,140000
FY19,Expense,Water Utility,T and D - Meters,Water Fund,Other Services and Charges,Software Services.Software Services,5500
FY19,Expense,Water Utility,T and D - Meters,Water Fund,Other Services and Charges,Communications.Communications,500
FY19,Expense,Water Utility,T and D - Meters,Water Fund,Other Services and Charges,Communications.Cellular Phones,2000
FY19,Expense,Water Utility,T and D - Meters,Water Fund,Other Services and Charges,Travel and Training.Travel and Training,3500
FY19,Expense,Water Utility,T and D - Meters,Water Fund,Other Services and Charges,Insurance.Liability,4401
FY19,Expense,Water Utility,T and D - Meters,Water Fund,Other Services and Charges,Insurance.Property and Bonds,150
FY19,Expense,Water Utility,T and D - Meters,Water Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,2000
FY19,Expense,Water Utility,T and D - Meters,Water Fund,Other Services and Charges,Weed Cutting.Weed Cutting,1500
FY19,Expense,Water Utility,T and D - Meters,Water Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,32000
FY19,Expense,Water Utility,T and D - Meters,Water Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,7000
FY19,Expense,Water Utility,T and D - Meters,Water Fund,Other Services and Charges,Motor Pool Rental.Equipment - Fuel,9000
FY19,Expense,Water Utility,T and D - Meters,Water Fund,Other Services and Charges,Other Services.Other Services,1000
FY19,Expense,Water Utility,Customer Accounting,Water Fund,Personal Services,Salaries.Salaries,210769
FY19,Expense,Water Utility,Customer Accounting,Water Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,1000
FY19,Expense,Water Utility,Customer Accounting,Water Fund,Personal Services,F.I.C.A..F.I.C.A.,16502
FY19,Expense,Water Utility,Customer Accounting,Water Fund,Personal Services,Hospitalization Insurance.Hospitalization Insurance,60241
FY19,Expense,Water Utility,Customer Accounting,Water Fund,Personal Services,Life Insurance.Life Insurance,292
FY19,Expense,Water Utility,Customer Accounting,Water Fund,Personal Services,Pension.Pension,62827
FY19,Expense,Water Utility,Customer Accounting,Water Fund,Personal Services,Pension.DC Plan,4066
FY19,Expense,Water Utility,Customer Accounting,Water Fund,Personal Services,Pension.Retiree Health - DC Plan,2127
FY19,Expense,Water Utility,Customer Accounting,Water Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,296
FY19,Expense,Water Utility,Customer Accounting,Water Fund,Personal Services,CIP and Longevity.CIP and Longevity,3932
FY19,Expense,Water Utility,Customer Accounting,Water Fund,Supplies,Office Supplies.Office Supplies,17800
FY19,Expense,Water Utility,Customer Accounting,Water Fund,Supplies,Operating Supplies.Operating Supplies,53500
FY19,Expense,Water Utility,Customer Accounting,Water Fund,Other Services and Charges,Software Services.Software Services,20100
FY19,Expense,Water Utility,Customer Accounting,Water Fund,Other Services and Charges,Communications.Cellular Phones,1412
FY19,Expense,Water Utility,Customer Accounting,Water Fund,Other Services and Charges,Travel and Training.Travel and Training,1000
FY19,Expense,Water Utility,Customer Accounting,Water Fund,Other Services and Charges,Insurance.Liability,4627
FY19,Expense,Water Utility,Customer Accounting,Water Fund,Other Services and Charges,Insurance.Property and Bonds,40
FY19,Expense,Water Utility,Customer Accounting,Water Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,1000
FY19,Expense,Water Utility,Customer Accounting,Water Fund,Other Services and Charges,Rentals.City Hall Office Space,8670
FY19,Expense,Water Utility,Customer Accounting,Water Fund,Other Services and Charges,Other Services.Other Services,79850
FY19,Expense,Water Utility,Ottawa County,Water Fund,Debt Service,Bond Payments.Capital Retirement,3336369
FY19,Expense,Water Utility,Capital Outlay,Water Fund,Capital Outlay,Capital Outlay.Plant Expansion Phase 2,860000
FY19,Expense,Water Utility,Revenue Bonds,Water Fund,Debt Service,Bond Payments.2010 Series,575000
FY19,Expense,Water Utility,Revenue Bonds,Water Fund,Debt Service,Bond Payments.Series 2011 - SRF Holland,130700
FY19,Expense,Water Utility,Revenue Bonds,Water Fund,Debt Service,Bond Payments.Series 2012 Refunding ,275000
FY19,Expense,Water Utility,Revenue Bonds,Water Fund,Debt Service,Bond Payments.Series 2013 Refunding,60000
FY19,Expense,Water Utility,Revenue Bonds,Water Fund,Debt Service,Bond Payments.Series 2014 Refunding,270000
FY19,Expense,Water Utility,Revenue Bonds,Water Fund,Debt Service,Bond Payments.Series 2016 Refunding,1175000
FY19,Expense,Water Utility,Revenue Bonds,Water Fund,Debt Service,Amortize Bond.2010 Expense,23625
FY19,Expense,Water Utility,Revenue Bonds,Water Fund,Debt Service,Amortize Bond.2012 Refunding,-11355
FY19,Expense,Water Utility,Revenue Bonds,Water Fund,Debt Service,Amortize Bond.2013 Refunding,766
FY19,Expense,Water Utility,Revenue Bonds,Water Fund,Debt Service,Amortize Bond.2014 Refunding,10175
FY19,Expense,Water Utility,Revenue Bonds,Water Fund,Debt Service,Amortize Bond.2016 Refunding,-207479
FY19,Expense,Water Utility,Revenue Bonds,Water Fund,Debt Service,Interest on Bonds.2010,71590
FY19,Expense,Water Utility,Revenue Bonds,Water Fund,Debt Service,Interest on Bonds.Series 2011 - SRF Holland,52000
FY19,Expense,Water Utility,Revenue Bonds,Water Fund,Debt Service,Interest on Bonds.2012 Refunding,61020
FY19,Expense,Water Utility,Revenue Bonds,Water Fund,Debt Service,Interest on Bonds.2013 Bonds,7800
FY19,Expense,Water Utility,Revenue Bonds,Water Fund,Debt Service,Interest on Bonds.2014 Bonds,53750
FY19,Expense,Water Utility,Revenue Bonds,Water Fund,Debt Service,Interest on Bonds.2016 Bonds,914900
FY19,Expense,Water Utility,Revenue Bonds,Water Fund,Debt Service,Paying Agent Fees.2010 ,750
FY19,Expense,Water Utility,Revenue Bonds,Water Fund,Debt Service,Paying Agent Fees.2012 Refunding,750
FY19,Expense,Water Utility,Revenue Bonds,Water Fund,Debt Service,Paying Agent Fees.2013 Refunding,750
FY19,Expense,Water Utility,Revenue Bonds,Water Fund,Debt Service,Paying Agent Fees.2014 Refunding,750
FY19,Expense,Water Utility,Revenue Bonds,Water Fund,Debt Service,Paying Agent Fees.2016 refunding,750
FY19,Expense,Water Utility,Transfers,Water Fund,Transfers Out,Transfers.Transfer Sys Devl Charge Res,90000
FY19,Revenue,,,Water Fund,Charges for Service,Sewer Billing Fee.Sewer Billing Fee,569000
FY19,Revenue,,,Water Fund,Charges for Service,Charge for Services.Unmetered Sales,4000
FY19,Revenue,,,Water Fund,Charges for Service,Charges for Services.Metered Sales Gen Customers,5480000
FY19,Revenue,,,Water Fund,Charges for Service,Charges for Services.Ready to Serve Charges,2842665
FY19,Revenue,,,Water Fund,Charges for Service,Charges for Services.System Development Chg,90000
FY19,Revenue,,,Water Fund,Charges for Service,Charges for Services.Private Fire Protection,310000
FY19,Revenue,,,Water Fund,Charges for Service,Charges for Services.Sales to Ottawa County,6800000
FY19,Revenue,,,Water Fund,Charges for Service,Charges for Services Mun. Cust..Sales to Kentwood,1500000
FY19,Revenue,,,Water Fund,Charges for Service,Charges for Services Mun. Cust..Sales to Grandville,1150000
FY19,Revenue,,,Water Fund,Charges for Service,Charges for Services Mun. Cust..Sales to Byron and Gaines,3100000
FY19,Revenue,,,Water Fund,Charges for Service,Charges for Services Mun. Cust..Sales to Georgetown Twp.,110000
FY19,Revenue,,,Water Fund,Charges for Service,Charges for Services Mun. Cust..Sales to Grand Rapids,60000
FY19,Revenue,,,Water Fund,Fines and Forfeitures,Collection Cost Recovery Fee.Collection Cost Receovery Fee,50000
FY19,Revenue,,,Water Fund,Fines and Forfeitures,Forfeited Discount Penalty.Forfeited Discount Penalty,120000
FY19,Revenue,,,Water Fund,Interest and Rentals,Interest on Investments.Interest on Investments,48000
FY19,Revenue,,,Water Fund,Interest and Rentals,Rental Income.Property,135000
