budget_year,department,fund_code,account_type,amount,amount,,,,,
2019,Wastewater Utility,590,Expense,Other Services and Charges,6500,,,,,
2019,Public Works,590,Expense,Other Services and Charges,32000,,,,,
2019,Wastewater Utility,590,Expense,Other Services and Charges,350,,,,,
2019,Wastewater Utility,590,Expense,Other Services and Charges,900,,,,,
2019,Public Works,590,Expense,Other Services and Charges,11000,,,,,
2019,Wastewater Utility,590,Expense,Other Services and Charges,10000,,,,,
2019,Wastewater Utility,590,Expense,Other Services and Charges,6600,,,,,
2019,Wastewater Utility,590,Expense,Other Services and Charges,300,,,,,
2019,Public Works,590,Expense,Other Services and Charges,1400,,,,,
2019,Wastewater Utility,590,Expense,Other Services and Charges,450,,,,,
2019,Wastewater Utility,590,Expense,Other Services and Charges,4520,,,,,
2019,Wastewater Utility,590,Expense,Other Services and Charges,53425,,,,,
2019,Public Works,590,Expense,Other Services and Charges,25000,,,,,
2019,Wastewater Utility,590,Expense,Other Services and Charges,16875,,,,,
2019,Wastewater Utility,590,Expense,Other Services and Charges,185368.6,,,,,
2019,Public Works,590,Expense,Capital Outlay,800000,,,,,
2019,Wastewater Utility,590,Expense,Capital Outlay,20000,,,,,
2019,Wastewater Utility,590,Expense,Capital Outlay,3205845.63,,,,,
2019,Public Works,590,Expense,Capital Outlay,18500,,,,,
2019,Wastewater Utility,590,Expense,Debt Service,305000,,,,,
2019,Wastewater Utility,590,Expense,Debt Service,40000,,,,,
2019,Wastewater Utility,590,Expense,Debt Service,2005000,,,,,
2019,Wastewater Utility,590,Expense,Debt Service,115000,,,,,
2019,Wastewater Utility,590,Expense,Debt Service,1060,,,,,
2019,Wastewater Utility,590,Expense,Debt Service,460,,,,,
2019,Wastewater Utility,590,Expense,Debt Service,12070,,,,,
2019,Wastewater Utility,590,Expense,Debt Service,4021,,,,,
2019,Wastewater Utility,590,Expense,Debt Service,40560,,,,,
2019,Wastewater Utility,590,Expense,Debt Service,5040,,,,,
2019,Wastewater Utility,590,Expense,Debt Service,898050,,,,,
2019,Wastewater Utility,590,Expense,Debt Service,27328,,,,,
2019,Wastewater Utility,590,Expense,Debt Service,750,,,,,
2019,Wastewater Utility,590,Expense,Debt Service,750,,,,,
2019,Wastewater Utility,590,Expense,Debt Service,750,,,,,
2019,Wastewater Utility,590,Expense,Debt Service,750,,,,,
2019,Wastewater Utility,590,Expense,Transfers Out,90000,,,,,
2019,,590,Revenue,State Grants,0,,,,,
2019,,590,Revenue,Charges for Service,9360000,,,,,
2019,,590,Revenue,Charges for Service,1839065,,,,,
2019,,590,Revenue,Charges for Service,90000,,,,,
2019,,590,Revenue,Charges for Service,1100000,,,,,
2019,,590,Revenue,Charges for Service,15000,,,,,
2019,,590,Revenue,Charges for Service,2000000,,,,,
2019,,590,Revenue,Charges for Service,15000,,,,,
2019,,590,Revenue,Charges for Service,400000,,,,,
2019,,590,Revenue,Charges for Service,2900000,,,,,
2019,,590,Revenue,Fines and Forfeitures,40000,,,,,
2019,,590,Revenue,Fines and Forfeitures,120000,,,,,
2019,,590,Revenue,Interest and Rentals,39000,,,,,
2019,,590,Revenue,Interest and Rentals,28000,,,,,
2019,,590,Revenue,Other Revenues,0,,,,,
2019,,590,Revenue,Other Revenues,2000,,,,,
2019,,590,Revenue,Other Revenues,15000,,,,,
2019,,590,Revenue,Contributions from Local Units,417000,,,,,
2019,Public Works,591,Expense,Personal Services,31000,,,,,
2019,Public Works,591,Expense,Personal Services,327428,,,,,
2019,Public Works,591,Expense,Personal Services,288186,,,,,
2019,Water Utility,591,Expense,Personal Services,5583,,,,,
2019,Water Utility,591,Expense,Personal Services,64535,,,,,
2019,Water Utility,591,Expense,Personal Services,1237309,,,,,
2019,Water Utility,591,Expense,Personal Services,5583,,,,,
2019,Water Utility,591,Expense,Personal Services,68343,,,,,
2019,Public Works,591,Expense,Personal Services,10000,,,,,
2019,Water Utility,591,Expense,Personal Services,200915,,,,,
2019,Water Utility,591,Expense,Personal Services,37638,,,,,
2019,Water Utility,591,Expense,Personal Services,210769,,,,,
2019,Water Utility,591,Expense,Personal Services,231648,,,,,
2019,Public Works,591,Expense,Personal Services,20000,,,,,
2019,Public Works,591,Expense,Personal Services,10000,,,,,
2019,Public Works,591,Expense,Personal Services,20000,,,,,
2019,Public Works,591,Expense,Personal Services,500,,,,,
2019,Water Utility,591,Expense,Personal Services,54320,,,,,
2019,Public Works,591,Expense,Personal Services,1020,,,,,
2019,Public Works,591,Expense,Personal Services,68500,,,,,
2019,Public Works,591,Expense,Personal Services,36800,,,,,
2019,Water Utility,591,Expense,Personal Services,5000,,,,,
2019,Water Utility,591,Expense,Personal Services,0,,,,,
2019,Water Utility,591,Expense,Personal Services,75000,,,,,
2019,Water Utility,591,Expense,Personal Services,5000,,,,,
2019,Water Utility,591,Expense,Personal Services,0,,,,,
2019,Public Works,591,Expense,Personal Services,510,,,,,
2019,Water Utility,591,Expense,Personal Services,11250,,,,,
2019,Water Utility,591,Expense,Personal Services,5000,,,,,
2019,Water Utility,591,Expense,Personal Services,1000,,,,,
2019,Water Utility,591,Expense,Personal Services,1000,,,,,
2019,Public Works,591,Expense,Personal Services,32491,,,,,
2019,Public Works,591,Expense,Personal Services,3215,,,,,
2019,Public Works,591,Expense,Personal Services,26821,,,,,
2019,Water Utility,591,Expense,Personal Services,434,,,,,
2019,Water Utility,591,Expense,Personal Services,5712,,,,,
2019,Water Utility,591,Expense,Personal Services,105290,,,,,
2019,Water Utility,591,Expense,Personal Services,434,,,,,
2019,Water Utility,591,Expense,Personal Services,5445,,,,,
2019,Water Utility,591,Expense,Personal Services,16502,,,,,
2019,Water Utility,591,Expense,Personal Services,3330,,,,,
2019,Water Utility,591,Expense,Personal Services,16353,,,,,
2019,Public Works,591,Expense,Personal Services,843,,,,,
2019,Water Utility,591,Expense,Personal Services,18122,,,,,
2019,Public Works,591,Expense,Personal Services,131498,,,,,
2019,Public Works,591,Expense,Personal Services,134588,,,,,
2019,Water Utility,591,Expense,Personal Services,59446,,,,,
2019,Water Utility,591,Expense,Personal Services,1606,,,,,
2019,Water Utility,591,Expense,Personal Services,60241,,,,,
2019,Water Utility,591,Expense,Personal Services,22668,,,,,
2019,Water Utility,591,Expense,Personal Services,1606,,,,,
2019,Water Utility,591,Expense,Personal Services,329887,,,,,
2019,Water Utility,591,Expense,Personal Services,10438,,,,,
2019,Water Utility,591,Expense,Personal Services,1606,,,,,
2019,Water Utility,591,Expense,Personal Services,70719,,,,,
2019,Public Works,591,Expense,Personal Services,450,,,,,
2019,Public Works,591,Expense,Personal Services,43,,,,,
2019,Public Works,591,Expense,Personal Services,395,,,,,
2019,Water Utility,591,Expense,Personal Services,8,,,,,
2019,Water Utility,591,Expense,Personal Services,95,,,,,
2019,Water Utility,591,Expense,Personal Services,1683,,,,,
2019,Water Utility,591,Expense,Personal Services,8,,,,,
2019,Water Utility,591,Expense,Personal Services,86,,,,,
2019,Water Utility,591,Expense,Personal Services,292,,,,,
2019,Water Utility,591,Expense,Personal Services,52,,,,,
2019,Water Utility,591,Expense,Personal Services,277,,,,,
2019,Public Works,591,Expense,Personal Services,14,,,,,
2019,Water Utility,591,Expense,Personal Services,320,,,,,
2019,Public Works,591,Expense,Personal Services,13224,,,,,
2019,Public Works,591,Expense,Personal Services,167430,,,,,
2019,Public Works,591,Expense,Personal Services,136245,,,,,
2019,Public Works,591,Expense,Personal Services,4342,,,,,
2019,Water Utility,591,Expense,Personal Services,88209,,,,,
2019,Water Utility,591,Expense,Personal Services,13281,,,,,
2019,Water Utility,591,Expense,Personal Services,62827,,,,,
2019,Water Utility,591,Expense,Personal Services,22486,,,,,
2019,Water Utility,591,Expense,Personal Services,1136,,,,,
2019,Water Utility,591,Expense,Personal Services,323354,,,,,
2019,Water Utility,591,Expense,Personal Services,19528,,,,,
2019,Water Utility,591,Expense,Personal Services,1136,,,,,
2019,Water Utility,591,Expense,Personal Services,65229,,,,,
2019,Water Utility,591,Expense,Personal Services,8260,,,,,
2019,Water Utility,591,Expense,Personal Services,447,,,,,
2019,Water Utility,591,Expense,Personal Services,2904,,,,,
2019,Water Utility,591,Expense,Personal Services,447,,,,,
2019,Water Utility,591,Expense,Personal Services,224,,,,,
2019,Water Utility,591,Expense,Personal Services,447,,,,,
2019,Water Utility,591,Expense,Personal Services,74981,,,,,
2019,Water Utility,591,Expense,Personal Services,0,,,,,
2019,Water Utility,591,Expense,Personal Services,4066,,,,,
2019,Public Works,591,Expense,Personal Services,2,,,,,
2019,Public Works,591,Expense,Personal Services,1,,,,,
2019,Public Works,591,Expense,Personal Services,0,,,,,
2019,Public Works,591,Expense,Personal Services,0,,,,,
2019,Water Utility,591,Expense,Personal Services,25178,,,,,
2019,Public Works,591,Expense,Personal Services,2477,,,,,
2019,Public Works,591,Expense,Personal Services,2861,,,,,
2019,Water Utility,591,Expense,Personal Services,1636,,,,,
2019,Water Utility,591,Expense,Personal Services,178,,,,,
2019,Water Utility,591,Expense,Personal Services,89,,,,,
2019,Water Utility,591,Expense,Personal Services,178,,,,,
2019,Water Utility,591,Expense,Personal Services,1152,,,,,
2019,Water Utility,591,Expense,Personal Services,178,,,,,
2019,Water Utility,591,Expense,Personal Services,2127,,,,,
2019,Water Utility,591,Expense,Personal Services,1772,,,,,
2019,Public Works,591,Expense,Personal Services,0,,,,,
2019,Public Works,591,Expense,Personal Services,0,,,,,
2019,Water Utility,591,Expense,Personal Services,134000,,,,,
2019,Water Utility,591,Expense,Personal Services,87000,,,,,
2019,Public Works,591,Expense,Personal Services,23940,,,,,
2019,Public Works,591,Expense,Personal Services,2539,,,,,
2019,Public Works,591,Expense,Personal Services,20264,,,,,
2019,Water Utility,591,Expense,Personal Services,12383,,,,,
2019,Water Utility,591,Expense,Personal Services,804,,,,,
2019,Water Utility,591,Expense,Personal Services,296,,,,,
2019,Public Works,591,Expense,Personal Services,661,,,,,
2019,Water Utility,591,Expense,Personal Services,110,,,,,
2019,Water Utility,591,Expense,Personal Services,1331,,,,,
2019,Water Utility,591,Expense,Personal Services,28110,,,,,
2019,Water Utility,591,Expense,Personal Services,110,,,,,
2019,Water Utility,591,Expense,Personal Services,1406,,,,,
2019,Water Utility,591,Expense,Personal Services,4554,,,,,
2019,Public Works,591,Expense,Personal Services,8778,,,,,
2019,Public Works,591,Expense,Personal Services,5598,,,,,
2019,Water Utility,591,Expense,Personal Services,1312,,,,,
2019,Water Utility,591,Expense,Personal Services,77,,,,,
2019,Water Utility,591,Expense,Personal Services,16144,,,,,
2019,Water Utility,591,Expense,Personal Services,1639,,,,,
2019,Water Utility,591,Expense,Personal Services,77,,,,,
2019,Water Utility,591,Expense,Personal Services,3932,,,,,
2019,Water Utility,591,Expense,Personal Services,889,,,,,
2019,Water Utility,591,Expense,Personal Services,1591,,,,,
2019,Water Utility,591,Expense,Personal Services,4231,,,,,
2019,Public Works,591,Expense,Personal Services,0,,,,,
2019,Public Works,591,Expense,Personal Services,0,,,,,
2019,Water Utility,591,Expense,Supplies,5000,,,,,
2019,Water Utility,591,Expense,Supplies,250,,,,,
2019,Water Utility,591,Expense,Supplies,1700,,,,,
2019,Water Utility,591,Expense,Supplies,17800,,,,,
2019,Water Utility,591,Expense,Supplies,400,,,,,
2019,Water Utility,591,Expense,Supplies,120000,,,,,
2019,Water Utility,591,Expense,Supplies,53500,,,,,
2019,Water Utility,591,Expense,Supplies,2500,,,,,
2019,Water Utility,591,Expense,Supplies,691440,,,,,
2019,Water Utility,591,Expense,Supplies,1500,,,,,
2019,Water Utility,591,Expense,Supplies,8890,,,,,
2019,Public Works,591,Expense,Supplies,3000,,,,,
2019,Public Works,591,Expense,Supplies,3500,,,,,
2019,Water Utility,591,Expense,Supplies,1385,,,,,
2019,Water Utility,591,Expense,Supplies,6500,,,,,
2019,Water Utility,591,Expense,Supplies,1500,,,,,
2019,Public Works,591,Expense,Supplies,117500,,,,,
2019,Public Works,591,Expense,Supplies,13000,,,,,
2019,Public Works,591,Expense,Supplies,87000,,,,,
2019,Public Works,591,Expense,Supplies,500,,,,,
2019,Water Utility,591,Expense,Supplies,140000,,,,,
2019,Water Utility,591,Expense,Supplies,195301.22,,,,,
2019,Water Utility,591,Expense,Supplies,6500,,,,,
2019,Water Utility,591,Expense,Supplies,300,,,,,
2019,Water Utility,591,Expense,Supplies,1500,,,,,
2019,Water Utility,591,Expense,Supplies,10000,,,,,
2019,Water Utility,591,Expense,Supplies,3500,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,3000,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,2200,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,6000,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,95949.9,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,3600,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,1117831,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,39860,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,181470,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,59166,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,5500,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,20100,,,,,
2019,Public Works,591,Expense,Other Services and Charges,25140,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,5331,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,21605,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,4860,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,0,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,500,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,1060,,,,,
2019,Public Works,591,Expense,Other Services and Charges,5000,,,,,
2019,Public Works,591,Expense,Other Services and Charges,4500,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,2000,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,1412,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,9600,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,25830,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,1000,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,1000,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,3500,,,,,
2019,Public Works,591,Expense,Other Services and Charges,3500,,,,,
2019,Public Works,591,Expense,Other Services and Charges,4000,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,8100,,,,,
2019,Public Works,591,Expense,Other Services and Charges,7591,,,,,
2019,Public Works,591,Expense,Other Services and Charges,902,,,,,
2019,Public Works,591,Expense,Other Services and Charges,6712,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,4401,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,828,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,4627,,,,,
2019,Public Works,591,Expense,Other Services and Charges,231,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,123,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,1504,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,28010,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,123,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,1367,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,5097,,,,,
2019,Public Works,591,Expense,Other Services and Charges,40,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,5300,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,57056,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,6873,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,1960,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,40,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,150,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,1400,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,2037899,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,1000,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,311145,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,15000,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,97240,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,13060,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,18001,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,1781,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,42792,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,226283.88,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,1000,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,2000,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,4500,,,,,
2019,Public Works,591,Expense,Other Services and Charges,97500,,,,,
2019,Public Works,591,Expense,Other Services and Charges,130000,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,26350,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,1500,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,52665,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,2500,,,,,
2019,Public Works,591,Expense,Other Services and Charges,500,,,,,
2019,Public Works,591,Expense,Other Services and Charges,500,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,8670,,,,,
2019,Public Works,591,Expense,Other Services and Charges,758,,,,,
2019,Public Works,591,Expense,Other Services and Charges,39295,,,,,
2019,Public Works,591,Expense,Other Services and Charges,3019,,,,,
2019,Public Works,591,Expense,Other Services and Charges,34884,,,,,
2019,Public Works,591,Expense,Other Services and Charges,75000,,,,,
2019,Public Works,591,Expense,Other Services and Charges,20000,,,,,
2019,Public Works,591,Expense,Other Services and Charges,110000,,,,,
2019,Public Works,591,Expense,Other Services and Charges,1000,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,2196,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,32000,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,8137,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,0,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,58590,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,7620,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,750,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,8500,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,500,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,7000,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,360,,,,,
2019,Public Works,591,Expense,Other Services and Charges,1200,,,,,
2019,Public Works,591,Expense,Other Services and Charges,75000,,,,,
2019,Public Works,591,Expense,Other Services and Charges,6000,,,,,
2019,Public Works,591,Expense,Other Services and Charges,45000,,,,,
2019,Public Works,591,Expense,Other Services and Charges,17000,,,,,
2019,Public Works,591,Expense,Other Services and Charges,5000,,,,,
2019,Public Works,591,Expense,Other Services and Charges,19000,,,,,
2019,Public Works,591,Expense,Other Services and Charges,250,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,360,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,9000,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,1300,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,600,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,13200,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,2000,,,,,
2019,Public Works,591,Expense,Other Services and Charges,2000,,,,,
2019,Public Works,591,Expense,Other Services and Charges,2000,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,7500,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,0,,,,,
2019,Public Works,591,Expense,Other Services and Charges,15000,,,,,
2019,Public Works,591,Expense,Other Services and Charges,10000,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,76290,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,200,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,1000,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,79850,,,,,
2019,Water Utility,591,Expense,Other Services and Charges,4861,,,,,
2019,Public Works,591,Expense,Capital Outlay,1577142.47,,,,,
2019,Water Utility,591,Expense,Capital Outlay,1423881.19,,,,,
2019,Water Utility,591,Expense,Capital Outlay,540.62,,,,,
2019,Public Works,591,Expense,Capital Outlay,6500,,,,,
2019,Water Utility,591,Expense,Debt Service,3336369,,,,,
2019,Water Utility,591,Expense,Debt Service,575000,,,,,
2019,Water Utility,591,Expense,Debt Service,130700,,,,,
2019,Water Utility,591,Expense,Debt Service,275000,,,,,
2019,Water Utility,591,Expense,Debt Service,60000,,,,,
2019,Water Utility,591,Expense,Debt Service,270000,,,,,
2019,Water Utility,591,Expense,Debt Service,1175000,,,,,
2019,Water Utility,591,Expense,Debt Service,23625,,,,,
2019,Water Utility,591,Expense,Debt Service,-11355,,,,,
2019,Water Utility,591,Expense,Debt Service,766,,,,,
2019,Water Utility,591,Expense,Debt Service,10175,,,,,
2019,Water Utility,591,Expense,Debt Service,-207479,,,,,
2019,Water Utility,591,Expense,Debt Service,71590,,,,,
2019,Water Utility,591,Expense,Debt Service,52000,,,,,
2019,Water Utility,591,Expense,Debt Service,61020,,,,,
2019,Water Utility,591,Expense,Debt Service,7800,,,,,
2019,Water Utility,591,Expense,Debt Service,53750,,,,,
2019,Water Utility,591,Expense,Debt Service,914900,,,,,
2019,Water Utility,591,Expense,Debt Service,750,,,,,
2019,Water Utility,591,Expense,Debt Service,750,,,,,
2019,Water Utility,591,Expense,Debt Service,750,,,,,
2019,Water Utility,591,Expense,Debt Service,750,,,,,
2019,Water Utility,591,Expense,Debt Service,750,,,,,
2019,Water Utility,591,Expense,Transfers Out,90000,,,,,
2019,,591,Revenue,Charges for Service,569000,,,,,
2019,,591,Revenue,Charges for Service,4000,,,,,
2019,,591,Revenue,Charges for Service,5480000,,,,,
2019,,591,Revenue,Charges for Service,2842665,,,,,
2019,,591,Revenue,Charges for Service,90000,,,,,
2019,,591,Revenue,Charges for Service,310000,,,,,
2019,,591,Revenue,Charges for Service,6800000,,,,,
2019,,591,Revenue,Charges for Service,1500000,,,,,
2019,,591,Revenue,Charges for Service,1150000,,,,,
2019,,591,Revenue,Charges for Service,3100000,,,,,
2019,,591,Revenue,Charges for Service,110000,,,,,
2019,,591,Revenue,Charges for Service,60000,,,,,
2019,,591,Revenue,Charges for Service,0,,,,,
2019,,591,Revenue,Fines and Forfeitures,50000,,,,,
2019,,591,Revenue,Fines and Forfeitures,120000,,,,,
2019,,591,Revenue,Interest and Rentals,48000,,,,,
2019,,591,Revenue,Interest and Rentals,135000,,,,,
2019,,591,Revenue,Interest and Rentals,8000,,,,,
2019,,591,Revenue,Other Revenues,5000,,,,,
2019,,591,Revenue,Other Revenues,6000,,,,,
2019,,591,Revenue,Other Revenues,60000,,,,,
2019,,591,Revenue,Other Revenues,40000,,,,,
2019,,591,Revenue,Other Revenues,260000,,,,,
2019,,592,Revenue,Other Financing Sources,90000,,,,,
2019,Public Works,661,Expense,Personal Services,291027,,,,,
2019,Public Works,661,Expense,Personal Services,56698,,,,,
2019,Public Works,661,Expense,Personal Services,14546,,,,,
2019,Public Works,661,Expense,Personal Services,5000,,,,,
2019,Public Works,661,Expense,Personal Services,10000,,,,,
2019,Public Works,661,Expense,Personal Services,5240,,,,,
2019,Public Works,661,Expense,Personal Services,24111,,,,,
2019,Public Works,661,Expense,Personal Services,86095,,,,,
2019,Public Works,661,Expense,Personal Services,16058,,,,,
2019,Public Works,661,Expense,Personal Services,76,,,,,
2019,Public Works,661,Expense,Personal Services,397,,,,,
2019,Public Works,661,Expense,Personal Services,74999,,,,,
2019,Public Works,661,Expense,Personal Services,21966,,,,,
2019,Public Works,661,Expense,Personal Services,0,,,,,
2019,Public Works,661,Expense,Personal Services,14050,,,,,
2019,Public Works,661,Expense,Personal Services,6389,,,,,
2019,Public Works,661,Expense,Personal Services,0,,,,,
2019,Public Works,661,Expense,Personal Services,13000,,,,,
2019,Public Works,661,Expense,Personal Services,32000,,,,,
2019,Public Works,661,Expense,Personal Services,9029,,,,,
2019,Public Works,661,Expense,Personal Services,2308,,,,,
2019,Public Works,661,Expense,Personal Services,0,,,,,
2019,Public Works,661,Expense,Personal Services,1792,,,,,
2019,Public Works,661,Expense,Personal Services,4601,,,,,
2019,Public Works,661,Expense,Supplies,19000,,,,,
2019,Public Works,661,Expense,Supplies,350000,,,,,
2019,Public Works,661,Expense,Supplies,5476,,,,,
2019,Public Works,661,Expense,Supplies,15000,,,,,
2019,Public Works,661,Expense,Supplies,400,,,,,
2019,Public Works,661,Expense,Supplies,37000,,,,,
2019,Public Works,661,Expense,Supplies,260000,,,,,
2019,Public Works,661,Expense,Other Services and Charges,189256,,,,,
2019,Public Works,661,Expense,Other Services and Charges,97710,,,,,
2019,Public Works,661,Expense,Other Services and Charges,23500,,,,,
2019,Public Works,661,Expense,Other Services and Charges,5000,,,,,
2019,Public Works,661,Expense,Other Services and Charges,600,,,,,
2019,Public Works,661,Expense,Other Services and Charges,1000,,,,,
2019,Public Works,661,Expense,Other Services and Charges,5000,,,,,
2019,Public Works,661,Expense,Other Services and Charges,1199,,,,,
2019,Public Works,661,Expense,Other Services and Charges,6637,,,,,
2019,Public Works,661,Expense,Other Services and Charges,46539,,,,,
2019,Public Works,661,Expense,Other Services and Charges,2430,,,,,
2019,Public Works,661,Expense,Other Services and Charges,100000,,,,,
2019,Public Works,661,Expense,Other Services and Charges,200000,,,,,
2019,Public Works,661,Expense,Other Services and Charges,93800,,,,,
2019,Public Works,661,Expense,Other Services and Charges,780,,,,,
2019,Public Works,661,Expense,Other Services and Charges,0,,,,,
2019,Public Works,661,Expense,Other Services and Charges,5000,,,,,
2019,Public Works,661,Expense,Other Services and Charges,1000,,,,,
2019,Public Works,661,Expense,Other Services and Charges,37754.77,,,,,
2019,Public Works,661,Expense,Transfers Out,1650000,,,,,
2019,,661,Revenue,Charges for Service,25000,,,,,
2019,,661,Revenue,Interest and Rentals,4900,,,,,
2019,,661,Revenue,Interest and Rentals,325000,,,,,
2019,,661,Revenue,Interest and Rentals,2360000,,,,,
2019,,661,Revenue,Interest and Rentals,380000,,,,,
2019,,661,Revenue,Interest and Rentals,410000,,,,,
2019,,661,Revenue,Interest and Rentals,280000,,,,,
2019,,661,Revenue,Interest and Rentals,420000,,,,,
2019,,661,Revenue,Other Revenues,0,,,,,
2019,,661,Revenue,Other Revenues,0,,,,,
2019,Public Works,662,Expense,Capital Outlay,516091.75,,,,,
2019,Public Works,662,Expense,Capital Outlay,1055000,,,,,
2019,Public Works,662,Expense,Capital Outlay,78000,,,,,
2019,,662,Revenue,Interest and Rentals,9100,,,,,
2019,,662,Revenue,Other Revenues,140000,,,,,
2019,,662,Revenue,Other Financing Sources,1650000,,,,,
2019,General Government,678,Expense,Other Services and Charges,11138,,,,,
2019,General Government,678,Expense,Other Services and Charges,330533,,,,,
2019,General Government,678,Expense,Other Services and Charges,168000,,,,,
2019,,678,Revenue,Charges for Service,523700,,,,,
2019,,678,Revenue,Interest and Rentals,14657,,,,,
2019,General Government,679,Expense,Other Services and Charges,69190,,,,,
2019,General Government,679,Expense,Other Services and Charges,2816,,,,,
2019,General Government,679,Expense,Other Services and Charges,28516,,,,,
2019,General Government,679,Expense,Other Services and Charges,55000,,,,,
2019,,679,Revenue,Charges for Service,45000,,,,,
2019,,679,Revenue,Interest and Rentals,7639,,,,,
2019,General Government,680,Expense,Other Services and Charges,46127,,,,,
2019,General Government,680,Expense,Other Services and Charges,5262,,,,,
2019,General Government,680,Expense,Other Services and Charges,193216,,,,,
2019,General Government,680,Expense,Other Services and Charges,8700,,,,,
2019,,680,Revenue,Charges for Service,138578,,,,,
2019,,680,Revenue,Interest and Rentals,18595,,,,,
2019,General Government,681,Expense,Other Services and Charges,29400,,,,,
2019,General Government,681,Expense,Transfers Out,15000,,,,,
2019,,681,Revenue,Charges for Service,30179,,,,,
2019,,681,Revenue,Interest and Rentals,0,,,,,
2019,General Government,682,Expense,Other Services and Charges,115318,,,,,
