Fiscal Year,Amount,Account Description,Fund Code,Fund Description,Department Code,Department,Division Code,Division,Account Type,Account Category,,GL_Account_ID,GL_Account_Delimited,Column1,Column2,GL_Organization_Scrunched,GL_Organization_Description_Delimited,GL_Base_and_Detail_Scrunched,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Budget_Type,Budget_Level,GL_Account_Status,Paying_Fund,Receipting_Fund,CurrentFiscalYear,Fund_Category,Fund_Category_Sequence,Fund_Type,Fund_Type_Sequence,Column10,Column11,Account_Class_Level_1_Sequence
FY20,10860,Pension.Pension,5910,Water Fund,441,Public Works,56600,T and D - Hydrants,Expense,Personal Services,,4855,208-752-75600-920.000,,,20875275600,Parks and Recreation Fund-Parks and Recreation-Parks and Rec Facility,920000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,172658,Pension.Pension,5910,Water Fund,441,Public Works,56700,T and D - Services,Expense,Personal Services,,4857,208-752-75800-920.000,,,20875275800,Parks and Recreation Fund-Parks and Recreation-Parks and Rec - Senior Center,920000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,168942,Pension.Pension,5910,Water Fund,441,Public Works,56200,T and D - Mains,Expense,Personal Services,,4861,590-441-54200-920.000,,,59044154200,Sewer Fund-Public Works-Transmission,920000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,60
FY20,3786,Pension.Pension,5910,Water Fund,441,Public Works,57400,Installation of Service,Expense,Personal Services,,4863,590-590-54300-920.000,,,59059054300,Sewer Fund-Wastewater Utility-Treatment,920000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,60
FY20,81158,Pension.Pension,5910,Water Fund,591,Water Utility,56500,T and D - Meters,Expense,Personal Services,,4865,591-591-55300-920.000,,,59159155300,Water Fund-Water Utility-Pumping and Treatment,920000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,60
FY20,14032,Pension.Pension,5910,Water Fund,591,Water Utility,56400,T and D - Pipeline Meters,Expense,Personal Services,,4867,591-591-55800-920.000,,,59159155800,Water Fund-Water Utility-T and D - Storage/E of Gezon,920000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,60
FY20,69603,Pension.Pension,5910,Water Fund,591,Water Utility,56900,Customer Accounting,Expense,Personal Services,,4869,591-591-55900-920.000,,,59159155900,Water Fund-Water Utility-T and  D - Gezon Station,920000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,60
FY20,23117,Pension.Pension,5910,Water Fund,591,Water Utility,56300,T and D - Pipeline to Gezon,Expense,Personal Services,,4871,591-591-56100-920.000,,,59159156100,Water Fund-Water Utility-T and D - Storage/W of Gezon,920000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,60
FY20,1219,Pension.Pension,5910,Water Fund,591,Water Utility,56100,T and D - Storage/W of Gezon,Expense,Personal Services,,9360,590-590-54801-920.000,,,59059054801,Sewer Fund-Wastewater Utility-GVRBA Operations-Pump House,920000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,60
FY20,337745,Pension.Pension,5910,Water Fund,591,Water Utility,55300,Pumping and Treatment,Expense,Personal Services,,11440,101-136-13610-920.000,,,10113613610,General Fund-District Court-Building,920000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,20733,Pension.Pension,5910,Water Fund,591,Water Utility,55900,T and  D - Gezon Station,Expense,Personal Services,,12820,401-267-26700-920.000,,,40126726700,Library Maint & Capital Fund-Facilities-Facilities Maintenance,920000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,1219,Pension.Pension,5910,Water Fund,591,Water Utility,55800,T and D - Storage/E of Gezon,Expense,Personal Services,,9585,591-591-55300-921.000,,,59159155300,Water Fund-Water Utility-Pumping and Treatment,921000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,60
FY20,68306,Pension.Pension,5910,Water Fund,591,Water Utility,55310,Pumping&Treatment - Lab Services,Expense,Personal Services,,4411,590-590-54300-921.000,,,59059054300,Sewer Fund-Wastewater Utility-Treatment,921000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,60
FY20,8891,Pension.DC Plan,5910,Water Fund,591,Water Utility,55310,Pumping&Treatment - Lab Services,Expense,Personal Services,,4413,590-590-54300-930.000,,,59059054300,Sewer Fund-Wastewater Utility-Treatment,930000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,60
FY20,480,Pension.DC Plan,5910,Water Fund,591,Water Utility,55800,T and D - Storage/E of Gezon,Expense,Personal Services,,4347,590-441-54200-930.000,,,59044154200,Sewer Fund-Public Works-Transmission,930000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,60
FY20,3116,Pension.DC Plan,5910,Water Fund,591,Water Utility,55900,T and  D - Gezon Station,Expense,Personal Services,,4593,591-591-56100-930.000,,,59159156100,Water Fund-Water Utility-T and D - Storage/W of Gezon,930000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,60
FY20,480,Pension.DC Plan,5910,Water Fund,591,Water Utility,56100,T and D - Storage/W of Gezon,Expense,Personal Services,,4619,591-591-56300-930.000,,,59159156300,Water Fund-Water Utility-T and D - Pipeline to Gezon,930000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,60
FY20,240,Pension.DC Plan,5910,Water Fund,591,Water Utility,56300,T and D - Pipeline to Gezon,Expense,Personal Services,,4500,590-590-54700-930.000,,,59059054700,Sewer Fund-Wastewater Utility-Industrial Pretreatment,930000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,60
FY20,481,Pension.DC Plan,5910,Water Fund,591,Water Utility,56400,T and D - Pipeline Meters,Expense,Personal Services,,3824,591-591-55800-930.000,,,59159155800,Water Fund-Water Utility-T and D - Storage/E of Gezon,930000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,60
FY20,84317,Pension.DC Plan,5910,Water Fund,591,Water Utility,55300,Pumping and Treatment,Expense,Personal Services,,3885,591-591-55900-930.000,,,59159155900,Water Fund-Water Utility-T and  D - Gezon Station,930000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,60
FY20,1,Pension.DC Plan,5910,Water Fund,591,Water Utility,56500,T and D - Meters,Expense,Personal Services,,3785,591-591-55300-930.000,,,59159155300,Water Fund-Water Utility-Pumping and Treatment,930000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,60
FY20,4271,Pension.DC Plan,5910,Water Fund,591,Water Utility,56900,Customer Accounting,Expense,Personal Services,,3220,211-441-44200-930.000,,,21144144200,Sidewalk Fund-Public Works-Snow Removal,930000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,21575,Pension.DC Plan,5910,Water Fund,441,Public Works,56200,T and D - Mains,Expense,Personal Services,,4827,591-591-56900-930.000,,,59159156900,Water Fund-Water Utility-Customer Accounting,930000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,60
FY20,13230,Pension.DC Plan,5910,Water Fund,441,Public Works,56700,T and D - Services,Expense,Personal Services,,4709,591-591-56500-930.000,,,59159156500,Water Fund-Water Utility-T and D - Meters,930000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,60
FY20,477,Pension.DC Plan,5910,Water Fund,441,Public Works,57400,Installation of Service,Expense,Personal Services,,4662,591-591-56400-930.000,,,59159156400,Water Fund-Water Utility-T and D - Pipeline Meters,930000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,60
FY20,1943,Pension.DC Plan,5910,Water Fund,441,Public Works,56600,T and D - Hydrants,Expense,Personal Services,,5175,661-441-58200-930.000,,,66144158200,Motor Pool Fund-Public Works-Equipment Operations,930000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Internal Service Funds,20,,,60
FY20,28809,Pension.Retiree Health - DC Plan,5910,Water Fund,591,Water Utility,55300,Pumping and Treatment,Expense,Personal Services,,5217,661-441-58300-930.000,,,66144158300,Motor Pool Fund-Public Works-Building,930000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Internal Service Funds,20,,,60
FY20,7086,Pension.Retiree Health - DC Plan,5910,Water Fund,441,Public Works,56200,T and D - Mains,Expense,Personal Services,,2128,101-337-42600-930.000,,,10133742600,General Fund-Fire-Civil Defense,930000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,4886,Pension.Retiree Health - DC Plan,5910,Water Fund,441,Public Works,56700,T and D - Services,Expense,Personal Services,,1945,101-337-33800-930.000,,,10133733800,General Fund-Fire-Buildings,930000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,2151,Pension.Retiree Health - DC Plan,5910,Water Fund,591,Water Utility,56500,T and D - Meters,Expense,Personal Services,,2611,202-441-47800-930.000,,,20244147800,Major Streets Fund-Public Works-Winter Maintenance,930000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,187,Pension.Retiree Health - DC Plan,5910,Water Fund,591,Water Utility,56400,T and D - Pipeline Meters,Expense,Personal Services,,2574,202-441-47400-930.000,,,20244147400,Major Streets Fund-Public Works-Traffic Services,930000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,94,Pension.Retiree Health - DC Plan,5910,Water Fund,591,Water Utility,56300,T and D - Pipeline to Gezon,Expense,Personal Services,,2706,203-441-46300-930.000,,,20344146300,Local Streets Fund-Public Works-Street Maintenance,930000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,187,Pension.Retiree Health - DC Plan,5910,Water Fund,591,Water Utility,56100,T and D - Storage/W of Gezon,Expense,Personal Services,,2524,202-441-46300-930.000,,,20244146300,Major Streets Fund-Public Works-Street Maintenance,930000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,1211,Pension.Retiree Health - DC Plan,5910,Water Fund,591,Water Utility,55900,T and  D - Gezon Station,Expense,Personal Services,,2784,203-441-47800-930.000,,,20344147800,Local Streets Fund-Public Works-Winter Maintenance,930000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,187,Pension.Retiree Health - DC Plan,5910,Water Fund,591,Water Utility,55800,T and D - Storage/E of Gezon,Expense,Personal Services,,2752,203-441-47400-930.000,,,20344147400,Local Streets Fund-Public Works-Traffic Services,930000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,2236,Pension.Retiree Health - DC Plan,5910,Water Fund,591,Water Utility,56900,Customer Accounting,Expense,Personal Services,,2978,208-752-75200-930.000,,,20875275200,Parks and Recreation Fund-Parks and Recreation-Parks and Rec Administration,930000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,1864,Pension.Retiree Health - DC Plan,5910,Water Fund,591,Water Utility,55310,Pumping&Treatment - Lab Services,Expense,Personal Services,,3240,211-441-44210-930.000,,,21144144210,Sidewalk Fund-Public Works-Sidewalk Repair,930000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,660,Pension.Retiree Health - DC Plan,5910,Water Fund,441,Public Works,56600,T and D - Hydrants,Expense,Personal Services,,3035,208-752-75600-930.000,,,20875275600,Parks and Recreation Fund-Parks and Recreation-Parks and Rec Facility,930000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,155,Pension.Retiree Health - DC Plan,5910,Water Fund,441,Public Works,57400,Installation of Service,Expense,Personal Services,,3122,208-752-75800-930.000,,,20875275800,Parks and Recreation Fund-Parks and Recreation-Parks and Rec - Senior Center,930000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,94463,Pension.Pension Liability,5910,Water Fund,591,Water Utility,55100,Administration,Expense,Personal Services,,1177,101-215-19100-930.000,,,10121519100,General Fund-City Clerk-City Clerk - Election,930000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,330694,Pension.OPEB Liability,5910,Water Fund,591,Water Utility,55100,Administration,Expense,Personal Services,,1097,101-136-13600-930.000,,,10113613600,General Fund-District Court-District Court,930000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,25704,Workers Comp. Insurance.Work Comp. Insurance,5910,Water Fund,441,Public Works,56700,T and D - Services,Expense,Personal Services,,1212,101-201-20100-930.000,,,10120120100,General Fund-Finance-Accounting,930000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,2413,Workers Comp. Insurance.Work Comp. Insurance,5910,Water Fund,441,Public Works,56600,T and D - Hydrants,Expense,Personal Services,,1451,101-201-25300-930.000,,,10120125300,General Fund-Finance-Treasurer,930000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,25454,Workers Comp. Insurance.Work Comp. Insurance,5910,Water Fund,441,Public Works,56200,T and D - Mains,Expense,Personal Services,,1738,101-305-31200-930.000,,,10130531200,General Fund-Police-Forensic Science Unit,930000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,10872,Workers Comp. Insurance.Work Comp. Insurance,5910,Water Fund,591,Water Utility,56500,T and D - Meters,Expense,Personal Services,,1786,101-305-31500-930.000,,,10130531500,General Fund-Police-Patrol,930000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,826,Workers Comp. Insurance.Work Comp. Insurance,5910,Water Fund,591,Water Utility,56400,T and D - Pipeline Meters,Expense,Personal Services,,1988,101-337-33900-930.000,,,10133733900,General Fund-Fire-Fighting,930000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,297,Workers Comp. Insurance.Work Comp. Insurance,5910,Water Fund,591,Water Utility,56900,Customer Accounting,Expense,Personal Services,,1887,101-305-32500-930.000,,,10130532500,General Fund-Police-Communications/Dispatch,930000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,628,Workers Comp. Insurance.Work Comp. Insurance,5910,Water Fund,441,Public Works,57400,Installation of Service,Expense,Personal Services,,1840,101-305-31700-930.000,,,10130531700,General Fund-Police-Senior Volunteer,930000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,114,Workers Comp. Insurance.Work Comp. Insurance,5910,Water Fund,591,Water Utility,56100,T and D - Storage/W of Gezon,Expense,Personal Services,,1580,101-305-30500-930.000,,,10130530500,General Fund-Police-Administration Services,930000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,1331,Workers Comp. Insurance.Work Comp. Insurance,5910,Water Fund,591,Water Utility,56300,T and D - Pipeline to Gezon,Expense,Personal Services,,1619,101-305-30610-930.000,,,10130530610,General Fund-Police-Building ,930000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,28479,Workers Comp. Insurance.Work Comp. Insurance,5910,Water Fund,591,Water Utility,55300,Pumping and Treatment,Expense,Personal Services,,1652,101-305-30700-930.000,,,10130530700,General Fund-Police-Records Management,930000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,114,Workers Comp. Insurance.Work Comp. Insurance,5910,Water Fund,591,Water Utility,55800,T and D - Storage/E of Gezon,Expense,Personal Services,,1690,101-305-31000-930.000,,,10130531000,General Fund-Police-Detective Bureau,930000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,1446,Workers Comp. Insurance.Work Comp. Insurance,5910,Water Fund,591,Water Utility,55900,T and  D - Gezon Station,Expense,Personal Services,,1490,101-258-25800-930.000,,,10125825800,General Fund-Information Technology-Information Technology,930000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,4622,Workers Comp. Insurance.Work Comp. Insurance,5910,Water Fund,591,Water Utility,55310,Pumping&Treatment - Lab Services,Expense,Personal Services,,1532,101-267-26700-930.000,,,10126726700,General Fund-Facilities-Facilities Maintenance,930000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,8247,CIP and Longevity.CIP and Longevity,5910,Water Fund,441,Public Works,56700,T and D - Services,Expense,Personal Services,,1424,101-233-24800-930.000,,,10123324800,General Fund-Purchasing-Central Services,930000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,5774,CIP and Longevity.CIP and Longevity,5910,Water Fund,441,Public Works,56200,T and D - Mains,Expense,Personal Services,,8032,591-441-56700-930.000,,,59144156700,Water Fund-Public Works-T and D - Services,930000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,60
FY20,1339,CIP and Longevity.CIP and Longevity,5910,Water Fund,591,Water Utility,55900,T and  D - Gezon Station,Expense,Personal Services,,8885,590-590-54800-930.000,,,59059054800,Sewer Fund-Wastewater Utility-GVRBA Operations-Land Appl,930000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,60
FY20,80,CIP and Longevity.CIP and Longevity,5910,Water Fund,591,Water Utility,55800,T and D - Storage/E of Gezon,Expense,Personal Services,,6094,591-441-56200-930.000,,,59144156200,Water Fund-Public Works-T and D - Mains,930000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,60
FY20,16496,CIP and Longevity.CIP and Longevity,5910,Water Fund,591,Water Utility,55300,Pumping and Treatment,Expense,Personal Services,,9361,590-590-54801-930.000,,,59059054801,Sewer Fund-Wastewater Utility-GVRBA Operations-Pump House,930000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,60
FY20,1664,CIP and Longevity.CIP and Longevity,5910,Water Fund,591,Water Utility,56300,T and D - Pipeline to Gezon,Expense,Personal Services,,10251,230-441-44300-930.000,,,23044144300,Solid Waste Disposal Fund-Public Works-Yard Waste Disposal,930000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,80,CIP and Longevity.CIP and Longevity,5910,Water Fund,591,Water Utility,56100,T and D - Storage/W of Gezon,Expense,Personal Services,,10708,591-591-55310-930.000,,,59159155310,Water Fund-Water Utility-Pumping&Treatment - Lab Services,930000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,60
FY20,3986,CIP and Longevity.CIP and Longevity,5910,Water Fund,591,Water Utility,56900,Customer Accounting,Expense,Personal Services,,10636,590-590-54310-930.000,,,59059054310,Sewer Fund-Wastewater Utility-Treatment - Lab Services,930000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,60
FY20,904,CIP and Longevity.CIP and Longevity,5910,Water Fund,591,Water Utility,56400,T and D - Pipeline Meters,Expense,Personal Services,,11441,101-136-13610-930.000,,,10113613610,General Fund-District Court-Building,930000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,1705,CIP and Longevity.CIP and Longevity,5910,Water Fund,591,Water Utility,56500,T and D - Meters,Expense,Personal Services,,13371,400-441-17500-930.000,,,40044117500,Capital Improvement Fund-Public Works-Administration,930000,,,,,,,,Organization,Department,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Capital Projects Funds,50,,,60
FY20,4465,CIP and Longevity.CIP and Longevity,5910,Water Fund,591,Water Utility,55310,Pumping&Treatment - Lab Services,Expense,Personal Services,,12651,591-441-57400-930.000,,,59144157400,Water Fund-Public Works-Installation of Service,930000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,60
FY20,5627,Accrued Sick Pay.Accrued Sick Pay,5910,Water Fund,441,Public Works,56200,T and D - Mains,Expense,Personal Services,,12821,401-267-26700-930.000,,,40126726700,Library Maint & Capital Fund-Facilities-Facilities Maintenance,930000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,21640,Accrued Sick Pay.Accrued Sick Pay,5910,Water Fund,591,Water Utility,55300,Pumping and Treatment,Expense,Personal Services,,11702,249-371-37210-931.000,,,24937137210,Building Inspection Fund-Permits-Code Enforcement - Other,931000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,2085,Accrued Vacation Pay.Accrued Vacation Pay,5910,Water Fund,441,Public Works,56200,T and D - Mains,Expense,Personal Services,,11703,249-371-37210-932.000,,,24937137210,Building Inspection Fund-Permits-Code Enforcement - Other,932000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,8020,Accrued Vacation Pay.Accrued Vacation Pay,5910,Water Fund,591,Water Utility,55300,Pumping and Treatment,Expense,Personal Services,,12958,590-590-54100-932.100,,,59059054100,Sewer Fund-Wastewater Utility-Administration Services,932100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,60
FY20,5000,Office Supplies.Office Supplies,5910,Water Fund,591,Water Utility,55300,Pumping and Treatment,Expense,Supplies,,12959,591-591-55100-932.100,,,59159155100,Water Fund-Water Utility-Administration,932100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,60
FY20,250,Office Supplies.Office Supplies,5910,Water Fund,591,Water Utility,55900,T and  D - Gezon Station,Expense,Supplies,,9448,230-441-44300-940.000,,,23044144300,Solid Waste Disposal Fund-Public Works-Yard Waste Disposal,940000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,17800,Office Supplies.Office Supplies,5910,Water Fund,591,Water Utility,56900,Customer Accounting,Expense,Supplies,,3787,591-591-55300-940.000,,,59159155300,Water Fund-Water Utility-Pumping and Treatment,940000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,60
FY20,400,Office Supplies.Office Supplies,5910,Water Fund,591,Water Utility,55310,Pumping&Treatment - Lab Services,Expense,Supplies,,4349,590-441-54200-940.000,,,59044154200,Sewer Fund-Public Works-Transmission,940000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,60
FY20,1560,Office Supplies.Office Supplies,5910,Water Fund,441,Public Works,56200,T and D - Mains,Expense,Supplies,,4415,590-590-54300-940.000,,,59059054300,Sewer Fund-Wastewater Utility-Treatment,940000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,60
FY20,120000,Operating Supplies.Operating Supplies,5910,Water Fund,591,Water Utility,55310,Pumping&Treatment - Lab Services,Expense,Supplies,,5219,661-441-58300-940.000,,,66144158300,Motor Pool Fund-Public Works-Building,940000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Internal Service Funds,20,,,60
FY20,80,Operating Supplies.Operating Supplies,5910,Water Fund,441,Public Works,56200,T and D - Mains,Expense,Supplies,,1426,101-233-24800-940.000,,,10123324800,General Fund-Purchasing-Central Services,940000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,65200,Operating Supplies.Operating Supplies,5910,Water Fund,591,Water Utility,56900,Customer Accounting,Expense,Supplies,,1654,101-305-30700-940.000,,,10130530700,General Fund-Police-Records Management,940000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,7540,Operating Supplies.Operating Supplies,5910,Water Fund,591,Water Utility,55900,T and  D - Gezon Station,Expense,Supplies,,1179,101-215-19100-940.000,,,10121519100,General Fund-City Clerk-City Clerk - Election,940000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,791457,Operating Supplies.Operating Supplies,5910,Water Fund,591,Water Utility,55300,Pumping and Treatment,Expense,Supplies,,3037,208-752-75600-940.000,,,20875275600,Parks and Recreation Fund-Parks and Recreation-Parks and Rec Facility,940000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,1500,Uniforms.Uniforms,5910,Water Fund,591,Water Utility,56500,T and D - Meters,Expense,Supplies,,2526,202-441-46300-940.000,,,20244146300,Major Streets Fund-Public Works-Street Maintenance,940000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
