Fiscal Year,Account Type,Department,Division,Fund Description,Account Category,Account Description,Amount
2019,Expense,Water Utility,T and D - Pipeline Meters,Water Fund,Personal Services,Pension.Retiree Health - DC Plan,178
2019,Expense,Water Utility,T and D - Pipeline to Gezon,Water Fund,Personal Services,Pension.Retiree Health - DC Plan,89
2019,Expense,Water Utility,T and D - Storage/W of Gezon,Water Fund,Personal Services,Pension.Retiree Health - DC Plan,178
2019,Expense,Water Utility,T and  D - Gezon Station,Water Fund,Personal Services,Pension.Retiree Health - DC Plan,1152
2019,Expense,Water Utility,T and D - Storage/E of Gezon,Water Fund,Personal Services,Pension.Retiree Health - DC Plan,178
2019,Expense,Water Utility,Customer Accounting,Water Fund,Personal Services,Pension.Retiree Health - DC Plan,2127
2019,Expense,Water Utility,Pumping&Treatment - Lab Services,Water Fund,Personal Services,Pension.Retiree Health - DC Plan,1772
2019,Expense,Public Works,T and D - Hydrants,Water Fund,Personal Services,Pension.Retiree Health - DC Plan,0
2019,Expense,Public Works,Installation of Service,Water Fund,Personal Services,Pension.Retiree Health - DC Plan,0
2019,Expense,Water Utility,Administration,Water Fund,Personal Services,Pension.Pension Liability,134000
2019,Expense,Water Utility,Administration,Water Fund,Personal Services,Pension.OPEB Liability,87000
2019,Expense,Public Works,T and D - Services,Water Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,23940
2019,Expense,Public Works,T and D - Hydrants,Water Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,2539
2019,Expense,Public Works,T and D - Mains,Water Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,20264
2019,Expense,Water Utility,T and D - Meters,Water Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,12383
2019,Expense,Water Utility,T and D - Pipeline Meters,Water Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,804
2019,Expense,Water Utility,Customer Accounting,Water Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,296
2019,Expense,Public Works,Installation of Service,Water Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,661
2019,Expense,Water Utility,T and D - Storage/W of Gezon,Water Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,110
2019,Expense,Water Utility,T and D - Pipeline to Gezon,Water Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,1331
2019,Expense,Water Utility,Pumping and Treatment,Water Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,28110
2019,Expense,Water Utility,T and D - Storage/E of Gezon,Water Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,110
2019,Expense,Water Utility,T and  D - Gezon Station,Water Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,1406
2019,Expense,Water Utility,Pumping&Treatment - Lab Services,Water Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,4554
2019,Expense,Public Works,T and D - Services,Water Fund,Personal Services,CIP and Longevity.CIP and Longevity,8778
2019,Expense,Public Works,T and D - Mains,Water Fund,Personal Services,CIP and Longevity.CIP and Longevity,5598
2019,Expense,Water Utility,T and  D - Gezon Station,Water Fund,Personal Services,CIP and Longevity.CIP and Longevity,1312
2019,Expense,Water Utility,T and D - Storage/E of Gezon,Water Fund,Personal Services,CIP and Longevity.CIP and Longevity,77
2019,Expense,Water Utility,Pumping and Treatment,Water Fund,Personal Services,CIP and Longevity.CIP and Longevity,16144
2019,Expense,Water Utility,T and D - Pipeline to Gezon,Water Fund,Personal Services,CIP and Longevity.CIP and Longevity,1639
2019,Expense,Water Utility,T and D - Storage/W of Gezon,Water Fund,Personal Services,CIP and Longevity.CIP and Longevity,77
2019,Expense,Water Utility,Customer Accounting,Water Fund,Personal Services,CIP and Longevity.CIP and Longevity,3932
2019,Expense,Water Utility,T and D - Pipeline Meters,Water Fund,Personal Services,CIP and Longevity.CIP and Longevity,889
2019,Expense,Water Utility,T and D - Meters,Water Fund,Personal Services,CIP and Longevity.CIP and Longevity,1591
2019,Expense,Water Utility,Pumping&Treatment - Lab Services,Water Fund,Personal Services,CIP and Longevity.CIP and Longevity,4231
2019,Expense,Public Works,T and D - Mains,Water Fund,Personal Services,Accrued Sick Pay.Accrued Sick Pay,0
2019,Expense,Public Works,T and D - Mains,Water Fund,Personal Services,Accrued Vacation Pay.Accrued Vacation Pay,0
2019,Expense,Water Utility,Pumping and Treatment,Water Fund,Supplies,Office Supplies.Office Supplies,5000
2019,Expense,Water Utility,T and  D - Gezon Station,Water Fund,Supplies,Office Supplies.Office Supplies,250
2019,Expense,Water Utility,T and D - Meters,Water Fund,Supplies,Office Supplies.Office Supplies,1700
2019,Expense,Water Utility,Customer Accounting,Water Fund,Supplies,Office Supplies.Office Supplies,17800
2019,Expense,Water Utility,Pumping&Treatment - Lab Services,Water Fund,Supplies,Office Supplies.Office Supplies,400
2019,Expense,Water Utility,Pumping&Treatment - Lab Services,Water Fund,Supplies,Operating Supplies.Operating Supplies,120000
2019,Expense,Water Utility,Customer Accounting,Water Fund,Supplies,Operating Supplies.Operating Supplies,53500
2019,Expense,Water Utility,T and  D - Gezon Station,Water Fund,Supplies,Operating Supplies.Operating Supplies,2500
2019,Expense,Water Utility,Pumping and Treatment,Water Fund,Supplies,Operating Supplies.Operating Supplies,691440
2019,Expense,Water Utility,T and D - Meters,Water Fund,Supplies,Uniforms.Uniforms,1500
2019,Expense,Water Utility,Pumping and Treatment,Water Fund,Supplies,Uniforms.Uniforms,8890
2019,Expense,Public Works,T and D - Services,Water Fund,Supplies,Uniforms.Uniforms,3000
2019,Expense,Public Works,T and D - Mains,Water Fund,Supplies,Uniforms.Uniforms,3500
2019,Expense,Water Utility,Pumping&Treatment - Lab Services,Water Fund,Supplies,Uniforms.Uniforms,1385
2019,Expense,Water Utility,Pumping and Treatment,Water Fund,Supplies,Tools and Supplies.Tools and Supplies,6500
2019,Expense,Water Utility,T and D - Meters,Water Fund,Supplies,Tools and Supplies.Tools and Supplies,1500
2019,Expense,Public Works,T and D - Services,Water Fund,Supplies,Maintenance Supplies.Maintenance Supplies,117500
2019,Expense,Public Works,T and D - Hydrants,Water Fund,Supplies,Maintenance Supplies.Maintenance Supplies,13000
2019,Expense,Public Works,T and D - Mains,Water Fund,Supplies,Maintenance Supplies.Maintenance Supplies,87000
2019,Expense,Public Works,Installation of Service,Water Fund,Supplies,Maintenance Supplies.Maintenance Supplies,500
2019,Expense,Water Utility,T and D - Meters,Water Fund,Supplies,Maintenance Supplies.Maintenance Supplies,140000
2019,Expense,Water Utility,Pumping and Treatment,Water Fund,Supplies,Maintenance Supplies.Maintenance Supplies,195301.22
2019,Expense,Water Utility,T and  D - Gezon Station,Water Fund,Supplies,Maintenance Supplies.Maintenance Supplies,6500
2019,Expense,Water Utility,T and D - Storage/E of Gezon,Water Fund,Supplies,Maintenance Supplies.Maintenance Supplies,300
2019,Expense,Water Utility,T and D - Storage/W of Gezon,Water Fund,Supplies,Maintenance Supplies.Maintenance Supplies,1500
2019,Expense,Water Utility,T and D - Pipeline to Gezon,Water Fund,Supplies,Maintenance Supplies.Maintenance Supplies,10000
2019,Expense,Water Utility,Pumping&Treatment - Lab Services,Water Fund,Supplies,Maintenance Supplies.Maintenance Supplies,3500
2019,Expense,Water Utility,T and D - Pipeline to Gezon,Water Fund,Other Services and Charges,Professional Services.Professional Services,3000
2019,Expense,Water Utility,T and D - Storage/E of Gezon,Water Fund,Other Services and Charges,Professional Services.Professional Services,2200
2019,Expense,Water Utility,T and  D - Gezon Station,Water Fund,Other Services and Charges,Professional Services.Professional Services,6000
2019,Expense,Water Utility,Pumping and Treatment,Water Fund,Other Services and Charges,Professional Services.Professional Services,95949.9
2019,Expense,Water Utility,T and D - Pipeline Meters,Water Fund,Other Services and Charges,Professional Services.Professional Services,3600
2019,Expense,Water Utility,Administration,Water Fund,Other Services and Charges,Administrative Fee.Administrative Fee,1117831
2019,Expense,Water Utility,Administration,Water Fund,Other Services and Charges,Administrative Fee.Engineering Allocation,39860
2019,Expense,Water Utility,Administration,Water Fund,Other Services and Charges,Administrative Fee.Adm Alloc PW Adm GenFnd,181470
2019,Expense,Water Utility,Pumping and Treatment,Water Fund,Other Services and Charges,Software Services.Software Services,59166
2019,Expense,Water Utility,T and D - Meters,Water Fund,Other Services and Charges,Software Services.Software Services,5500
2019,Expense,Water Utility,Customer Accounting,Water Fund,Other Services and Charges,Software Services.Software Services,20100
2019,Expense,Public Works,T and D - Mains,Water Fund,Other Services and Charges,Geographic & IT Information Services.Geographic & IT Info Services,25140
2019,Expense,Water Utility,T and D - Storage/W of Gezon,Water Fund,Other Services and Charges,Communications.Communications,5331
2019,Expense,Water Utility,Pumping and Treatment,Water Fund,Other Services and Charges,Communications.Communications,21605
2019,Expense,Water Utility,T and D - Storage/E of Gezon,Water Fund,Other Services and Charges,Communications.Communications,4860
2019,Expense,Water Utility,T and  D - Gezon Station,Water Fund,Other Services and Charges,Communications.Communications,0
2019,Expense,Water Utility,T and D - Meters,Water Fund,Other Services and Charges,Communications.Communications,500
2019,Expense,Water Utility,Pumping&Treatment - Lab Services,Water Fund,Other Services and Charges,Communications.Cellular Phones,1060
2019,Expense,Public Works,T and D - Services,Water Fund,Other Services and Charges,Communications.Cellular Phones,5000
2019,Expense,Public Works,T and D - Mains,Water Fund,Other Services and Charges,Communications.Cellular Phones,4500
2019,Expense,Water Utility,T and D - Meters,Water Fund,Other Services and Charges,Communications.Cellular Phones,2000
2019,Expense,Water Utility,Customer Accounting,Water Fund,Other Services and Charges,Communications.Cellular Phones,1412
2019,Expense,Water Utility,Pumping and Treatment,Water Fund,Other Services and Charges,Communications.Cellular Phones,9600
2019,Expense,Water Utility,Pumping and Treatment,Water Fund,Other Services and Charges,Travel and Training.Travel and Training,25830
2019,Expense,Water Utility,T and  D - Gezon Station,Water Fund,Other Services and Charges,Travel and Training.Travel and Training,1000
2019,Expense,Water Utility,Customer Accounting,Water Fund,Other Services and Charges,Travel and Training.Travel and Training,1000
2019,Expense,Water Utility,T and D - Meters,Water Fund,Other Services and Charges,Travel and Training.Travel and Training,3500
2019,Expense,Public Works,T and D - Mains,Water Fund,Other Services and Charges,Travel and Training.Travel and Training,3500
2019,Expense,Public Works,T and D - Services,Water Fund,Other Services and Charges,Travel and Training.Travel and Training,4000
2019,Expense,Water Utility,Pumping&Treatment - Lab Services,Water Fund,Other Services and Charges,Travel and Training.Travel and Training,8100
2019,Expense,Public Works,T and D - Services,Water Fund,Other Services and Charges,Insurance.Liability,7591
2019,Expense,Public Works,T and D - Hydrants,Water Fund,Other Services and Charges,Insurance.Liability,902
2019,Expense,Public Works,T and D - Mains,Water Fund,Other Services and Charges,Insurance.Liability,6712
2019,Expense,Water Utility,T and D - Meters,Water Fund,Other Services and Charges,Insurance.Liability,4401
2019,Expense,Water Utility,T and D - Pipeline Meters,Water Fund,Other Services and Charges,Insurance.Liability,828
2019,Expense,Water Utility,Customer Accounting,Water Fund,Other Services and Charges,Insurance.Liability,4627
2019,Expense,Public Works,Installation of Service,Water Fund,Other Services and Charges,Insurance.Liability,231
2019,Expense,Water Utility,T and D - Storage/E of Gezon,Water Fund,Other Services and Charges,Insurance.Liability,123
2019,Expense,Water Utility,T and  D - Gezon Station,Water Fund,Other Services and Charges,Insurance.Liability,1504
2019,Expense,Water Utility,Pumping and Treatment,Water Fund,Other Services and Charges,Insurance.Liability,28010
2019,Expense,Water Utility,T and D - Storage/W of Gezon,Water Fund,Other Services and Charges,Insurance.Liability,123
2019,Expense,Water Utility,T and D - Pipeline to Gezon,Water Fund,Other Services and Charges,Insurance.Liability,1367
2019,Expense,Water Utility,Pumping&Treatment - Lab Services,Water Fund,Other Services and Charges,Insurance.Liability,5097
2019,Expense,Public Works,T and D - Mains,Water Fund,Other Services and Charges,Insurance.Property and Bonds,40
2019,Expense,Water Utility,T and D - Storage/W of Gezon,Water Fund,Other Services and Charges,Insurance.Property and Bonds,5300
2019,Expense,Water Utility,Pumping and Treatment,Water Fund,Other Services and Charges,Insurance.Property and Bonds,57056
2019,Expense,Water Utility,T and  D - Gezon Station,Water Fund,Other Services and Charges,Insurance.Property and Bonds,6873
2019,Expense,Water Utility,T and D - Storage/E of Gezon,Water Fund,Other Services and Charges,Insurance.Property and Bonds,1960
2019,Expense,Water Utility,Customer Accounting,Water Fund,Other Services and Charges,Insurance.Property and Bonds,40
2019,Expense,Water Utility,T and D - Meters,Water Fund,Other Services and Charges,Insurance.Property and Bonds,150
2019,Expense,Water Utility,T and D - Pipeline to Gezon,Water Fund,Other Services and Charges,Public Utilities.Public Utilities,1400
2019,Expense,Water Utility,Pumping and Treatment,Water Fund,Other Services and Charges,Public Utilities.Public Utilities,2037899
2019,Expense,Water Utility,T and D - Storage/E of Gezon,Water Fund,Other Services and Charges,Public Utilities.Public Utilities,1000
2019,Expense,Water Utility,T and  D - Gezon Station,Water Fund,Other Services and Charges,Public Utilities.Public Utilities,311145
2019,Expense,Water Utility,T and D - Storage/W of Gezon,Water Fund,Other Services and Charges,Public Utilities.Public Utilities,15000
2019,Expense,Water Utility,Pumping and Treatment,Water Fund,Other Services and Charges,Sludge Disposal.Sludge Disposal,97240
2019,Expense,Water Utility,T and D - Storage/W of Gezon,Water Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,13060
2019,Expense,Water Utility,T and D - Pipeline to Gezon,Water Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,18001
2019,Expense,Water Utility,T and D - Storage/E of Gezon,Water Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,1781
2019,Expense,Water Utility,T and  D - Gezon Station,Water Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,42792
2019,Expense,Water Utility,Pumping and Treatment,Water Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,226283.88
2019,Expense,Water Utility,Customer Accounting,Water Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,1000
2019,Expense,Water Utility,T and D - Meters,Water Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,2000
2019,Expense,Water Utility,T and D - Pipeline Meters,Water Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,4500
2019,Expense,Public Works,T and D - Services,Water Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,97500
2019,Expense,Public Works,T and D - Mains,Water Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,130000
2019,Expense,Water Utility,Pumping&Treatment - Lab Services,Water Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,26350
2019,Expense,Water Utility,T and D - Meters,Water Fund,Other Services and Charges,Weed Cutting.Weed Cutting,1500
2019,Expense,Water Utility,Administration,Water Fund,Other Services and Charges,Payment.In Lieu Of Taxes,52665
2019,Expense,Water Utility,Pumping and Treatment,Water Fund,Other Services and Charges,Rentals.Rentals,2500
2019,Expense,Public Works,T and D - Mains,Water Fund,Other Services and Charges,Rentals.Rentals,500
2019,Expense,Public Works,T and D - Services,Water Fund,Other Services and Charges,Rentals.Rentals,500
2019,Expense,Water Utility,Customer Accounting,Water Fund,Other Services and Charges,Rentals.City Hall Office Space,8670
2019,Expense,Public Works,Installation of Service,Water Fund,Other Services and Charges,Rentals.Motor Pool Building,758
2019,Expense,Public Works,T and D - Services,Water Fund,Other Services and Charges,Rentals.Motor Pool Building,39295
2019,Expense,Public Works,T and D - Hydrants,Water Fund,Other Services and Charges,Rentals.Motor Pool Building,3019
2019,Expense,Public Works,T and D - Mains,Water Fund,Other Services and Charges,Rentals.Motor Pool Building,34884
2019,Expense,Public Works,T and D - Mains,Water Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,75000
2019,Expense,Public Works,T and D - Hydrants,Water Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,20000
2019,Expense,Public Works,T and D - Services,Water Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,110000
2019,Expense,Public Works,Installation of Service,Water Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,1000
2019,Expense,Water Utility,T and D - Pipeline Meters,Water Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,2196
2019,Expense,Water Utility,T and D - Meters,Water Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,32000
2019,Expense,Water Utility,T and D - Pipeline to Gezon,Water Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,8137
2019,Expense,Water Utility,T and  D - Gezon Station,Water Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,0
2019,Expense,Water Utility,Pumping and Treatment,Water Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,58590
2019,Expense,Water Utility,Pumping&Treatment - Lab Services,Water Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,7620
2019,Expense,Water Utility,Pumping&Treatment - Lab Services,Water Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,750
2019,Expense,Water Utility,Pumping and Treatment,Water Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,8500
2019,Expense,Water Utility,T and D - Pipeline to Gezon,Water Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,500
2019,Expense,Water Utility,T and D - Meters,Water Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,7000
2019,Expense,Water Utility,T and D - Pipeline Meters,Water Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,360
2019,Expense,Public Works,Installation of Service,Water Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,1200
2019,Expense,Public Works,T and D - Services,Water Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,75000
2019,Expense,Public Works,T and D - Hydrants,Water Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,6000
2019,Expense,Public Works,T and D - Mains,Water Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,45000
2019,Expense,Public Works,T and D - Mains,Water Fund,Other Services and Charges,Motor Pool Rental.Equipment - Fuel,17000
2019,Expense,Public Works,T and D - Hydrants,Water Fund,Other Services and Charges,Motor Pool Rental.Equipment - Fuel,5000
2019,Expense,Public Works,T and D - Services,Water Fund,Other Services and Charges,Motor Pool Rental.Equipment - Fuel,19000
2019,Expense,Public Works,Installation of Service,Water Fund,Other Services and Charges,Motor Pool Rental.Equipment - Fuel,250
2019,Expense,Water Utility,T and D - Pipeline Meters,Water Fund,Other Services and Charges,Motor Pool Rental.Equipment - Fuel,360
2019,Expense,Water Utility,T and D - Meters,Water Fund,Other Services and Charges,Motor Pool Rental.Equipment - Fuel,9000
2019,Expense,Water Utility,T and D - Pipeline to Gezon,Water Fund,Other Services and Charges,Motor Pool Rental.Equipment - Fuel,1300
2019,Expense,Water Utility,T and  D - Gezon Station,Water Fund,Other Services and Charges,Motor Pool Rental.Equipment - Fuel,600
2019,Expense,Water Utility,Pumping and Treatment,Water Fund,Other Services and Charges,Motor Pool Rental.Equipment - Fuel,13200
2019,Expense,Water Utility,Pumping&Treatment - Lab Services,Water Fund,Other Services and Charges,Motor Pool Rental.Equipment - Fuel,2000
2019,Expense,Public Works,T and D - Mains,Water Fund,Other Services and Charges,Motor Pool Rental.Equipment - Radio System,2000
2019,Expense,Public Works,T and D - Services,Water Fund,Other Services and Charges,Motor Pool Rental.Equipment - Radio System,2000
2019,Expense,Water Utility,Pumping and Treatment,Water Fund,Other Services and Charges,Motor Pool Rental.Equipment - Radio System,7500
2019,Expense,Water Utility,T and D - Meters,Water Fund,Other Services and Charges,Motor Pool Rental.Equipment - Radio System,0
2019,Expense,Public Works,T and D - Services,Water Fund,Other Services and Charges,Other Services.Other Services,15000
2019,Expense,Public Works,T and D - Mains,Water Fund,Other Services and Charges,Other Services.Other Services,10000
2019,Expense,Water Utility,Pumping and Treatment,Water Fund,Other Services and Charges,Other Services.Other Services,76290
2019,Expense,Water Utility,T and  D - Gezon Station,Water Fund,Other Services and Charges,Other Services.Other Services,200
2019,Expense,Water Utility,T and D - Meters,Water Fund,Other Services and Charges,Other Services.Other Services,1000
2019,Expense,Water Utility,Customer Accounting,Water Fund,Other Services and Charges,Other Services.Other Services,79850
2019,Expense,Water Utility,Pumping&Treatment - Lab Services,Water Fund,Other Services and Charges,Other Services.Other Services,4861
2019,Expense,Public Works,Capital Outlay,Water Fund,Capital Outlay,Capital Outlay.Watermains,1577142.47
2019,Expense,Water Utility,Capital Outlay,Water Fund,Capital Outlay,Capital Outlay.Plant Expansion Phase 2,1423881.19
2019,Expense,Water Utility,Capital Outlay,Water Fund,Capital Outlay,Capital Outlay.Maintenance Equipment,540.62
2019,Expense,Public Works,Capital Outlay,Water Fund,Capital Outlay,Capital Outlay.Equipment,6500
2019,Expense,Water Utility,Ottawa County,Water Fund,Debt Service,Bond Payments.Capital Retirement,3336369
2019,Expense,Water Utility,Revenue Bonds,Water Fund,Debt Service,Bond Payments.2010 Series,575000
2019,Expense,Water Utility,Revenue Bonds,Water Fund,Debt Service,Bond Payments.Series 2011 - SRF Holland,130700
2019,Expense,Water Utility,Revenue Bonds,Water Fund,Debt Service,Bond Payments.Series 2012 Refunding ,275000
2019,Expense,Water Utility,Revenue Bonds,Water Fund,Debt Service,Bond Payments.Series 2013 Refunding,60000
2019,Expense,Water Utility,Revenue Bonds,Water Fund,Debt Service,Bond Payments.Series 2014 Refunding,270000
2019,Expense,Water Utility,Revenue Bonds,Water Fund,Debt Service,Bond Payments.Series 2016 Refunding,1175000
2019,Expense,Water Utility,Revenue Bonds,Water Fund,Debt Service,Amortize Bond.2010 Expense,23625
2019,Expense,Water Utility,Revenue Bonds,Water Fund,Debt Service,Amortize Bond.2012 Refunding,-11355
2019,Expense,Water Utility,Revenue Bonds,Water Fund,Debt Service,Amortize Bond.2013 Refunding,766
2019,Expense,Water Utility,Revenue Bonds,Water Fund,Debt Service,Amortize Bond.2014 Refunding,10175
2019,Expense,Water Utility,Revenue Bonds,Water Fund,Debt Service,Amortize Bond.2016 Refunding,-207479
2019,Expense,Water Utility,Revenue Bonds,Water Fund,Debt Service,Interest on Bonds.2010,71590
2019,Expense,Water Utility,Revenue Bonds,Water Fund,Debt Service,Interest on Bonds.Series 2011 - SRF Holland,52000
2019,Expense,Water Utility,Revenue Bonds,Water Fund,Debt Service,Interest on Bonds.2012 Refunding,61020
2019,Expense,Water Utility,Revenue Bonds,Water Fund,Debt Service,Interest on Bonds.2013 Bonds,7800
2019,Expense,Water Utility,Revenue Bonds,Water Fund,Debt Service,Interest on Bonds.2014 Bonds,53750
2019,Expense,Water Utility,Revenue Bonds,Water Fund,Debt Service,Interest on Bonds.2016 Bonds,914900
2019,Expense,Water Utility,Revenue Bonds,Water Fund,Debt Service,Paying Agent Fees.2010 ,750
2019,Expense,Water Utility,Revenue Bonds,Water Fund,Debt Service,Paying Agent Fees.2012 Refunding,750
2019,Expense,Water Utility,Revenue Bonds,Water Fund,Debt Service,Paying Agent Fees.2013 Refunding,750
2019,Expense,Water Utility,Revenue Bonds,Water Fund,Debt Service,Paying Agent Fees.2014 Refunding,750
2019,Expense,Water Utility,Revenue Bonds,Water Fund,Debt Service,Paying Agent Fees.2016 refunding,750
2019,Expense,Water Utility,Transfers,Water Fund,Transfers Out,Transfers.Transfer Sys Devl Charge Res,90000
2019,Revenue,,,Water Fund,Charges for Service,Sewer Billing Fee.Sewer Billing Fee,569000
2019,Revenue,,,Water Fund,Charges for Service,Charge for Services.Unmetered Sales,4000
2019,Revenue,,,Water Fund,Charges for Service,Charges for Services.Metered Sales Gen Customers,5480000
2019,Revenue,,,Water Fund,Charges for Service,Charges for Services.Ready to Serve Charges,2842665
2019,Revenue,,,Water Fund,Charges for Service,Charges for Services.System Development Chg,90000
2019,Revenue,,,Water Fund,Charges for Service,Charges for Services.Private Fire Protection,310000
2019,Revenue,,,Water Fund,Charges for Service,Charges for Services.Sales to Ottawa County,6800000
2019,Revenue,,,Water Fund,Charges for Service,Charges for Services Mun. Cust..Sales to Kentwood,1500000
2019,Revenue,,,Water Fund,Charges for Service,Charges for Services Mun. Cust..Sales to Grandville,1150000
2019,Revenue,,,Water Fund,Charges for Service,Charges for Services Mun. Cust..Sales to Byron and Gaines,3100000
2019,Revenue,,,Water Fund,Charges for Service,Charges for Services Mun. Cust..Sales to Georgetown Twp.,110000
2019,Revenue,,,Water Fund,Charges for Service,Charges for Services Mun. Cust..Sales to Grand Rapids,60000
2019,Revenue,,,Water Fund,Charges for Service,Revenue.Misc Operating,0
2019,Revenue,,,Water Fund,Fines and Forfeitures,Collection Cost Recovery Fee.Collection Cost Receovery Fee,50000
2019,Revenue,,,Water Fund,Fines and Forfeitures,Forfeited Discount Penalty.Forfeited Discount Penalty,120000
2019,Revenue,,,Water Fund,Interest and Rentals,Interest on Investments.Interest on Investments,48000
2019,Revenue,,,Water Fund,Interest and Rentals,Rental Income.Property,135000
2019,Revenue,,,Water Fund,Interest and Rentals,Rental Income.Building Rental,8000
2019,Revenue,,,Water Fund,Other Revenues,Reimbursements.Interdepartmental,5000
2019,Revenue,,,Water Fund,Other Revenues,Reimbursements Accident.Reimbursements Accident,6000
2019,Revenue,,,Water Fund,Other Revenues,Miscellaneous Income.Miscellaneous Income,60000
2019,Revenue,,,Water Fund,Other Revenues,Contributions.Contributions,40000
2019,Revenue,,,Water Fund,Other Revenues,Contributions.Ottawa County,260000
2019,Revenue,,,Water - Construction Reserve Fun,Other Financing Sources,Transfer.Construction Reserve,90000
2019,Expense,Public Works,Equipment Operations,Motor Pool Fund,Personal Services,Salaries.Salaries,291027
2019,Expense,Public Works,Building,Motor Pool Fund,Personal Services,Salaries.Salaries,56698
2019,Expense,Public Works,Equipment Operations,Motor Pool Fund,Personal Services,Salaries - Temporary.Salaries - Temporary,14546
2019,Expense,Public Works,Equipment Operations,Motor Pool Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,5000
2019,Expense,Public Works,Building,Motor Pool Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,10000
2019,Expense,Public Works,Building,Motor Pool Fund,Personal Services,F.I.C.A..F.I.C.A.,5240
2019,Expense,Public Works,Equipment Operations,Motor Pool Fund,Personal Services,F.I.C.A..F.I.C.A.,24111
2019,Expense,Public Works,Equipment Operations,Motor Pool Fund,Personal Services,Hospitalization Insurance.Hospitalization Insurance,86095
2019,Expense,Public Works,Building,Motor Pool Fund,Personal Services,Hospitalization Insurance.Hospitalization Insurance,16058
2019,Expense,Public Works,Building,Motor Pool Fund,Personal Services,Life Insurance.Life Insurance,76
2019,Expense,Public Works,Equipment Operations,Motor Pool Fund,Personal Services,Life Insurance.Life Insurance,397
2019,Expense,Public Works,Equipment Operations,Motor Pool Fund,Personal Services,Pension.Pension,74999
2019,Expense,Public Works,Building,Motor Pool Fund,Personal Services,Pension.Pension,21966
2019,Expense,Public Works,Building,Motor Pool Fund,Personal Services,Pension.DC Plan,0
2019,Expense,Public Works,Equipment Operations,Motor Pool Fund,Personal Services,Pension.DC Plan,14050
2019,Expense,Public Works,Equipment Operations,Motor Pool Fund,Personal Services,Pension.Retiree Health - DC Plan,6389
2019,Expense,Public Works,Building,Motor Pool Fund,Personal Services,Pension.Retiree Health - DC Plan,0
2019,Expense,Public Works,Administration Fee,Motor Pool Fund,Personal Services,Pension.Pension Liability,13000
2019,Expense,Public Works,Administration Fee,Motor Pool Fund,Personal Services,Pension.OPEB Liability,32000
2019,Expense,Public Works,Equipment Operations,Motor Pool Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,9029
2019,Expense,Public Works,Building,Motor Pool Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,2308
2019,Expense,Public Works,Equipment Operations,Motor Pool Fund,Personal Services,Other.Payroll Offset,0
2019,Expense,Public Works,Building,Motor Pool Fund,Personal Services,CIP and Longevity.CIP and Longevity,1792
