budget_year,department,fund_code,account_type,account_category,amount
FY20,Public Works,5910,Expense,Supplies,13000
FY20,Public Works,5910,Expense,Supplies,99000
FY20,Water Utility,5910,Expense,Supplies,140000
FY20,Water Utility,5910,Expense,Supplies,190001
FY20,Water Utility,5910,Expense,Supplies,8000
FY20,Water Utility,5910,Expense,Supplies,1500
FY20,Water Utility,5910,Expense,Supplies,14500
FY20,Water Utility,5910,Expense,Supplies,3500
FY20,Water Utility,5910,Expense,Other Services and Charges,1
FY20,Water Utility,5910,Expense,Other Services and Charges,11000
FY20,Water Utility,5910,Expense,Other Services and Charges,155500
FY20,Water Utility,5910,Expense,Other Services and Charges,1
FY20,Public Works,5910,Expense,Other Services and Charges,275
FY20,Water Utility,5910,Expense,Other Services and Charges,1043480
FY20,Water Utility,5910,Expense,Other Services and Charges,65366
FY20,Water Utility,5910,Expense,Other Services and Charges,5500
FY20,Water Utility,5910,Expense,Other Services and Charges,17100
FY20,Public Works,5910,Expense,Other Services and Charges,15660
FY20,Public Works,5910,Expense,Other Services and Charges,22160
FY20,Water Utility,5910,Expense,Other Services and Charges,2400
FY20,Water Utility,5910,Expense,Other Services and Charges,43805
FY20,Water Utility,5910,Expense,Other Services and Charges,2220
FY20,Water Utility,5910,Expense,Other Services and Charges,1800
FY20,Water Utility,5910,Expense,Other Services and Charges,500
FY20,Water Utility,5910,Expense,Other Services and Charges,1060
FY20,Public Works,5910,Expense,Other Services and Charges,5500
FY20,Public Works,5910,Expense,Other Services and Charges,4725
FY20,Water Utility,5910,Expense,Other Services and Charges,3000
FY20,Water Utility,5910,Expense,Other Services and Charges,1640
FY20,Water Utility,5910,Expense,Other Services and Charges,10200
FY20,Water Utility,5910,Expense,Other Services and Charges,25332
FY20,Water Utility,5910,Expense,Other Services and Charges,1000
FY20,Water Utility,5910,Expense,Other Services and Charges,4000
FY20,Water Utility,5910,Expense,Other Services and Charges,3500
FY20,Public Works,5910,Expense,Other Services and Charges,6155
FY20,Public Works,5910,Expense,Other Services and Charges,5000
FY20,Water Utility,5910,Expense,Other Services and Charges,7900
FY20,Public Works,5910,Expense,Other Services and Charges,8580
FY20,Public Works,5910,Expense,Other Services and Charges,902
FY20,Public Works,5910,Expense,Other Services and Charges,9592
FY20,Water Utility,5910,Expense,Other Services and Charges,4071
FY20,Water Utility,5910,Expense,Other Services and Charges,883
FY20,Water Utility,5910,Expense,Other Services and Charges,4787
FY20,Public Works,5910,Expense,Other Services and Charges,231
FY20,Water Utility,5910,Expense,Other Services and Charges,132
FY20,Water Utility,5910,Expense,Other Services and Charges,1608
FY20,Water Utility,5910,Expense,Other Services and Charges,29469
FY20,Water Utility,5910,Expense,Other Services and Charges,132
FY20,Water Utility,5910,Expense,Other Services and Charges,1411
FY20,Water Utility,5910,Expense,Other Services and Charges,5355
FY20,Public Works,5910,Expense,Other Services and Charges,25
FY20,Water Utility,5910,Expense,Other Services and Charges,2650
FY20,Water Utility,5910,Expense,Other Services and Charges,57221
FY20,Water Utility,5910,Expense,Other Services and Charges,6939
FY20,Water Utility,5910,Expense,Other Services and Charges,980
FY20,Water Utility,5910,Expense,Other Services and Charges,10
FY20,Water Utility,5910,Expense,Other Services and Charges,80
FY20,Water Utility,5910,Expense,Other Services and Charges,1400
FY20,Water Utility,5910,Expense,Other Services and Charges,2031352
FY20,Water Utility,5910,Expense,Other Services and Charges,1100
FY20,Water Utility,5910,Expense,Other Services and Charges,305583
FY20,Water Utility,5910,Expense,Other Services and Charges,15000
FY20,Water Utility,5910,Expense,Other Services and Charges,88660
FY20,Water Utility,5910,Expense,Other Services and Charges,3003
FY20,Water Utility,5910,Expense,Other Services and Charges,18000
FY20,Water Utility,5910,Expense,Other Services and Charges,1500
FY20,Water Utility,5910,Expense,Other Services and Charges,28501
FY20,Water Utility,5910,Expense,Other Services and Charges,200783
FY20,Water Utility,5910,Expense,Other Services and Charges,1000
FY20,Water Utility,5910,Expense,Other Services and Charges,2000
FY20,Water Utility,5910,Expense,Other Services and Charges,4500
FY20,Public Works,5910,Expense,Other Services and Charges,115000
FY20,Public Works,5910,Expense,Other Services and Charges,155805
FY20,Water Utility,5910,Expense,Other Services and Charges,23250
FY20,Public Works,5910,Expense,Other Services and Charges,500
FY20,Water Utility,5910,Expense,Other Services and Charges,55827
FY20,Water Utility,5910,Expense,Other Services and Charges,2500
FY20,Public Works,5910,Expense,Other Services and Charges,3000
FY20,Water Utility,5910,Expense,Other Services and Charges,10790
FY20,Public Works,5910,Expense,Other Services and Charges,156
FY20,Public Works,5910,Expense,Other Services and Charges,42101
FY20,Public Works,5910,Expense,Other Services and Charges,3432
FY20,Public Works,5910,Expense,Other Services and Charges,41156
FY20,Public Works,5910,Expense,Other Services and Charges,95220
FY20,Public Works,5910,Expense,Other Services and Charges,18000
FY20,Public Works,5910,Expense,Other Services and Charges,115000
FY20,Public Works,5910,Expense,Other Services and Charges,2500
FY20,Water Utility,5910,Expense,Other Services and Charges,2196
FY20,Water Utility,5910,Expense,Other Services and Charges,25000
FY20,Water Utility,5910,Expense,Other Services and Charges,6169
FY20,Water Utility,5910,Expense,Other Services and Charges,4788
FY20,Water Utility,5910,Expense,Other Services and Charges,58767
FY20,Water Utility,5910,Expense,Other Services and Charges,7620
FY20,Water Utility,5910,Expense,Other Services and Charges,1000
FY20,Water Utility,5910,Expense,Other Services and Charges,8500
FY20,Water Utility,5910,Expense,Other Services and Charges,2220
FY20,Water Utility,5910,Expense,Other Services and Charges,500
FY20,Water Utility,5910,Expense,Other Services and Charges,7000
FY20,Water Utility,5910,Expense,Other Services and Charges,360
FY20,Public Works,5910,Expense,Other Services and Charges,1200
FY20,Public Works,5910,Expense,Other Services and Charges,70000
FY20,Public Works,5910,Expense,Other Services and Charges,6000
FY20,Public Works,5910,Expense,Other Services and Charges,49260
FY20,Public Works,5910,Expense,Other Services and Charges,18310
FY20,Public Works,5910,Expense,Other Services and Charges,5000
FY20,Public Works,5910,Expense,Other Services and Charges,23000
FY20,Public Works,5910,Expense,Other Services and Charges,750
FY20,Water Utility,5910,Expense,Other Services and Charges,360
FY20,Water Utility,5910,Expense,Other Services and Charges,8000
FY20,Water Utility,5910,Expense,Other Services and Charges,1105
FY20,Water Utility,5910,Expense,Other Services and Charges,600
FY20,Water Utility,5910,Expense,Other Services and Charges,6945
FY20,Water Utility,5910,Expense,Other Services and Charges,2000
FY20,Public Works,5910,Expense,Other Services and Charges,2156
FY20,Public Works,5910,Expense,Other Services and Charges,2000
FY20,Water Utility,5910,Expense,Other Services and Charges,8400
FY20,Water Utility,5910,Expense,Other Services and Charges,600
FY20,Public Works,5910,Expense,Other Services and Charges,17500
FY20,Public Works,5910,Expense,Other Services and Charges,12245
FY20,Water Utility,5910,Expense,Other Services and Charges,65460
FY20,Water Utility,5910,Expense,Other Services and Charges,200
FY20,Water Utility,5910,Expense,Other Services and Charges,1000
FY20,Water Utility,5910,Expense,Other Services and Charges,82550
FY20,Water Utility,5910,Expense,Other Services and Charges,4860
FY20,Water Utility,5910,Expense,Capital Outlay,6000000
FY20,Public Works,5910,Expense,Capital Outlay,350000
FY20,Water Utility,5910,Expense,Debt Service,3340119
FY20,Water Utility,5910,Expense,Debt Service,555000
FY20,Water Utility,5910,Expense,Debt Service,130735
FY20,Water Utility,5910,Expense,Debt Service,290000
FY20,Water Utility,5910,Expense,Debt Service,65000
FY20,Water Utility,5910,Expense,Debt Service,290000
FY20,Water Utility,5910,Expense,Debt Service,1240000
FY20,Water Utility,5910,Expense,Debt Service,23621
FY20,Water Utility,5910,Expense,Debt Service,-19990
FY20,Water Utility,5910,Expense,Debt Service,766
FY20,Water Utility,5910,Expense,Debt Service,10175
FY20,Water Utility,5910,Expense,Debt Service,-191377
FY20,Water Utility,5910,Expense,Debt Service,54338
FY20,Water Utility,5910,Expense,Debt Service,49425
FY20,Water Utility,5910,Expense,Debt Service,47269
FY20,Water Utility,5910,Expense,Debt Service,6360
FY20,Water Utility,5910,Expense,Debt Service,47000
FY20,Water Utility,5910,Expense,Debt Service,867900
FY20,Water Utility,5910,Expense,Debt Service,600
FY20,Water Utility,5910,Expense,Debt Service,600
FY20,Water Utility,5910,Expense,Debt Service,600
FY20,Water Utility,5910,Expense,Debt Service,600
FY20,Water Utility,5910,Expense,Debt Service,600
FY20,Water Utility,5910,Expense,Transfers Out,100000
FY20,,5920,Revenue,Other Financing Sources,100000
FY20,,6610,Revenue,Charges for Service,30000
FY20,,6610,Revenue,Interest and Rentals,15000
FY20,,6610,Revenue,Interest and Rentals,314810
FY20,,6610,Revenue,Interest and Rentals,2215000
FY20,,6610,Revenue,Interest and Rentals,369000
FY20,,6610,Revenue,Interest and Rentals,380000
FY20,,6610,Revenue,Interest and Rentals,284000
FY20,,6610,Revenue,Interest and Rentals,422000
FY20,Public Works,6610,Expense,Personal Services,319684
FY20,Public Works,6610,Expense,Personal Services,58374
FY20,Public Works,6610,Expense,Personal Services,16110
FY20,Public Works,6610,Expense,Personal Services,5140
FY20,Public Works,6610,Expense,Personal Services,12000
FY20,Public Works,6610,Expense,Personal Services,5523
FY20,Public Works,6610,Expense,Personal Services,26343
FY20,Public Works,6610,Expense,Personal Services,92157
FY20,Public Works,6610,Expense,Personal Services,17230
FY20,Public Works,6610,Expense,Personal Services,78
FY20,Public Works,6610,Expense,Personal Services,437
FY20,Public Works,6610,Expense,Personal Services,80499
FY20,Public Works,6610,Expense,Personal Services,23152
FY20,Public Works,6610,Expense,Personal Services,19098
FY20,Public Works,6610,Expense,Personal Services,8768
FY20,Public Works,6610,Expense,Personal Services,15122
FY20,Public Works,6610,Expense,Personal Services,52939
FY20,Public Works,6610,Expense,Personal Services,9717
FY20,Public Works,6610,Expense,Personal Services,2352
FY20,Public Works,6610,Expense,Personal Services,1816
FY20,Public Works,6610,Expense,Personal Services,4463
FY20,Public Works,6610,Expense,Personal Services,3031
FY20,Public Works,6610,Expense,Personal Services,1123
FY20,Public Works,6610,Expense,Supplies,840
FY20,Public Works,6610,Expense,Supplies,22000
FY20,Public Works,6610,Expense,Supplies,350000
FY20,Public Works,6610,Expense,Supplies,5600
FY20,Public Works,6610,Expense,Supplies,15000
FY20,Public Works,6610,Expense,Supplies,13500
FY20,Public Works,6610,Expense,Supplies,35000
FY20,Public Works,6610,Expense,Supplies,260000
FY20,Public Works,6610,Expense,Other Services and Charges,170772
FY20,Public Works,6610,Expense,Other Services and Charges,31620
FY20,Public Works,6610,Expense,Other Services and Charges,6000
FY20,Public Works,6610,Expense,Other Services and Charges,600
FY20,Public Works,6610,Expense,Other Services and Charges,1200
FY20,Public Works,6610,Expense,Other Services and Charges,5420
FY20,Public Works,6610,Expense,Other Services and Charges,1235
FY20,Public Works,6610,Expense,Other Services and Charges,7301
FY20,Public Works,6610,Expense,Other Services and Charges,151088
FY20,Public Works,6610,Expense,Other Services and Charges,1230
FY20,Public Works,6610,Expense,Other Services and Charges,100000
FY20,Public Works,6610,Expense,Other Services and Charges,200420
FY20,Public Works,6610,Expense,Other Services and Charges,118860
FY20,Public Works,6610,Expense,Other Services and Charges,780
FY20,Public Works,6610,Expense,Other Services and Charges,5280
FY20,Public Works,6610,Expense,Other Services and Charges,1000
FY20,Public Works,6610,Expense,Transfers Out,1609000
FY20,,6620,Revenue,Interest and Rentals,15000
FY20,,6620,Revenue,Other Revenues,170000
FY20,,6620,Revenue,Other Financing Sources,1609000
FY20,Public Works,6620,Expense,Capital Outlay,130000
FY20,Public Works,6620,Expense,Capital Outlay,12460
FY20,Public Works,6620,Expense,Capital Outlay,1028500
FY20,Public Works,6620,Expense,Capital Outlay,107000
FY20,,6780,Revenue,Charges for Service,544000
FY20,,6780,Revenue,Interest and Rentals,16780
FY20,General Government,6780,Expense,Personal Services,1022
FY20,General Government,6780,Expense,Personal Services,3578
FY20,General Government,6780,Expense,Other Services and Charges,39305
FY20,General Government,6780,Expense,Other Services and Charges,9516
FY20,General Government,6780,Expense,Other Services and Charges,325500
FY20,General Government,6780,Expense,Other Services and Charges,165000
FY20,,6790,Revenue,Charges for Service,150000
FY20,,6790,Revenue,Interest and Rentals,5243
FY20,General Government,6790,Expense,Personal Services,1022
FY20,General Government,6790,Expense,Personal Services,3578
FY20,General Government,6790,Expense,Other Services and Charges,45090
FY20,General Government,6790,Expense,Other Services and Charges,3489
FY20,General Government,6790,Expense,Other Services and Charges,28190
FY20,General Government,6790,Expense,Other Services and Charges,58500
FY20,,68000,Revenue,Charges for Service,69473
FY20,,68000,Revenue,Interest and Rentals,17856
FY20,General Government,68000,Expense,Personal Services,1022
FY20,General Government,68000,Expense,Personal Services,3578
FY20,General Government,68000,Expense,Other Services and Charges,43165
FY20,General Government,68000,Expense,Other Services and Charges,5902
FY20,General Government,68000,Expense,Other Services and Charges,201006
FY20,General Government,68000,Expense,Other Services and Charges,4000
FY20,,6810,Revenue,Charges for Service,32000
FY20,,6810,Revenue,Interest and Rentals,121
FY20,General Government,6810,Expense,Other Services and Charges,29520
FY20,,6820,Revenue,Charges for Service,662000
FY20,,6820,Revenue,Interest and Rentals,60000
FY20,General Government,6820,Expense,Personal Services,1022
FY20,General Government,6820,Expense,Personal Services,3578
FY20,General Government,6820,Expense,Other Services and Charges,48950
FY20,General Government,6820,Expense,Other Services and Charges,25806
FY20,General Government,6820,Expense,Other Services and Charges,22000
FY20,General Government,6820,Expense,Other Services and Charges,74800
FY20,General Government,6820,Expense,Other Services and Charges,532195
FY20,,6830,Revenue,Charges for Service,8578060
FY20,,6830,Revenue,Charges for Service,1151083
FY20,,6830,Revenue,Charges for Service,100000
FY20,,6830,Revenue,Charges for Service,82360
FY20,,6830,Revenue,Interest and Rentals,34000
FY20,General Government,6830,Expense,Other Services and Charges,238524
FY20,General Government,6830,Expense,Other Services and Charges,237587
FY20,General Government,6830,Expense,Other Services and Charges,37275
FY20,General Government,6830,Expense,Other Services and Charges,66500
FY20,General Government,6830,Expense,Other Services and Charges,1393135
FY20,General Government,6830,Expense,Other Services and Charges,465165
FY20,General Government,6830,Expense,Other Services and Charges,37649
FY20,General Government,6830,Expense,Other Services and Charges,2940
FY20,General Government,6830,Expense,Other Services and Charges,6222276
FY20,General Government,6830,Expense,Other Services and Charges,1205366
FY20,General Government,6830,Expense,Other Services and Charges,500
FY20,General Government,6830,Expense,Other Services and Charges,15500
FY20,General Government,6830,Expense,Other Services and Charges,3600
FY20,General Government,6830,Expense,Transfers Out,250600
FY20,,6840,Revenue,Charges for Service,496358
FY20,,6840,Revenue,Charges for Service,4000
FY20,,6840,Revenue,Interest and Rentals,5636
FY20,General Government,6840,Expense,Other Services and Charges,9473
FY20,General Government,6840,Expense,Other Services and Charges,40253
FY20,General Government,6840,Expense,Other Services and Charges,900
FY20,General Government,6840,Expense,Other Services and Charges,365565
FY20,General Government,6840,Expense,Transfers Out,300000
FY20,,7310,Revenue,Other Revenues,9420000
FY20,,7310,Revenue,Contributions from Local Units,780000
FY20,,7310,Revenue,Contributions from Local Units,596810
FY20,,7310,Revenue,Contributions from Local Units,488759
FY20,,7310,Revenue,Contributions from Local Units,622269
FY20,,7310,Revenue,Contributions from Local Units,1129337
FY20,,7310,Revenue,Contributions from Local Units,303315
FY20,,7310,Revenue,Interest and Rentals,2500000
FY20,,7310,Revenue,Other Revenues,58531
FY20,,7310,Revenue,Other Revenues,135000
FY20,,7310,Revenue,Other Revenues,65000
FY20,,7310,Revenue,Other Revenues,90000
FY20,,7310,Revenue,Other Revenues,30000
FY20,,7310,Revenue,Other Revenues,20000
FY20,,7310,Revenue,Other Revenues,40000
FY20,,7310,Revenue,Other Revenues,19500
FY20,,7310,Revenue,Other Revenues,21000
FY20,,7310,Revenue,Other Financing Sources,120000
FY20,General Government,7310,Expense,Other Services and Charges,15000
FY20,General Government,7310,Expense,Other Services and Charges,59800
FY20,General Government,7310,Expense,Other Services and Charges,4000
FY20,General Government,7310,Expense,Other Services and Charges,2233000
FY20,General Government,7310,Expense,Other Services and Charges,3128120
FY20,General Government,7310,Expense,Other Services and Charges,1265850
FY20,General Government,7310,Expense,Other Services and Charges,2191470
FY20,General Government,7310,Expense,Other Services and Charges,2754170
FY20,General Government,7310,Expense,Other Services and Charges,35000
FY20,General Government,7310,Expense,Other Services and Charges,55900
FY20,General Government,7310,Expense,Other Services and Charges,190100
FY20,General Government,7310,Expense,Other Services and Charges,137540
FY20,General Government,7310,Expense,Other Services and Charges,151050
FY20,General Government,7310,Expense,Other Services and Charges,23800
FY20,General Government,7310,Expense,Other Services and Charges,13920
FY20,General Government,7310,Expense,Transfers Out,9200
FY20,General Government,7310,Expense,Transfers Out,63000
FY20,General Government,7310,Expense,Transfers Out,57400
FY20,General Government,7310,Expense,Transfers Out,2000
FY20,,7320,Revenue,Other Revenues,2131000
FY20,,7320,Revenue,Contributions from Local Units,750000
FY20,,7320,Revenue,Contributions from Local Units,723000
FY20,,7320,Revenue,Contributions from Local Units,732000
FY20,,7320,Revenue,Contributions from Local Units,1110000
FY20,,7320,Revenue,Contributions from Local Units,961000
FY20,,7320,Revenue,Contributions from Local Units,254000
FY20,,7320,Revenue,Interest and Rentals,-2000
FY20,General Government,7320,Expense,Other Services and Charges,60000
FY20,General Government,7320,Expense,Other Services and Charges,5000
FY20,General Government,7320,Expense,Other Services and Charges,604800
FY20,General Government,7320,Expense,Other Services and Charges,291600
FY20,General Government,7320,Expense,Other Services and Charges,658800
FY20,General Government,7320,Expense,Other Services and Charges,550800
FY20,General Government,7320,Expense,Other Services and Charges,734400
FY20,General Government,7320,Expense,Other Services and Charges,137700
FY20,General Government,7320,Expense,Other Services and Charges,3500
FY20,,8000,Revenue,Taxes,2698
FY20,,8000,Revenue,Interest and Rentals,9000
FY20,,8000,Revenue,Other Revenues,16734
FY20,General Government,8000,Expense,Other Services and Charges,40932
FY20,General Government,8000,Expense,Capital Outlay,150000
