Fiscal Year,Account Type,Department,Division,Fund Description,Account Category,Account Description,Amount
FY20,Expense,General Government,Employee Dental Ins,Dental Insurance Fund,Other Services and Charges,Administration Expense.Administration Expense,9473
FY20,Expense,General Government,W/C Insurance Claims,Workers' Compensation Fund,Other Services and Charges,Administration Expense.Administration Expense,25806
FY20,Expense,General Government,Employee Hospital Ins,Health Insurance Fund,Other Services and Charges,Administration Expense.Administration Expense,238524
FY20,Expense,General Government,Liability Ins Claims,General Liability Fund,Other Services and Charges,Administration Expense.Administration Expense,9516
FY20,Expense,General Government,Property Ins Claims,Property Insurance Fund,Other Services and Charges,Administration Expense.Administration Expense,5902
FY20,Expense,General Government,Fleet Insurance Claims,Fleet Insurance Fund,Other Services and Charges,Administration Expense.Administration Expense,3489
FY20,Expense,General Government,Employee Hospital Ins,Health Insurance Fund,Other Services and Charges,Administration Expense.Provider Admin Fee,237587
FY20,Expense,General Government,W/C Insurance Claims,Workers' Compensation Fund,Other Services and Charges,Administration Expense.Provider Admin Fee,22000
FY20,Expense,General Government,Employee Dental Ins,Dental Insurance Fund,Other Services and Charges,Administration Expense.Provider Admin Fee,40253
FY20,Expense,General Government,Employee Dental Ins,Dental Insurance Fund,Other Services and Charges,Administration Expense.Consultant Agent Fee,900
FY20,Expense,General Government,Employee Hospital Ins,Health Insurance Fund,Other Services and Charges,Administration Expense.Consultant Agent Fee,37275
FY20,Expense,General Government,Employee Hospital Ins,Health Insurance Fund,Other Services and Charges,Administration Expense.Insurance Premiums,66500
FY20,Expense,General Government,Life Insurance Claims,Life Insurance Fund,Other Services and Charges,Administration Expense.Insurance Premiums,29520
FY20,Expense,General Government,W/C Insurance Claims,Workers' Compensation Fund,Other Services and Charges,Administration Expense.Insurance Premiums,74800
FY20,Expense,General Government,Fleet Insurance Claims,Fleet Insurance Fund,Other Services and Charges,Administration Expense.Insurance Premiums,28190
FY20,Expense,General Government,Property Ins Claims,Property Insurance Fund,Other Services and Charges,Administration Expense.Insurance Premiums,201006
FY20,Expense,General Government,Liability Ins Claims,General Liability Fund,Other Services and Charges,Administration Expense.Insurance Premiums,325500
FY20,Expense,General Government,Employee Hospital Ins,Health Insurance Fund,Other Services and Charges,Administration Expense.Insurance Premiums MAPD,1393135
FY20,Expense,General Government,Employee Hospital Ins,Health Insurance Fund,Other Services and Charges,Administration Expense.Individual Stop Loss Payment,465165
FY20,Expense,General Government,Employee Hospital Ins,Health Insurance Fund,Other Services and Charges,Administration Expense.Aggregate Stop Loss Payment,37649
FY20,Expense,General Government,Employee Hospital Ins,Health Insurance Fund,Other Services and Charges,Administration Expense.Affordable Care Act Expenses,2940
FY20,Expense,General Government,Employee Dental Ins,Dental Insurance Fund,Other Services and Charges,Claims Expense.Claims Expense,365565
FY20,Expense,General Government,Liability Ins Claims,General Liability Fund,Other Services and Charges,Claims Expense.Claims Expense,165000
FY20,Expense,General Government,Property Ins Claims,Property Insurance Fund,Other Services and Charges,Claims Expense.Claims Expense,4000
FY20,Expense,General Government,Fleet Insurance Claims,Fleet Insurance Fund,Other Services and Charges,Claims Expense.Claims Expense,58500
FY20,Expense,General Government,W/C Insurance Claims,Workers' Compensation Fund,Other Services and Charges,Claims Expense.Medical Claims ,532195
FY20,Expense,General Government,Employee Hospital Ins,Health Insurance Fund,Other Services and Charges,Claims Expense.Medical Claims ,6222276
FY20,Expense,General Government,Employee Hospital Ins,Health Insurance Fund,Other Services and Charges,Claims Expense.Prescription Claims,1205366
FY20,Expense,General Government,Employee Hospital Ins,Health Insurance Fund,Other Services and Charges,Claims Expense.Incentive,500
FY20,Expense,Wastewater Utility,GVRBA Operations-Land Appl,Sewer Fund,Other Services and Charges,Public Utilities.Public Utilities,114000
FY20,Expense,Public Works,Yard Waste Disposal,Solid Waste Disposal Fund,Other Services and Charges,Public Utilities.Public Utilities,1000
FY20,Expense,Water Utility,T and D - Pipeline to Gezon,Water Fund,Other Services and Charges,Public Utilities.Public Utilities,1400
FY20,Expense,Public Works,Building,Motor Pool Fund,Other Services and Charges,Public Utilities.Public Utilities,100000
FY20,Expense,Facilities,Facilities Maintenance,General Fund,Other Services and Charges,Public Utilities.Public Utilities,114000
FY20,Expense,Police,Building ,General Fund,Other Services and Charges,Public Utilities.Public Utilities,137178
FY20,Expense,Fire,Buildings,General Fund,Other Services and Charges,Public Utilities.Public Utilities,86109
FY20,Expense,Fire,Civil Defense,General Fund,Other Services and Charges,Public Utilities.Public Utilities,2100
FY20,Expense,Public Works,Public Works - Street Lighting,General Fund,Other Services and Charges,Public Utilities.Public Utilities,950000
FY20,Expense,Public Works,Street Maintenance,Major Streets Fund,Other Services and Charges,Public Utilities.Public Utilities,27000
FY20,Expense,Public Works,Traffic Services,Major Streets Fund,Other Services and Charges,Public Utilities.Public Utilities,45800
FY20,Expense,Public Works,Street Maintenance,Local Streets Fund,Other Services and Charges,Public Utilities.Public Utilities,4000
FY20,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Other Services and Charges,Public Utilities.Public Utilities,129600
FY20,Expense,Parks and Recreation,Parks and Rec - Senior Center,Parks and Recreation Fund,Other Services and Charges,Public Utilities.Public Utilities,33700
FY20,Expense,Public Works,Transmission,Sewer Fund,Other Services and Charges,Public Utilities.Public Utilities,25000
FY20,Expense,Wastewater Utility,Treatment,Sewer Fund,Other Services and Charges,Public Utilities.Public Utilities,1263863
FY20,Expense,Water Utility,Pumping and Treatment,Water Fund,Other Services and Charges,Public Utilities.Public Utilities,2031352
FY20,Expense,Water Utility,T and D - Storage/E of Gezon,Water Fund,Other Services and Charges,Public Utilities.Public Utilities,1100
FY20,Expense,Water Utility,T and  D - Gezon Station,Water Fund,Other Services and Charges,Public Utilities.Public Utilities,305583
FY20,Expense,Water Utility,T and D - Storage/W of Gezon,Water Fund,Other Services and Charges,Public Utilities.Public Utilities,15000
FY20,Expense,Wastewater Utility,GVRBA Operations-Pump House,Sewer Fund,Other Services and Charges,Public Utilities.Public Utilities,14500
FY20,Expense,District Court,Building,General Fund,Other Services and Charges,Public Utilities.Public Utilities,79920
FY20,Expense,Facilities,Facilities Maintenance,Library Maint & Capital Fund,Other Services and Charges,Public Utilities.Public Utilities,120980
FY20,Expense,Water Utility,Pumping and Treatment,Water Fund,Other Services and Charges,Sludge Disposal.Sludge Disposal,88660
FY20,Expense,Wastewater Utility,Treatment,Sewer Fund,Other Services and Charges,Sludge Disposal.Sludge Disposal,3480000
FY20,Expense,Wastewater Utility,Treatment,Sewer Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,359000
FY20,Expense,Public Works,Transmission,Sewer Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,358365
FY20,Expense,Water Utility,T and D - Storage/W of Gezon,Water Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,3003
FY20,Expense,Water Utility,T and D - Pipeline to Gezon,Water Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,18000
FY20,Expense,Wastewater Utility,Industrial Pretreatment,Sewer Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,1520
FY20,Expense,Water Utility,T and D - Storage/E of Gezon,Water Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,1500
FY20,Expense,Water Utility,T and  D - Gezon Station,Water Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,28501
FY20,Expense,Water Utility,Pumping and Treatment,Water Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,200783
FY20,Expense,Public Works,Snow Removal,Sidewalk Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,330000
FY20,Expense,Water Utility,Customer Accounting,Water Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,1000
FY20,Expense,Water Utility,T and D - Meters,Water Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,2000
FY20,Expense,Water Utility,T and D - Pipeline Meters,Water Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,4500
FY20,Expense,Public Works,Equipment Operations,Motor Pool Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,200420
FY20,Expense,Public Works,Building,Motor Pool Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,118860
FY20,Expense,Fire,Civil Defense,General Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,6175
FY20,Expense,Fire,Buildings,General Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,70974
FY20,Expense,Public Works,Winter Maintenance,Major Streets Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,6000
FY20,Expense,Public Works,Traffic Services,Major Streets Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,120050
FY20,Expense,Public Works,Street Maintenance,Local Streets Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,200000
FY20,Expense,Public Works,Street Maintenance,Major Streets Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,428660
FY20,Expense,Public Works,Winter Maintenance,Local Streets Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,130000
FY20,Expense,Public Works,Traffic Services,Local Streets Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,600
FY20,Expense,Parks and Recreation,Parks and Rec Administration,Parks and Recreation Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,2100
FY20,Expense,Public Works,Sidewalk Repair,Sidewalk Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,31500
FY20,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,67250
FY20,Expense,Parks and Recreation,Parks and Rec - Senior Center,Parks and Recreation Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,27670
FY20,Expense,City Clerk,City Clerk - Election,General Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,500
FY20,Expense,District Court,District Court,General Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,2000
FY20,Expense,Finance,Accounting,General Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,1600
FY20,Expense,Finance,Treasurer,General Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,500
FY20,Expense,Police,Forensic Science Unit,General Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,9400
FY20,Expense,Police,Patrol,General Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,15602
FY20,Expense,Fire,Fighting,General Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,8050
FY20,Expense,Police,Communications/Dispatch,General Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,6700
FY20,Expense,Police,Senior Volunteer,General Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,250
FY20,Expense,Police,Administration Services,General Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,500
FY20,Expense,Police,Building ,General Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,98158
FY20,Expense,Police,Records Management,General Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,1500
FY20,Expense,Police,Detective Bureau,General Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,5000
FY20,Expense,Information Technology,Information Technology,General Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,13000
FY20,Expense,Facilities,Facilities Maintenance,General Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,56530
FY20,Expense,Purchasing,Central Services,General Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,6500
FY20,Expense,Public Works,T and D - Services,Water Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,115000
FY20,Expense,Wastewater Utility,GVRBA Operations-Land Appl,Sewer Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,23301
FY20,Expense,Public Works,T and D - Mains,Water Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,155805
FY20,Expense,Wastewater Utility,GVRBA Operations-Pump House,Sewer Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,1950
FY20,Expense,Public Works,Yard Waste Disposal,Solid Waste Disposal Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,6300
FY20,Expense,Water Utility,Pumping&Treatment - Lab Services,Water Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,23250
FY20,Expense,Wastewater Utility,Treatment - Lab Services,Sewer Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,69000
FY20,Expense,District Court,Building,General Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,128990
FY20,Expense,Public Works,Administration,Capital Improvement Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,400
FY20,Expense,Public Works,Installation of Service,Water Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,500
FY20,Expense,Facilities,Facilities Maintenance,Library Maint & Capital Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,98660
FY20,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Other Services and Charges,Weed Cutting.Weed Cutting,7500
FY20,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Other Services and Charges,Payment.Property Maintenance,11000
FY20,Expense,Wastewater Utility,Administration Services,Sewer Fund,Other Services and Charges,Payment.In Lieu Of Taxes,253391
FY20,Expense,Water Utility,Administration,Water Fund,Other Services and Charges,Payment.In Lieu Of Taxes,55827
FY20,Expense,Public Works,Yard Waste Disposal,Solid Waste Disposal Fund,Other Services and Charges,Rentals.Rentals,2500
FY20,Expense,Water Utility,Pumping and Treatment,Water Fund,Other Services and Charges,Rentals.Rentals,2500
FY20,Expense,Public Works,Transmission,Sewer Fund,Other Services and Charges,Rentals.Rentals,2000
FY20,Expense,Wastewater Utility,Treatment,Sewer Fund,Other Services and Charges,Rentals.Rentals,1500
FY20,Expense,Public Works,Building,Motor Pool Fund,Other Services and Charges,Rentals.Rentals,780
FY20,Expense,Purchasing,Central Services,General Fund,Other Services and Charges,Rentals.Rentals,1545
FY20,Expense,Police,Records Management,General Fund,Other Services and Charges,Rentals.Rentals,800
FY20,Expense,City Clerk,City Clerk - Election,General Fund,Other Services and Charges,Rentals.Rentals,3400
FY20,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Other Services and Charges,Rentals.Rentals,500
FY20,Expense,Public Works,Street Maintenance,Major Streets Fund,Other Services and Charges,Rentals.Rentals,5000
FY20,Expense,Public Works,Street Maintenance,Local Streets Fund,Other Services and Charges,Rentals.Rentals,2000
FY20,Expense,Public Works,T and D - Mains,Water Fund,Other Services and Charges,Rentals.Rentals,3000
FY20,Expense,Water Utility,Customer Accounting,Water Fund,Other Services and Charges,Rentals.City Hall Office Space,10790
FY20,Expense,Parks and Recreation,Parks and Rec Administration,Parks and Recreation Fund,Other Services and Charges,Rentals.City Hall Office Space,30890
FY20,Expense,Permits,Permits,Building Inspection Fund,Other Services and Charges,Rentals.City Hall Office Space,8175
FY20,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Other Services and Charges,Rentals.City Hall Office Space,8175
FY20,Expense,Permits,Zoning and Other Programs,Building Inspection Fund,Other Services and Charges,Rentals.City Hall Office Space,8175
FY20,Expense,Permits,Rental Program,Building Inspection Fund,Other Services and Charges,Rentals.City Hall Office Space,8175
FY20,Expense,Public Works,Traffic Services,Local Streets Fund,Other Services and Charges,Rentals.Motor Pool Building,13390
FY20,Expense,Public Works,Winter Maintenance,Local Streets Fund,Other Services and Charges,Rentals.Motor Pool Building,19734
FY20,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Other Services and Charges,Rentals.Motor Pool Building,41400
FY20,Expense,Public Works,Traffic Services,Major Streets Fund,Other Services and Charges,Rentals.Motor Pool Building,20083
FY20,Expense,Public Works,Winter Maintenance,Major Streets Fund,Other Services and Charges,Rentals.Motor Pool Building,24643
FY20,Expense,Public Works,Street Maintenance,Local Streets Fund,Other Services and Charges,Rentals.Motor Pool Building,24944
FY20,Expense,Public Works,Street Maintenance,Major Streets Fund,Other Services and Charges,Rentals.Motor Pool Building,36413
FY20,Expense,Police,Patrol,General Fund,Other Services and Charges,Rentals.Motor Pool Building,6252
FY20,Expense,Public Works,Transmission,Sewer Fund,Other Services and Charges,Rentals.Motor Pool Building,40638
FY20,Expense,Public Works,Installation of Service,Water Fund,Other Services and Charges,Rentals.Motor Pool Building,156
FY20,Expense,Public Works,T and D - Services,Water Fund,Other Services and Charges,Rentals.Motor Pool Building,42101
FY20,Expense,Public Works,T and D - Hydrants,Water Fund,Other Services and Charges,Rentals.Motor Pool Building,3432
FY20,Expense,Public Works,T and D - Mains,Water Fund,Other Services and Charges,Rentals.Motor Pool Building,41156
FY20,Expense,Public Works,T and D - Mains,Water Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,95220
FY20,Expense,Public Works,T and D - Hydrants,Water Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,18000
FY20,Expense,Public Works,T and D - Services,Water Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,115000
FY20,Expense,Wastewater Utility,GVRBA Operations-Land Appl,Sewer Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,2271
FY20,Expense,Public Works,Installation of Service,Water Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,2500
FY20,Expense,Water Utility,T and D - Pipeline Meters,Water Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,2196
FY20,Expense,Water Utility,T and D - Meters,Water Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,25000
FY20,Expense,Public Works,Transmission,Sewer Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,67510
FY20,Expense,Wastewater Utility,Treatment,Sewer Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,67801
FY20,Expense,Water Utility,T and D - Pipeline to Gezon,Water Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,6169
FY20,Expense,Wastewater Utility,Industrial Pretreatment,Sewer Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,25846
FY20,Expense,Water Utility,T and  D - Gezon Station,Water Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,4788
FY20,Expense,Water Utility,Pumping and Treatment,Water Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,58767
FY20,Expense,Police,Patrol,General Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,312500
FY20,Expense,Police,Forensic Science Unit,General Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,14000
FY20,Expense,Fire,Fighting,General Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,410500
FY20,Expense,Fire,Administration Services,General Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,16200
FY20,Expense,Police,Senior Volunteer,General Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,2400
FY20,Expense,Police,Building ,General Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,3700
FY20,Expense,Police,Administration Services,General Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,19000
FY20,Expense,Police,Detective Bureau,General Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,47000
FY20,Expense,Facilities,Facilities Maintenance,General Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,14200
FY20,Expense,Information Technology,Information Technology,General Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,3300
FY20,Expense,Assessor,Assessor,General Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,3200
FY20,Expense,City Manager,City Manager,General Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,5000
FY20,Expense,Public Works,Street Maintenance,Major Streets Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,173190
FY20,Expense,Public Works,Street Maintenance,Local Streets Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,80000
FY20,Expense,Public Works,Winter Maintenance,Major Streets Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,130000
FY20,Expense,Public Works,Traffic Services,Major Streets Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,71900
FY20,Expense,Fire,Prevention,General Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,6597
FY20,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,180000
FY20,Expense,Public Works,Sidewalk Repair,Sidewalk Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,6000
FY20,Expense,Public Works,Yard Waste Disposal,Solid Waste Disposal Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,81450
FY20,Expense,Public Works,Winter Maintenance,Local Streets Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,105000
FY20,Expense,Public Works,Traffic Services,Local Streets Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,20000
FY20,Expense,Parks and Recreation,Parks and Rec Administration,Parks and Recreation Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,6720
FY20,Expense,Facilities,Facilities Maintenance,Library Maint & Capital Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,10000
FY20,Expense,Planning,Rehabilitation 2020,Community Development Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,1000
FY20,Expense,Public Works,Administration,Capital Improvement Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,23200
FY20,Expense,Permits,Rental Program,Building Inspection Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,7100
FY20,Expense,Permits,Code Enforcement - CDBG Eligible,Building Inspection Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,3700
FY20,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,7705
FY20,Expense,Wastewater Utility,Treatment - Lab Services,Sewer Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,2654
FY20,Expense,Water Utility,Pumping&Treatment - Lab Services,Water Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,7620
FY20,Expense,Fire,Fighting - Dual Empl. Reserves,General Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,2500
FY20,Expense,Permits,Permits,Building Inspection Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,20752
FY20,Expense,Permits,Permits,Building Inspection Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,6300
FY20,Expense,Fire,Fighting - Dual Empl. Reserves,General Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,300
FY20,Expense,Water Utility,Pumping&Treatment - Lab Services,Water Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,1000
FY20,Expense,Wastewater Utility,Treatment - Lab Services,Sewer Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,250
FY20,Expense,Permits,Code Enforcement - CDBG Eligible,Building Inspection Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,1150
FY20,Expense,Permits,Rental Program,Building Inspection Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,2200
FY20,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,2360
FY20,Expense,Public Works,Administration,Capital Improvement Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,5600
FY20,Expense,Planning,Rehabilitation 2020,Community Development Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,500
FY20,Expense,Facilities,Facilities Maintenance,Library Maint & Capital Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,3500
FY20,Expense,Parks and Recreation,Parks and Rec Administration,Parks and Recreation Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,650
FY20,Expense,Public Works,Traffic Services,Local Streets Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,5000
FY20,Expense,Public Works,Winter Maintenance,Local Streets Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,110000
FY20,Expense,Public Works,Yard Waste Disposal,Solid Waste Disposal Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,40350
FY20,Expense,Public Works,Sidewalk Repair,Sidewalk Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,4000
FY20,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,55000
FY20,Expense,Fire,Prevention,General Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,1000
FY20,Expense,Public Works,Traffic Services,Major Streets Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,22700
FY20,Expense,Public Works,Winter Maintenance,Major Streets Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,130000
FY20,Expense,Public Works,Street Maintenance,Local Streets Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,35000
FY20,Expense,Public Works,Street Maintenance,Major Streets Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,60770
FY20,Expense,City Manager,City Manager,General Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,3000
FY20,Expense,Assessor,Assessor,General Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,500
FY20,Expense,Information Technology,Information Technology,General Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,500
FY20,Expense,Facilities,Facilities Maintenance,General Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,3500
FY20,Expense,Police,Detective Bureau,General Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,10000
FY20,Expense,Police,Administration Services,General Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,1700
FY20,Expense,Police,Building ,General Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,2000
FY20,Expense,Police,Senior Volunteer,General Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,2500
FY20,Expense,Fire,Administration Services,General Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,1500
FY20,Expense,Fire,Fighting,General Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,88500
FY20,Expense,Police,Forensic Science Unit,General Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,3000
FY20,Expense,Police,Patrol,General Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,190000
FY20,Expense,Water Utility,Pumping and Treatment,Water Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,8500
FY20,Expense,Water Utility,T and  D - Gezon Station,Water Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,2220
FY20,Expense,Wastewater Utility,Industrial Pretreatment,Sewer Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,2150
FY20,Expense,Water Utility,T and D - Pipeline to Gezon,Water Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,500
FY20,Expense,Wastewater Utility,Treatment,Sewer Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,6500
FY20,Expense,Public Works,Transmission,Sewer Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,41330
FY20,Expense,Water Utility,T and D - Meters,Water Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,7000
FY20,Expense,Water Utility,T and D - Pipeline Meters,Water Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,360
FY20,Expense,Public Works,Installation of Service,Water Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,1200
FY20,Expense,Wastewater Utility,GVRBA Operations-Land Appl,Sewer Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,500
FY20,Expense,Public Works,T and D - Services,Water Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,70000
FY20,Expense,Public Works,T and D - Hydrants,Water Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,6000
