budget_year,department,fund_code,account_type,amount,account_category
2019,Water Utility,591,Expense,58590,Other Services and Charges
2019,Water Utility,591,Expense,7620,Other Services and Charges
2019,Water Utility,591,Expense,750,Other Services and Charges
2019,Water Utility,591,Expense,8500,Other Services and Charges
2019,Water Utility,591,Expense,500,Other Services and Charges
2019,Water Utility,591,Expense,7000,Other Services and Charges
2019,Water Utility,591,Expense,360,Other Services and Charges
2019,Public Works,591,Expense,1200,Other Services and Charges
2019,Public Works,591,Expense,75000,Other Services and Charges
2019,Public Works,591,Expense,6000,Other Services and Charges
2019,Public Works,591,Expense,45000,Other Services and Charges
2019,Public Works,591,Expense,17000,Other Services and Charges
2019,Public Works,591,Expense,5000,Other Services and Charges
2019,Public Works,591,Expense,19000,Other Services and Charges
2019,Public Works,591,Expense,250,Other Services and Charges
2019,Water Utility,591,Expense,360,Other Services and Charges
2019,Water Utility,591,Expense,9000,Other Services and Charges
2019,Water Utility,591,Expense,1300,Other Services and Charges
2019,Water Utility,591,Expense,600,Other Services and Charges
2019,Water Utility,591,Expense,13200,Other Services and Charges
2019,Water Utility,591,Expense,2000,Other Services and Charges
2019,Public Works,591,Expense,2000,Other Services and Charges
2019,Public Works,591,Expense,2000,Other Services and Charges
2019,Water Utility,591,Expense,7500,Other Services and Charges
2019,Water Utility,591,Expense,0,Other Services and Charges
2019,Public Works,591,Expense,15000,Other Services and Charges
2019,Public Works,591,Expense,10000,Other Services and Charges
2019,Water Utility,591,Expense,76290,Other Services and Charges
2019,Water Utility,591,Expense,200,Other Services and Charges
2019,Water Utility,591,Expense,1000,Other Services and Charges
2019,Water Utility,591,Expense,79850,Other Services and Charges
2019,Water Utility,591,Expense,4861,Other Services and Charges
2019,Public Works,591,Expense,1525000,Capital Outlay
2019,Water Utility,591,Expense,860000,Capital Outlay
2019,Water Utility,591,Expense,0,Capital Outlay
2019,Public Works,591,Expense,6500,Capital Outlay
2019,Water Utility,591,Expense,3336369,Debt Service
2019,Water Utility,591,Expense,575000,Debt Service
2019,Water Utility,591,Expense,130700,Debt Service
2019,Water Utility,591,Expense,275000,Debt Service
2019,Water Utility,591,Expense,60000,Debt Service
2019,Water Utility,591,Expense,270000,Debt Service
2019,Water Utility,591,Expense,1175000,Debt Service
2019,Water Utility,591,Expense,23625,Debt Service
2019,Water Utility,591,Expense,-11355,Debt Service
2019,Water Utility,591,Expense,766,Debt Service
2019,Water Utility,591,Expense,10175,Debt Service
2019,Water Utility,591,Expense,-207479,Debt Service
2019,Water Utility,591,Expense,71590,Debt Service
2019,Water Utility,591,Expense,52000,Debt Service
2019,Water Utility,591,Expense,61020,Debt Service
2019,Water Utility,591,Expense,7800,Debt Service
2019,Water Utility,591,Expense,53750,Debt Service
2019,Water Utility,591,Expense,914900,Debt Service
2019,Water Utility,591,Expense,750,Debt Service
2019,Water Utility,591,Expense,750,Debt Service
2019,Water Utility,591,Expense,750,Debt Service
2019,Water Utility,591,Expense,750,Debt Service
2019,Water Utility,591,Expense,750,Debt Service
2019,Water Utility,591,Expense,90000,Transfers Out
2019,,591,Revenue,569000,Charges for Service
2019,,591,Revenue,4000,Charges for Service
2019,,591,Revenue,5480000,Charges for Service
2019,,591,Revenue,2842665,Charges for Service
2019,,591,Revenue,90000,Charges for Service
2019,,591,Revenue,310000,Charges for Service
2019,,591,Revenue,6800000,Charges for Service
2019,,591,Revenue,1500000,Charges for Service
2019,,591,Revenue,1150000,Charges for Service
2019,,591,Revenue,3100000,Charges for Service
2019,,591,Revenue,110000,Charges for Service
2019,,591,Revenue,60000,Charges for Service
2019,,591,Revenue,0,Charges for Service
2019,,591,Revenue,50000,Fines and Forfeitures
2019,,591,Revenue,120000,Fines and Forfeitures
2019,,591,Revenue,48000,Interest and Rentals
2019,,591,Revenue,135000,Interest and Rentals
2019,,591,Revenue,8000,Interest and Rentals
2019,,591,Revenue,5000,Other Revenues
2019,,591,Revenue,6000,Other Revenues
2019,,591,Revenue,60000,Other Revenues
2019,,591,Revenue,40000,Other Revenues
2019,,591,Revenue,260000,Other Revenues
2019,,592,Revenue,90000,Other Financing Sources
2019,Public Works,661,Expense,291027,Personal Services
2019,Public Works,661,Expense,56698,Personal Services
2019,Public Works,661,Expense,14546,Personal Services
2019,Public Works,661,Expense,5000,Personal Services
2019,Public Works,661,Expense,10000,Personal Services
2019,Public Works,661,Expense,5240,Personal Services
2019,Public Works,661,Expense,24111,Personal Services
2019,Public Works,661,Expense,86095,Personal Services
2019,Public Works,661,Expense,16058,Personal Services
2019,Public Works,661,Expense,76,Personal Services
2019,Public Works,661,Expense,397,Personal Services
2019,Public Works,661,Expense,74999,Personal Services
2019,Public Works,661,Expense,21966,Personal Services
2019,Public Works,661,Expense,0,Personal Services
2019,Public Works,661,Expense,14050,Personal Services
2019,Public Works,661,Expense,6389,Personal Services
2019,Public Works,661,Expense,0,Personal Services
2019,Public Works,661,Expense,13000,Personal Services
2019,Public Works,661,Expense,32000,Personal Services
2019,Public Works,661,Expense,9029,Personal Services
2019,Public Works,661,Expense,2308,Personal Services
2019,Public Works,661,Expense,0,Personal Services
2019,Public Works,661,Expense,1792,Personal Services
2019,Public Works,661,Expense,4601,Personal Services
2019,Public Works,661,Expense,19000,Supplies
2019,Public Works,661,Expense,350000,Supplies
2019,Public Works,661,Expense,5476,Supplies
2019,Public Works,661,Expense,15000,Supplies
2019,Public Works,661,Expense,400,Supplies
2019,Public Works,661,Expense,37000,Supplies
2019,Public Works,661,Expense,260000,Supplies
2019,Public Works,661,Expense,189256,Other Services and Charges
2019,Public Works,661,Expense,97710,Other Services and Charges
2019,Public Works,661,Expense,23500,Other Services and Charges
2019,Public Works,661,Expense,5000,Other Services and Charges
2019,Public Works,661,Expense,600,Other Services and Charges
2019,Public Works,661,Expense,1000,Other Services and Charges
2019,Public Works,661,Expense,5000,Other Services and Charges
2019,Public Works,661,Expense,1199,Other Services and Charges
2019,Public Works,661,Expense,6637,Other Services and Charges
2019,Public Works,661,Expense,46539,Other Services and Charges
2019,Public Works,661,Expense,2430,Other Services and Charges
2019,Public Works,661,Expense,100000,Other Services and Charges
2019,Public Works,661,Expense,200000,Other Services and Charges
2019,Public Works,661,Expense,93800,Other Services and Charges
2019,Public Works,661,Expense,780,Other Services and Charges
2019,Public Works,661,Expense,0,Other Services and Charges
2019,Public Works,661,Expense,5000,Other Services and Charges
2019,Public Works,661,Expense,1000,Other Services and Charges
2019,Public Works,661,Expense,25000,Other Services and Charges
2019,Public Works,661,Expense,1650000,Transfers Out
2019,,661,Revenue,25000,Charges for Service
2019,,661,Revenue,4900,Interest and Rentals
2019,,661,Revenue,325000,Interest and Rentals
2019,,661,Revenue,2360000,Interest and Rentals
2019,,661,Revenue,380000,Interest and Rentals
2019,,661,Revenue,410000,Interest and Rentals
2019,,661,Revenue,280000,Interest and Rentals
2019,,661,Revenue,420000,Interest and Rentals
2019,,661,Revenue,0,Other Revenues
2019,,661,Revenue,0,Other Revenues
2019,Public Works,662,Expense,110000,Capital Outlay
2019,Public Works,662,Expense,1055000,Capital Outlay
2019,Public Works,662,Expense,78000,Capital Outlay
2019,,662,Revenue,9100,Interest and Rentals
2019,,662,Revenue,140000,Other Revenues
2019,,662,Revenue,1650000,Other Financing Sources
2019,General Government,678,Expense,11138,Other Services and Charges
2019,General Government,678,Expense,330533,Other Services and Charges
2019,General Government,678,Expense,168000,Other Services and Charges
2019,,678,Revenue,523700,Charges for Service
2019,,678,Revenue,14657,Interest and Rentals
2019,General Government,679,Expense,69190,Other Services and Charges
2019,General Government,679,Expense,2816,Other Services and Charges
2019,General Government,679,Expense,28516,Other Services and Charges
2019,General Government,679,Expense,55000,Other Services and Charges
2019,,679,Revenue,45000,Charges for Service
2019,,679,Revenue,7639,Interest and Rentals
2019,General Government,680,Expense,46127,Other Services and Charges
2019,General Government,680,Expense,5262,Other Services and Charges
2019,General Government,680,Expense,193216,Other Services and Charges
2019,General Government,680,Expense,8700,Other Services and Charges
2019,,680,Revenue,138578,Charges for Service
2019,,680,Revenue,18595,Interest and Rentals
2019,General Government,681,Expense,29400,Other Services and Charges
2019,General Government,681,Expense,15000,Transfers Out
2019,,681,Revenue,30179,Charges for Service
2019,,681,Revenue,0,Interest and Rentals
2019,General Government,682,Expense,115318,Other Services and Charges
2019,General Government,682,Expense,19076,Other Services and Charges
2019,General Government,682,Expense,20000,Other Services and Charges
2019,General Government,682,Expense,60049,Other Services and Charges
2019,General Government,682,Expense,70000,Other Services and Charges
2019,General Government,682,Expense,480000,Other Services and Charges
2019,General Government,682,Expense,0,Other Services and Charges
2019,General Government,682,Expense,0,Other Services and Charges
2019,General Government,682,Expense,0,Other Services and Charges
2019,General Government,682,Expense,0,Other Services and Charges
2019,General Government,682,Expense,0,Other Services and Charges
2019,General Government,682,Expense,0,Other Services and Charges
2019,General Government,682,Expense,0,Other Services and Charges
2019,General Government,682,Expense,0,Other Services and Charges
2019,General Government,682,Expense,0,Other Services and Charges
2019,General Government,682,Expense,0,Other Services and Charges
2019,General Government,682,Expense,0,Other Services and Charges
2019,General Government,682,Expense,0,Other Services and Charges
2019,General Government,682,Expense,0,Other Services and Charges
2019,General Government,682,Expense,0,Other Services and Charges
2019,General Government,682,Expense,0,Other Services and Charges
2019,,682,Revenue,649917,Charges for Service
2019,,682,Revenue,22318,Interest and Rentals
2019,General Government,683,Expense,201474,Other Services and Charges
2019,General Government,683,Expense,220859,Other Services and Charges
2019,General Government,683,Expense,44310,Other Services and Charges
2019,General Government,683,Expense,71580,Other Services and Charges
2019,General Government,683,Expense,1392637,Other Services and Charges
2019,General Government,683,Expense,401067,Other Services and Charges
2019,General Government,683,Expense,31642,Other Services and Charges
2019,General Government,683,Expense,58594,Other Services and Charges
2019,General Government,683,Expense,2406,Other Services and Charges
2019,General Government,683,Expense,4044413,Other Services and Charges
2019,General Government,683,Expense,1814981,Other Services and Charges
2019,General Government,683,Expense,0,Other Services and Charges
2019,General Government,683,Expense,5000,Other Services and Charges
2019,General Government,683,Expense,3500,Other Services and Charges
2019,,683,Revenue,7800712,Charges for Service
2019,,683,Revenue,1007585,Charges for Service
2019,,683,Revenue,0,Charges for Service
2019,,683,Revenue,76368,Charges for Service
2019,,683,Revenue,0,Charges for Service
2019,,683,Revenue,44116,Interest and Rentals
2019,General Government,684,Expense,8846,Other Services and Charges
2019,General Government,684,Expense,40365,Other Services and Charges
2019,General Government,684,Expense,1200,Other Services and Charges
2019,General Government,684,Expense,3447,Other Services and Charges
2019,General Government,684,Expense,344749,Other Services and Charges
2019,,684,Revenue,464654,Charges for Service
2019,,684,Revenue,4000,Charges for Service
2019,,684,Revenue,4928,Interest and Rentals
2019,General Government,731,Expense,15000,Other Services and Charges
2019,General Government,731,Expense,58295,Other Services and Charges
2019,General Government,731,Expense,4000,Other Services and Charges
2019,General Government,731,Expense,2060000,Other Services and Charges
2019,General Government,731,Expense,154578,Other Services and Charges
2019,General Government,731,Expense,3177225,Other Services and Charges
2019,General Government,731,Expense,1213125,Other Services and Charges
2019,General Government,731,Expense,2277500,Other Services and Charges
2019,General Government,731,Expense,2811900,Other Services and Charges
2019,General Government,731,Expense,35000,Other Services and Charges
2019,General Government,731,Expense,61000,Other Services and Charges
2019,General Government,731,Expense,166500,Other Services and Charges
2019,General Government,731,Expense,136350,Other Services and Charges
2019,General Government,731,Expense,188000,Other Services and Charges
2019,General Government,731,Expense,13400,Other Services and Charges
2019,General Government,731,Expense,17345,Other Services and Charges
2019,General Government,731,Expense,0,Transfers Out
2019,,731,Revenue,9000000,Other Revenues
2019,,731,Revenue,577000,Contributions from Local Units
2019,,731,Revenue,654658,Contributions from Local Units
2019,,731,Revenue,578586,Contributions from Local Units
2019,,731,Revenue,802129,Contributions from Local Units
2019,,731,Revenue,1230606,Contributions from Local Units
2019,,731,Revenue,362310,Contributions from Local Units
2019,,731,Revenue,2612561,Interest and Rentals
2019,,731,Revenue,67017,Other Revenues
2019,,731,Revenue,141850,Other Revenues
2019,,731,Revenue,74500,Other Revenues
2019,,731,Revenue,88600,Other Revenues
2019,,731,Revenue,23800,Other Revenues
2019,,731,Revenue,18500,Other Revenues
2019,,731,Revenue,30500,Other Revenues
2019,,731,Revenue,20000,Other Revenues
2019,,731,Revenue,15000,Other Revenues
2019,,731,Revenue,0,Other Financing Sources
2019,General Government,732,Expense,39000,Other Services and Charges
2019,General Government,732,Expense,5000,Other Services and Charges
2019,General Government,732,Expense,594500,Other Services and Charges
2019,General Government,732,Expense,266900,Other Services and Charges
2019,General Government,732,Expense,628000,Other Services and Charges
2019,General Government,732,Expense,549700,Other Services and Charges
2019,General Government,732,Expense,749100,Other Services and Charges
2019,General Government,732,Expense,139725,Other Services and Charges
2019,General Government,732,Expense,3060,Other Services and Charges
2019,,732,Revenue,1970000,Other Revenues
2019,,732,Revenue,688000,Contributions from Local Units
2019,,732,Revenue,610000,Contributions from Local Units
2019,,732,Revenue,526000,Contributions from Local Units
2019,,732,Revenue,1165000,Contributions from Local Units
2019,,732,Revenue,650000,Contributions from Local Units
2019,,732,Revenue,177000,Contributions from Local Units
2019,,732,Revenue,0,Interest and Rentals
2019,,732,Revenue,0,Other Revenues
2019,General Government,800,Expense,63825,Other Services and Charges
2019,General Government,800,Expense,50000,Capital Outlay
2019,,800,Revenue,14935,Taxes
2019,,800,Revenue,8500,Interest and Rentals
2019,,800,Revenue,309190,Other Revenues
2019,General Government,995,Expense,200,Supplies
2019,General Government,995,Expense,1000,Other Services and Charges
2019,General Government,995,Expense,1000,Other Services and Charges
2019,General Government,995,Expense,1500,Other Services and Charges
2019,General Government,995,Expense,300,Other Services and Charges
2019,General Government,995,Expense,18000,Other Services and Charges
2019,General Government,995,Expense,27000,Other Services and Charges
2019,General Government,995,Expense,5000,Other Services and Charges
2019,General Government,995,Expense,5000,Other Services and Charges
2019,General Government,995,Expense,2500,Other Services and Charges
2019,General Government,995,Expense,3500,Other Services and Charges
2019,General Government,995,Expense,10000,Other Services and Charges
2019,General Government,995,Expense,25000,Transfers Out
2019,,995,Revenue,100000,Taxes
2019,,995,Revenue,0,Interest and Rentals
2019,General Government,996,Expense,9000,Other Services and Charges
2019,General Government,996,Expense,16544,Other Services and Charges
2019,General Government,996,Expense,5000,Other Services and Charges
2019,General Government,996,Expense,81000,Other Services and Charges
2019,General Government,996,Expense,25000,Transfers Out
2019,,996,Revenue,86000,Taxes
2019,,996,Revenue,0,Interest and Rentals
2019,General Government,998,Expense,0,Supplies
2019,General Government,998,Expense,7500,Supplies
2019,General Government,998,Expense,0,Other Services and Charges
2019,General Government,998,Expense,0,Other Services and Charges
2019,General Government,998,Expense,500,Other Services and Charges
2019,General Government,998,Expense,500,Other Services and Charges
2019,General Government,998,Expense,1000,Other Services and Charges
2019,General Government,998,Expense,2500,Other Services and Charges
2019,General Government,998,Expense,6000,Other Services and Charges
2019,General Government,998,Expense,7500,Other Services and Charges
2019,General Government,998,Revenue,0,Federal Grants
2019,General Government,998,Revenue,0,Other Revenues
2019,General Government,998,Revenue,0,Charges for Service
2019,,998,Revenue,250,Interest and Rentals
2019,,998,Revenue,0,Other Revenues
2019,General Government,998,Revenue,0,Other Revenues
2019,,998,Revenue,2000,Other Revenues
2019,,998,Revenue,10000,Other Revenues
2019,,998,Revenue,3000,Other Revenues
