budget_year,department,fund_code,account_type,account_category,amount
FY19,Information Technology,101,Expense,Personal Services,170307
FY19,Public Works,203,Expense,Other Services and Charges,171500
FY19,Police,101,Expense,Personal Services,172158
FY19,Public Works,202,Expense,Other Services and Charges,175000
FY19,District Court,101,Expense,Personal Services,175248
FY19,Wastewater Utility,590,Expense,Supplies,176350
FY19,Parks and Recreation,208,Expense,Personal Services,177000
FY19,,732,Revenue,Contributions from Local Units,177000
FY19,Parks and Recreation,208,Expense,Other Services and Charges,180000
FY19,,101,Revenue,Taxes,180800
FY19,Police,101,Expense,Personal Services,181007
FY19,Water Utility,591,Expense,Other Services and Charges,181470
FY19,Fire,101,Expense,Personal Services,184182
FY19,Public Works,203,Expense,Personal Services,185157
FY19,General Government,731,Expense,Other Services and Charges,188000
FY19,Public Works,661,Expense,Other Services and Charges,189256
FY19,Police,101,Expense,Other Services and Charges,190000
FY19,Water Utility,591,Expense,Supplies,191000
FY19,Wastewater Utility,590,Expense,Supplies,191500
FY19,General Government,680,Expense,Other Services and Charges,193216
FY19,Wastewater Utility,590,Expense,Other Services and Charges,195430
FY19,Finance,101,Expense,Personal Services,195457
FY19,Public Works,661,Expense,Other Services and Charges,200000
FY19,Public Works,202,Expense,Personal Services,200157
FY19,Water Utility,591,Expense,Personal Services,200915
FY19,General Government,683,Expense,Other Services and Charges,201474
FY19,Parks and Recreation,208,Expense,Personal Services,202487
FY19,Parks and Recreation,208,Expense,Personal Services,207607
FY19,,101,Revenue,Contributions from Local Units,209353
FY19,Water Utility,591,Expense,Personal Services,210769
FY19,District Court,101,Expense,Personal Services,212748
FY19,Police,101,Expense,Personal Services,215828
FY19,Water Utility,591,Expense,Other Services and Charges,217212
FY19,General Government,683,Expense,Other Services and Charges,220859
FY19,District Court,101,Expense,Personal Services,226199
FY19,Public Works,400,Expense,Other Services and Charges,230386
FY19,Water Utility,591,Expense,Personal Services,231648
FY19,Attorney,101,Expense,Other Services and Charges,235000
FY19,Planning,101,Expense,Personal Services,235594
FY19,Wastewater Utility,590,Expense,Supplies,237570
FY19,Wastewater Utility,590,Expense,Other Services and Charges,239065
FY19,,101,Revenue,Taxes,242264
FY19,District Court,101,Expense,Personal Services,246495
FY19,Public Works,202,Expense,Supplies,249200
FY19,,202,Revenue,Licenses and Permits,250000
FY19,,591,Revenue,Other Revenues,260000
FY19,Public Works,661,Expense,Supplies,260000
FY19,Wastewater Utility,590,Expense,Personal Services,262990
FY19,,249,Revenue,Licenses and Permits,263775
FY19,Public Works,202,Expense,Personal Services,266555
FY19,General Government,732,Expense,Other Services and Charges,266900
FY19,Water Utility,591,Expense,Debt Service,270000
FY19,City Clerk,101,Expense,Personal Services,272046
FY19,Water Utility,591,Expense,Debt Service,275000
FY19,,661,Revenue,Interest and Rentals,280000
FY19,Wastewater Utility,590,Expense,Personal Services,286606
FY19,Public Works,590,Expense,Personal Services,287350
FY19,Public Works,591,Expense,Personal Services,288186
FY19,Public Works,202,Expense,Other Services and Charges,289616
FY19,Police,101,Expense,Personal Services,290874
FY19,Public Works,661,Expense,Personal Services,291027
FY19,Wastewater Utility,590,Expense,Personal Services,297599
FY19,Fire,101,Expense,Personal Services,300000
FY19,,101,Revenue,Taxes,302230
FY19,Wastewater Utility,590,Expense,Debt Service,305000
FY19,,211,Revenue,Taxes,306000
FY19,,800,Revenue,Other Revenues,309190
FY19,,591,Revenue,Charges for Service,310000
FY19,Police,101,Expense,Other Services and Charges,310625
FY19,Water Utility,591,Expense,Other Services and Charges,311145
FY19,Parks and Recreation,208,Expense,Other Services and Charges,312466
FY19,Wastewater Utility,590,Expense,Personal Services,319477
FY19,Public Works,211,Expense,Other Services and Charges,320000
FY19,Water Utility,591,Expense,Personal Services,323354
FY19,,661,Revenue,Interest and Rentals,325000
FY19,Public Works,591,Expense,Personal Services,327428
FY19,Wastewater Utility,590,Expense,Other Services and Charges,329000
FY19,Water Utility,591,Expense,Personal Services,329887
FY19,Finance,320,Expense,Debt Service,330000
FY19,General Government,678,Expense,Other Services and Charges,330533
FY19,Information Technology,101,Expense,Other Services and Charges,330855
FY19,Permits,249,Expense,Personal Services,341193
FY19,General Government,684,Expense,Other Services and Charges,344749
FY19,Public Works,661,Expense,Supplies,350000
FY19,Assessor,101,Expense,Personal Services,352940
FY19,Public Works,202,Expense,Other Services and Charges,357000
FY19,Public Works,590,Expense,Other Services and Charges,359000
FY19,Police,101,Expense,Personal Services,360082
FY19,,731,Revenue,Contributions from Local Units,362310
FY19,Police,101,Expense,Other Services and Charges,365692
FY19,Police,101,Expense,Personal Services,374074
FY19,Fire,101,Expense,Other Services and Charges,375000
FY19,,661,Revenue,Interest and Rentals,380000
FY19,Police,101,Expense,Personal Services,385195
FY19,Public Works,230,Expense,Other Services and Charges,397000
FY19,Public Works,400,Expense,Capital Outlay,400000
FY19,,590,Revenue,Charges for Service,400000
FY19,General Government,683,Expense,Other Services and Charges,401067
FY19,,661,Revenue,Interest and Rentals,410000
FY19,Police,101,Expense,Personal Services,415000
FY19,,590,Revenue,Contributions from Local Units,417000
FY19,,661,Revenue,Interest and Rentals,420000
FY19,,320,Revenue,Other Financing Sources,422163
FY19,Public Works,400,Expense,Transfers Out,422165
FY19,Police,101,Expense,Personal Services,461772
FY19,,684,Revenue,Charges for Service,464654
FY19,General Government,256,Revenue,Federal Grants,479426
FY19,General Government,682,Expense,Other Services and Charges,480000
FY19,Finance,101,Expense,Personal Services,496242
FY19,Fire,101,Expense,Personal Services,511482
FY19,Parks and Recreation,208,Expense,Personal Services,514821
FY19,,678,Revenue,Charges for Service,523700
FY19,,732,Revenue,Contributions from Local Units,526000
FY19,General Government,732,Expense,Other Services and Charges,549700
FY19,Public Works,400,Expense,Other Services and Charges,549997
FY19,Wastewater Utility,590,Expense,Other Services and Charges,569000
FY19,,591,Revenue,Charges for Service,569000
FY19,Fire,101,Expense,Personal Services,570993
FY19,Police,101,Expense,Other Services and Charges,575000
FY19,Water Utility,591,Expense,Debt Service,575000
FY19,,731,Revenue,Contributions from Local Units,577000
FY19,,731,Revenue,Contributions from Local Units,578586
FY19,Information Technology,101,Expense,Personal Services,587092
FY19,General Government,732,Expense,Other Services and Charges,594500
FY19,Finance,101,Expense,Other Services and Charges,600000
FY19,,732,Revenue,Contributions from Local Units,610000
FY19,,101,Revenue,State Grants,627126
FY19,General Government,732,Expense,Other Services and Charges,628000
FY19,City Manager,101,Expense,Personal Services,640559
FY19,,682,Revenue,Charges for Service,649917
FY19,,732,Revenue,Contributions from Local Units,650000
FY19,,731,Revenue,Contributions from Local Units,654658
FY19,District Court,101,Expense,Personal Services,666081
FY19,,732,Revenue,Contributions from Local Units,688000
FY19,Water Utility,591,Expense,Supplies,691440
FY19,,249,Revenue,Licenses and Permits,726530
FY19,General Government,732,Expense,Other Services and Charges,749100
FY19,,401,Revenue,Taxes,757000
FY19,Public Works,101,Expense,Other Services and Charges,770000
FY19,Public Works,590,Expense,Capital Outlay,800000
FY19,,731,Revenue,Contributions from Local Units,802129
FY19,,230,Revenue,Taxes,820000
FY19,Police,101,Expense,Personal Services,841770
FY19,Water Utility,591,Expense,Capital Outlay,860000
FY19,Wastewater Utility,590,Expense,Debt Service,898050
FY19,Wastewater Utility,590,Expense,Capital Outlay,910000
FY19,Water Utility,591,Expense,Debt Service,914900
FY19,Wastewater Utility,590,Expense,Other Services and Charges,932362
FY19,,101,Revenue,Taxes,950000
FY19,,683,Revenue,Charges for Service,1007585
FY19,Police,101,Expense,Personal Services,1053859
FY19,Public Works,662,Expense,Capital Outlay,1055000
FY19,,590,Revenue,Charges for Service,1100000
FY19,Water Utility,591,Expense,Other Services and Charges,1117831
FY19,,591,Revenue,Charges for Service,1150000
FY19,,732,Revenue,Contributions from Local Units,1165000
FY19,Wastewater Utility,590,Expense,Personal Services,1173932
FY19,Water Utility,591,Expense,Debt Service,1175000
FY19,,101,Revenue,Licenses and Permits,1200000
FY19,General Government,731,Expense,Other Services and Charges,1213125
FY19,,731,Revenue,Contributions from Local Units,1230606
FY19,Water Utility,591,Expense,Personal Services,1237309
FY19,Police,101,Expense,Personal Services,1308462
FY19,Police,101,Expense,Personal Services,1348519
FY19,General Government,683,Expense,Other Services and Charges,1392637
FY19,Wastewater Utility,590,Expense,Other Services and Charges,1417139
FY19,,591,Revenue,Charges for Service,1500000
FY19,Public Works,591,Expense,Capital Outlay,1525000
FY19,,206,Revenue,Taxes,1550134
FY19,,101,Revenue,Other Financing Sources,1604856
FY19,Fire,206,Expense,Transfers Out,1604856
FY19,Public Works,661,Expense,Transfers Out,1650000
FY19,,662,Revenue,Other Financing Sources,1650000
FY19,,101,Revenue,Fines and Forfeitures,1700000
FY19,,203,Revenue,State Grants,1700000
FY19,Fire,101,Expense,Personal Services,1783635
FY19,General Government,683,Expense,Other Services and Charges,1814981
FY19,,590,Revenue,Charges for Service,1839065
FY19,,732,Revenue,Other Revenues,1970000
FY19,,590,Revenue,Charges for Service,2000000
FY19,Wastewater Utility,590,Expense,Debt Service,2005000
FY19,Water Utility,591,Expense,Other Services and Charges,2037899
FY19,General Government,731,Expense,Other Services and Charges,2060000
FY19,General Government,731,Expense,Other Services and Charges,2277500
FY19,,661,Revenue,Interest and Rentals,2360000
FY19,,400,Revenue,Federal Grants,2390000
FY19,,205,Revenue,Taxes,2578699
FY19,,207,Revenue,Taxes,2581578
FY19,,731,Revenue,Interest and Rentals,2612561
FY19,,101,Revenue,Other Financing Sources,2656981
FY19,Public Safety,205,Expense,Transfers Out,2656981
FY19,,101,Revenue,Other Financing Sources,2673231
FY19,Police,207,Expense,Transfers Out,2673231
FY19,General Government,731,Expense,Other Services and Charges,2811900
FY19,Wastewater Utility,590,Expense,Other Services and Charges,2820000
FY19,,591,Revenue,Charges for Service,2842665
FY19,,590,Revenue,Charges for Service,2900000
FY19,,208,Revenue,Taxes,3070000
FY19,,591,Revenue,Charges for Service,3100000
FY19,General Government,731,Expense,Other Services and Charges,3177225
FY19,,400,Revenue,Taxes,3209000
FY19,Water Utility,591,Expense,Debt Service,3336369
FY19,,101,Revenue,Charges for Service,3612000
FY19,General Government,683,Expense,Other Services and Charges,4044413
FY19,,202,Revenue,Other Financing Sources,4200000
FY19,Public Works,400,Expense,Transfers Out,4200000
FY19,Police,101,Expense,Personal Services,4500746
FY19,,591,Revenue,Charges for Service,5480000
FY19,,202,Revenue,State Grants,5600000
FY19,,101,Revenue,State Grants,6030273
FY19,,591,Revenue,Charges for Service,6800000
FY19,,683,Revenue,Charges for Service,7800712
FY19,Public Works,202,Expense,Capital Outlay,8200000
FY19,,731,Revenue,Other Revenues,9000000
FY19,,590,Revenue,Charges for Service,9360000
FY19,,101,Revenue,Taxes,10035000
